campaign_key,campaign,trials_total,trials_valid,closed_loop_time_s,wall_time_s,best_score,best_mae_deg,best_p95_deg,best_max_deg,best_zeta_growth
A,Stage A: enhanced basin search (60 s),24,21,1439.003328,1463.0820441879978,7.128991840856126,1.292056730560464,2.8848086280836354,8.52520123810332,0.1338844827999998
B,Stage B: friction screening (30 s),7,4,209.709234,216.66202970400082,14.689766130132169,1.1246106504810165,2.069504164255957,2.419761706952541,0.072536075
C,Stage C: tail transient shaping (45 s),18,14,809.252492,828.164112802001,11.848470430360436,1.0570457653398904,2.096471680812628,3.1228090022396,0.1176895007
D,Stage D: tail transient refinement (45 s),16,12,719.335507,735.9949928929982,13.813325467170552,1.100224234885159,2.021400918175559,2.4202340590884246,0.1066026946
E,Stage E: long-run robustness (150 s),14,10,2099.4185370000005,2113.101877871988,9.399145460716609,1.0465002527947982,2.3394540716798033,3.9181651898550873,0.1238417116999999
ALL,All archived Optuna campaigns,79,61,5276.7190980000005,5357.005057458986,7.128991840856126,1.292056730560464,2.8848086280836354,8.52520123810332,0.1338844827999998
