t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,current_from_u_raw,goal_current_raw,present_current_raw,psi_hat_norm,q_ref_base_rad,qdd_ref_rad_s2,disturb_jump_active,disturb_jump_rad,disturb_pulse_active,disturb_pulse_raw,disturb_event_count
7.041944,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0854561842,-0.0758616199,0.0042047664,0.2043340377,0.5296024806,0.9631297309,0.0017456467,0.0121866472,2.5591959152,-2.112,-2,0.0702045501,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.083465,1.7453292520,1.7395342135,0.0000000000,-0.0000000000,0.0057950385,0.0000000000,-0.0852147242,-0.0725757204,0.0788615881,0.2039564084,0.5296270897,0.9631962188,0.0015957094,0.0116448165,2.4454114607,-1.998,-2,0.0694877736,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.125093,1.7453292520,1.7395342135,0.0000000000,-0.0000000000,0.0057950385,0.0000000000,-0.0849732643,-0.0723374503,0.0057184824,0.2018635150,0.5296495733,0.9632618145,0.0015742975,0.0115268926,2.4206474360,-1.973,-2,0.0687983426,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.166779,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0847957202,-0.0752098811,-0.0689383392,0.1995548644,0.5296717442,0.9633321790,0.0016887477,0.0118931442,2.4975602850,-2.050,-2,0.0686086803,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.208435,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0846181762,-0.0750346825,0.0042047665,0.1989971262,0.5296955146,0.9634020852,0.0016777490,0.0118438045,2.4871989392,-2.040,-2,0.0684080089,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.250127,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0844406321,-0.0748594839,0.0042047665,0.1984074979,0.5297191177,0.9634715277,0.0016666191,0.0117932955,2.4765920466,-2.029,-2,0.0681973792,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.291775,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0842630880,-0.0746842853,0.0042047666,0.1977890308,0.5297425519,0.9635405018,0.0016553776,0.0117417466,2.4657667950,-2.018,-2,0.0679777481,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.333476,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0840855439,-0.0745090867,0.0042047666,0.1971445036,0.5297658158,0.9636090035,0.0016440420,0.0116892756,2.4547478786,-2.007,-2,0.0677499871,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.375145,1.7453292520,1.7395342135,0.0000000000,-0.0000000000,0.0057950385,0.0000000000,-0.0838440840,-0.0712231872,0.0788615883,0.1967670954,0.5297889084,0.9636715168,0.0015003183,0.0111600171,2.3436035977,-1.896,-2,0.0670457765,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.416770,1.7453292520,1.7395342135,0.0000000000,-0.0000000000,0.0057950385,0.0000000000,-0.0836026241,-0.0709849171,0.0057184826,0.1947116664,0.5298099718,0.9637331809,0.0014799397,0.0110458230,2.3196228260,-1.872,-2,0.0663684890,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.458466,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0834250800,-0.0738573479,-0.0689383391,0.1924500310,0.5298307392,0.9637994225,0.0015897987,0.0114047447,2.3949963855,-1.948,-2,0.0661818905,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.500225,1.7453292520,1.7395342135,0.0000000000,-0.0000000000,0.0057950385,0.0000000000,-0.0831836201,-0.0705714484,0.0788615883,0.1921853458,0.5298530375,0.9638598462,0.0014501675,0.0108879111,2.2864613374,-1.839,-2,0.0655196013,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.541876,1.7453292520,1.7395342135,0.0000000000,-0.0000000000,0.0057950385,0.0000000000,-0.0829421601,-0.0703331782,0.0057184826,0.1902521668,0.5298733676,0.9639194641,0.0014308287,0.0107795216,2.2636995308,-1.816,-2,0.0648808252,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.583437,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0827646160,-0.0732056090,-0.0689383391,0.1881094046,0.5298934173,0.9639835725,0.0015386031,0.0111370652,2.3387836857,-1.892,-2,0.0647254424,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.625131,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0825870720,-0.0730304104,0.0042047666,0.1876517047,0.5299149672,0.9640472728,0.0015288063,0.0110931504,2.3295615830,-1.882,-2,0.0645567493,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.666797,1.7453292520,1.7395342135,0.0000000000,-0.0000000000,0.0057950385,0.0000000000,-0.0823456120,-0.0697445109,0.0788615883,0.1874320165,0.5299363694,0.9641053253,0.0013932597,0.0105863380,2.2231309856,-1.776,-2,0.0639163968,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.708452,1.7453292520,1.7395342135,0.0000000000,-0.0000000000,0.0057950385,0.0000000000,-0.0821041521,-0.0695062408,0.0057184826,0.1855631100,0.5299558651,0.9641626056,0.0013747274,0.0104817181,2.2011608079,-1.754,-2,0.0632980247,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.750118,1.7453292520,1.7395342135,0.0000000000,-0.0000000000,0.0057950385,0.0000000000,-0.0818626921,-0.0692679707,0.0057184826,0.1837582053,0.5299750929,0.9642191330,0.0013566582,0.0103799068,2.1797804265,-1.733,-2,0.0626997914,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.791770,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0816851481,-0.0721404015,-0.0689383391,0.1817435088,0.5299940598,0.9642800090,0.0014610231,0.0107337018,2.2540773705,-1.807,-2,0.0625750287,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.833508,1.7453292520,1.7395342135,0.0000000000,-0.0000000000,0.0057950385,0.0000000000,-0.0814436881,-0.0688545020,0.0788615883,0.1816427545,0.5300144767,0.9643354457,0.0013304812,0.0102415136,2.1507178645,-1.703,-2,0.0619807415,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.875108,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0812661441,-0.0717269328,-0.0689383391,0.1796429590,0.5300330611,0.9643951755,0.0014335167,0.0105931095,2.2245530017,-1.777,-2,0.0618571271,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.916782,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0810886000,-0.0715517342,0.0042047666,0.1792777865,0.5300530758,0.9644545361,0.0014246528,0.0105537845,2.2162947370,-1.769,-2,0.0617179251,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.958448,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0809110559,-0.0713765356,0.0042047666,0.1788674646,0.5300729578,0.9645135192,0.0014155942,0.0105128134,2.2076908064,-1.760,-2,0.0615645954,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.000122,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0807335118,-0.0712013369,0.0042047666,0.1784162297,0.5300927044,0.9645721177,0.0014063658,0.0104703685,2.1987773874,-1.752,-2,0.0613984676,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.041782,1.7453292520,1.7395342135,0.0000000000,-0.0000000000,0.0057950385,0.0000000000,-0.0804920519,-0.0679154374,0.0788615883,0.1781905142,0.5301123135,0.9646253892,0.0012785140,0.0099794103,2.0956761541,-1.648,-2,0.0607729094,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.083440,1.7453292520,1.7395342135,0.0000000000,-0.0000000000,0.0057950385,0.0000000000,-0.0802505920,-0.0676771673,0.0057184826,0.1763657483,0.5301301323,0.9646779392,0.0012612010,0.0098792650,2.0746456485,-1.627,-2,0.0601689554,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.125185,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0800730479,-0.0705495981,-0.0689383391,0.1743466571,0.5301477026,0.9647346259,0.0013604821,0.0102233958,2.1469131161,-1.700,-2,0.0600295752,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.166820,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0798955038,-0.0703743995,0.0042047666,0.1739360868,0.5301666482,0.9647909468,0.0013517000,0.0101830536,2.1384412610,-1.691,-2,0.0598764642,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.208479,1.7453292520,1.7395342135,0.0000000000,-0.0000000000,0.0057950385,0.0000000000,-0.0796540439,-0.0670885000,0.0788615883,0.1737416267,0.5301854633,0.9648420945,0.0012275454,0.0097010174,2.0372136447,-1.590,-2,0.0592683924,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.250135,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0794764998,-0.0699609308,-0.0689383391,0.1717149399,0.5302025432,0.9648973025,0.0013249920,0.0100415208,2.1087193635,-1.661,-2,0.0591217804,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.291812,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0792989557,-0.0697857322,0.0042047666,0.1712835655,0.5302209714,0.9649521468,0.0013162633,0.0100007609,2.1001597968,-1.653,-2,0.0589623078,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.333461,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0791214117,-0.0696105336,0.0042047666,0.1708149647,0.5302392705,0.9650066215,0.0013073920,0.0099587019,2.0913274035,-1.644,-2,0.0587911906,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.375117,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0789438676,-0.0694353350,0.0042047666,0.1703126650,0.5302574386,0.9650607214,0.0012983975,0.0099154838,2.0822516085,-1.635,-2,0.0586095364,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.416785,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0787663235,-0.0692601364,0.0042047666,0.1697798784,0.5302754742,0.9651144421,0.0012892978,0.0098712340,2.0729591332,-1.626,-2,0.0584183538,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.458436,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0785887794,-0.0690849377,0.0042047666,0.1692195298,0.5302933760,0.9651677800,0.0012801089,0.0098260678,2.0634742436,-1.616,-2,0.0582185608,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.500115,1.7453292520,1.7395342135,0.0000000000,-0.0000000000,0.0057950385,0.0000000000,-0.0783473195,-0.0657990382,0.0788615883,0.1688827453,0.5303111428,0.9652161039,0.0011597746,0.0093472706,1.9629268208,-1.516,-2,0.0575767645,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.541784,1.7453292520,1.7395342135,0.0000000000,-0.0000000000,0.0057950385,0.0000000000,-0.0781058596,-0.0655607681,0.0057184826,0.1670121878,0.5303272332,0.9652637435,0.0011433503,0.0092486682,1.9422203292,-1.495,-2,0.0569591177,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.583468,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0779283155,-0.0684331989,-0.0689383391,0.1649688856,0.5303430899,0.9653152504,0.0012361639,0.0095800134,2.0118028239,-1.565,0,0.0567947480,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.625120,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0777507714,-0.0682580003,0.0042047666,0.1644864698,0.5303602272,0.9653664001,0.0012275948,0.0095383319,2.0030497087,-1.556,-1,0.0566196851,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.666863,1.7453292520,1.7395342135,0.0000000000,-0.0000000000,0.0057950385,0.0000000000,-0.0775093115,-0.0649721008,0.0788615883,0.1642145721,0.5303772390,0.9654126960,0.0011111005,0.0090700840,1.9047176454,-1.457,-1,0.0560060423,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.708451,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0773317674,-0.0678445316,-0.0689383391,0.1621874570,0.5303926306,0.9654627871,0.0012021856,0.0093984051,1.9736650666,-1.526,-1,0.0558418352,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.750099,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0771542233,-0.0676693330,0.0042047666,0.1617056755,0.5304092778,0.9655125278,0.0011937785,0.0093571370,1.9649987654,-1.518,-2,0.0556671437,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.791789,1.7453292520,1.7410681943,0.0000000000,-0.0000000000,0.0042610577,0.0000000000,-0.0769766793,-0.0674941344,0.0042047666,0.1611935702,0.5304258022,0.9655619142,0.0011852722,0.0093148680,1.9561222884,-1.509,-1,0.0554829716,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.833451,1.7453292520,1.7426021750,0.0000000000,-0.0000000000,0.0027270770,0.0000000000,-0.0768630511,-0.0704296367,-0.0704520551,0.1604169835,0.5304422026,0.9656155293,0.0012867635,0.0096912850,2.0351698444,-1.588,-1,0.0557332673,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.875137,1.7453292520,1.7426021750,0.0000000000,-0.0000000000,0.0027270770,0.0000000000,-0.0767494229,-0.0703175095,0.0026910506,0.1611366907,0.5304600002,0.9656691222,0.0012862282,0.0097030262,2.0376355007,-1.590,-1,0.0559444842,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.916798,1.7453292520,1.7441361558,0.0000000000,-0.0000000000,0.0011930962,0.0000000000,-0.0766997105,-0.0733160833,-0.0719657711,0.1615037647,0.5304777830,0.9657274654,0.0014002385,0.0101314113,2.1275963682,-1.680,-1,0.0565806872,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
8.958437,1.7453292520,1.7441361558,0.0000000000,-0.0000000000,0.0011930962,0.0000000000,-0.0766499982,-0.0732670277,0.0011773347,0.1633386571,0.5304971337,0.9657861411,0.0014082151,0.0101963202,2.1412272429,-1.694,-1,0.0571524171,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.000205,1.7453292520,1.7456701366,0.0000000000,-0.0000000000,-0.0003408846,0.0000000000,-0.0766642017,-0.0763286730,-0.0734794870,0.1647419969,0.5305165858,0.9658501636,0.0015365416,0.0106796147,2.2427190793,-1.795,-1,0.0581442143,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.041921,1.7453292520,1.7456701366,0.0000000000,-0.0000000000,-0.0003408846,0.0000000000,-0.0766784052,-0.0763426889,-0.0003363813,0.1676014067,0.5305378004,0.9659149041,0.0015537712,0.0107978166,2.2675414905,-1.820,-1,0.0590496125,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.083447,1.7453292520,1.7472041174,0.0000000000,-0.0000000000,-0.0018748654,0.0000000000,-0.0767565246,-0.0794674057,-0.0749932030,0.1699576084,0.5305592422,0.9659856727,0.0016984459,0.0113395696,2.3813096098,-1.934,-1,0.0603740460,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.125106,1.7453292520,1.7472041174,0.0000000000,-0.0000000000,-0.0018748654,0.0000000000,-0.0768346440,-0.0795444931,-0.0018500973,0.1737725852,0.5305826681,0.9660575844,0.0017258813,0.0115120815,2.4175371181,-1.970,-1,0.0615930141,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.166769,1.7453292520,1.7487380982,0.0000000000,-0.0000000000,-0.0034088462,0.0000000000,-0.0769766793,-0.0827322814,-0.0765069190,0.1770183135,0.5306064593,0.9661363011,0.0018892002,0.0121164531,2.5444551613,-2.097,-1,0.0632333110,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.208544,1.7453292520,1.7487380982,0.0000000000,-0.0000000000,-0.0034088462,0.0000000000,-0.0771187145,-0.0828724403,-0.0033638133,0.1817381130,0.5306324865,0.9662166353,0.0019280215,0.0123451276,2.5924767893,-2.145,-1,0.0647514307,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.250124,1.7453292520,1.7502720790,0.0000000000,-0.0000000000,-0.0049428270,0.0000000000,-0.0773246657,-0.0861233001,-0.0780206350,0.1858268532,0.5306590321,0.9663046594,0.0021125775,0.0130168991,2.7335488114,-2.286,-1,0.0666960315,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.291767,1.7453292520,1.7502720790,0.0000000000,-0.0000000000,-0.0049428270,0.0000000000,-0.0775306168,-0.0863265305,-0.0048775293,0.1914160307,0.5306880997,0.9663948348,0.0021642116,0.0133043846,2.7939207567,-2.347,-1,0.0685036805,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.333475,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0778004838,-0.0896404617,-0.0795343510,0.1963153986,0.5307178571,0.9664937069,0.0023729303,0.0140489738,2.9502845037,-2.503,-1,0.0707454340,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.375103,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0780703508,-0.0899067636,-0.0063912453,0.2027514021,0.5307504602,0.9665953350,0.0024390738,0.0143986894,3.0237247750,-2.576,-2,0.0728370518,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.416921,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0783402177,-0.0901730655,-0.0063912453,0.2087577999,0.5307839458,0.9666996010,0.0025023833,0.0147297298,3.0932432656,-2.646,-2,0.0747921070,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.458556,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0786100847,-0.0904393674,-0.0063912453,0.2143734276,0.5308182730,0.9668063975,0.0025631172,0.0150437743,3.1591925943,-2.712,-3,0.0766229594,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.500142,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0788799517,-0.0907056693,-0.0063912453,0.2196336517,0.5308534042,0.9669156272,0.0026215124,0.0153423570,3.2218949662,-2.775,-3,0.0783408645,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.541780,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0791498187,-0.0909719712,-0.0063912453,0.2245706790,0.5308893055,0.9670272016,0.0026777862,0.0156268800,3.2816447993,-2.834,-3,0.0799560715,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.583496,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0794196857,-0.0912382731,-0.0063912453,0.2292138391,0.5309259456,0.9671410407,0.0027321382,0.0158986244,3.3387111243,-2.891,-3,0.0814779137,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.625132,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0796895527,-0.0915045750,-0.0063912453,0.2335898413,0.5309632963,0.9672570720,0.0027847509,0.0161587608,3.3933397771,-2.946,-2,0.0829148902,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.666859,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0799594197,-0.0917708768,-0.0063912453,0.2377230090,0.5310013319,0.9673752300,0.0028357923,0.0164083591,3.4457554021,-2.998,-3,0.0842747405,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.708444,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0802292867,-0.0920371787,-0.0063912453,0.2416354926,0.5310400289,0.9674954557,0.0028854161,0.0166483966,3.4961632822,-3.049,-3,0.0855645120,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.750103,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0804991537,-0.0923034806,-0.0063912453,0.2453474637,0.5310793661,0.9676176959,0.0029337634,0.0168797667,3.5447510108,-3.097,-2,0.0867906226,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.791794,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0807690207,-0.0925697825,-0.0063912453,0.2488772919,0.5311193241,0.9677419027,0.0029809637,0.0171032858,3.5916900203,-3.144,-3,0.0879589163,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.833452,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0810388877,-0.0928360844,-0.0063912453,0.2522417057,0.5311598854,0.9678680333,0.0030271358,0.0173196999,3.6371369772,-3.190,-2,0.0890747146,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.875136,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0813087546,-0.0931023863,-0.0063912453,0.2554559393,0.5312010342,0.9679960495,0.0030723887,0.0175296908,3.6812350580,-3.234,-2,0.0901428637,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.916800,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0815786216,-0.0933686882,-0.0063912453,0.2585338660,0.5312427561,0.9681259171,0.0031168223,0.0177338815,3.7241151145,-3.277,-3,0.0911677764,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
9.958464,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0818484886,-0.0936349901,-0.0063912453,0.2614881197,0.5312850380,0.9682576058,0.0031605284,0.0179328416,3.7658967381,-3.319,-3,0.0921534710,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
10.000120,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0821183556,-0.0939012919,-0.0063912453,0.2643302058,0.5313278682,0.9683910888,0.0032035913,0.0181270916,3.8066892330,-3.359,-3,0.0931036068,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
10.041790,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0823882226,-0.0941675938,-0.0063912453,0.2670706019,0.5313712362,0.9685263425,0.0032460882,0.0183171072,3.8465925050,-3.399,-2,0.0940215159,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
10.083567,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0826580896,-0.0944338957,-0.0063912453,0.2697188496,0.5314151325,0.9686633462,0.0032880902,0.0185033232,3.8856978731,-3.438,-3,0.0949102326,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
10.125225,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0829279566,-0.0947001976,-0.0063912453,0.2722836383,0.5314595484,0.9688020821,0.0033296624,0.0186861372,3.9240888121,-3.477,-2,0.0957725199,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
10.166777,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0831978236,-0.0949664995,-0.0063912453,0.2747728810,0.5315044762,0.9689425348,0.0033708647,0.0188659125,3.9618416300,-3.515,-3,0.0966108941,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
10.208541,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0834676906,-0.0952328014,-0.0063912453,0.2771937841,0.5315499092,0.9690846912,0.0034117520,0.0190429814,3.9990260877,-3.552,-3,0.0974276462,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
10.250108,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0837375576,-0.0954991033,-0.0063912453,0.2795529102,0.5315958412,0.9692285401,0.0034523748,0.0192176475,4.0357059647,-3.588,-2,0.0982248626,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
10.291845,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0840074245,-0.0957654052,-0.0063912453,0.2818562357,0.5316422667,0.9693740726,0.0034927796,0.0193901885,4.0719395762,-3.625,-3,0.0990044434,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
10.333575,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0842772915,-0.0960317070,-0.0063912453,0.2841092032,0.5316891809,0.9695212813,0.0035330089,0.0195608583,4.1077802456,-3.661,-3,0.0997681187,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
10.375145,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0845471585,-0.0962980089,-0.0063912453,0.2863167692,0.5317365795,0.9696701606,0.0035731020,0.0197298892,4.1432767358,-3.696,-3,0.1005174638,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
10.416870,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0848170255,-0.0965643108,-0.0063912453,0.2884834475,0.5317844586,0.9698207062,0.0036130950,0.0198974935,4.1784736437,-3.731,-4,0.1012539134,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
10.458475,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0850868925,-0.0968306127,-0.0063912453,0.2906133488,0.5318328151,0.9699729154,0.0036530209,0.0200638655,4.2134117607,-3.766,-4,0.1019787741,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
10.500114,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0853567595,-0.0970969146,-0.0063912453,0.2927102166,0.5318816460,0.9701267867,0.0036929104,0.0202291829,4.2481284011,-3.801,-3,0.1026932355,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
10.541786,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0856266265,-0.0973632165,-0.0063912453,0.2947774601,0.5319309489,0.9702823196,0.0037327914,0.0203936081,4.2826577039,-3.835,-4,0.1033983808,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
10.583451,1.7453292520,1.7518060598,0.0000000000,-0.0000000000,-0.0064768078,0.0000000000,-0.0858964935,-0.0976295184,-0.0063912453,0.2968181841,0.5319807216,0.9704395150,0.0037726900,0.0205572900,4.3170309063,-3.870,-3,0.1040951967,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
