t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,current_from_u_raw,goal_current_raw,present_current_raw,psi_hat_norm,q_ref_base_rad,qdd_ref_rad_s2,disturb_jump_active,disturb_jump_rad,disturb_pulse_active,disturb_pulse_raw,disturb_event_count
3.458452,1.7453292520,1.7410681943,0.0000000000,-0.0031311372,0.0042861859,0.0031311372,-0.1030943641,-0.0900857287,-0.0135230905,0.4371779720,0.5263693153,0.9540033094,0.0043512682,0.0254243828,5.3391203949,-4.892,-5,0.1454248264,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
3.500129,1.7453292520,1.7395342135,0.0000000000,-0.0025404133,0.0058154260,0.0025404133,-0.1028520547,-0.0873991334,0.0644782886,0.4237106707,0.5264348449,0.9541696733,0.0039927340,0.0240496012,5.0504162595,-4.603,-5,0.1405105877,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
3.541778,1.7453292520,1.7395342135,0.0000000000,-0.0020611361,0.0058115796,0.0020611361,-0.1026099056,-0.0876471020,-0.0059512477,0.4093969700,0.5264949032,0.9543324010,0.0039054644,0.0234600697,4.9266146393,-4.479,-4,0.1360816422,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
3.583478,1.7453292520,1.7395342135,0.0000000000,-0.0016722799,0.0058084590,0.0016722799,-0.1023678864,-0.0878033363,-0.0037496233,0.3964988981,0.5265535823,0.9544915662,0.0038199634,0.0229081889,4.8107196650,-4.363,-4,0.1320777155,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
3.625257,1.7453292520,1.7410681943,0.0000000000,-0.0013567857,0.0042719463,0.0013567857,-0.1021898887,-0.0909958439,-0.0766201816,0.3842516992,0.5266109131,0.9546582907,0.0040013896,0.0231568314,4.8629345937,-4.416,-5,0.1290227202,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
3.666764,1.7453292520,1.7410681943,0.0000000000,-0.0011008130,0.0042698920,0.0011008130,-0.1020119765,-0.0910803360,-0.0020278109,0.3753788682,0.5266708993,0.9548222581,0.0039352181,0.0227553493,4.7786233610,-4.331,-3,0.1262573748,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
3.708479,1.7453292520,1.7410681943,0.0000000000,-0.0008931324,0.0042682253,0.0008931324,-0.1018341338,-0.0911158346,-0.0008519658,0.3673463271,0.5267298260,0.9549835748,0.0038715993,0.0223812560,4.7000637686,-4.253,-3,0.1237463244,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
3.750116,1.7453292520,1.7395342135,0.0000000000,-0.0007246330,0.0058008539,0.0007246330,-0.1015924315,-0.0880008819,0.0747588647,0.3605996293,0.5267877348,0.9551318732,0.0035591620,0.0213057285,4.4742029913,-4.027,-4,0.1208826242,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
3.791790,1.7453292520,1.7395342135,0.0000000000,-0.0005879229,0.0057997568,0.0005879229,-0.1013507750,-0.0879013076,0.0023897834,0.3522556655,0.5268409132,0.9552771499,0.0034866413,0.0208973601,4.3884456259,-3.941,-4,0.1182563626,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
3.833489,1.7453292520,1.7410681943,0.0000000000,-0.0004770047,0.0042648858,0.0004770047,-0.1011730714,-0.0908862677,-0.0716390422,0.3440791144,0.5268929549,0.9554296466,0.0036599204,0.0212175756,4.4556908708,-4.008,-3,0.1164165538,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
3.875261,1.7453292520,1.7410681943,0.0000000000,-0.0003870125,0.0042641636,0.0003870125,-0.1009953980,-0.0908023684,0.0020135812,0.3387306147,0.5269475264,0.9555800244,0.0036090676,0.0209442692,4.3982965332,-3.951,-4,0.1147251783,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
3.916771,1.7453292520,1.7395342135,0.0000000000,-0.0003139983,0.0057975584,0.0003139983,-0.1007538330,-0.0875905437,0.0770837944,0.3343180675,0.5270012829,0.9557185416,0.0033244126,0.0200018134,4.2003808097,-3.753,-3,0.1125916512,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
3.958447,1.7453292520,1.7410681943,0.0000000000,-0.0002547590,0.0042631022,0.0002547590,-0.1005762038,-0.0905230742,-0.0703807324,0.3275991490,0.5270507496,0.9558641951,0.0034956839,0.0203528529,4.2740991093,-3.827,-4,0.1111885396,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.000126,1.7453292520,1.7395342135,0.0000000000,-0.0002066959,0.0057966973,0.0002066959,-0.1003346747,-0.0872859359,0.0776913185,0.3240055068,0.5271027131,0.9559984768,0.0032227609,0.0194616237,4.0869409736,-3.640,-3,0.1093145621,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.041800,1.7453292520,1.7395342135,0.0000000000,-0.0001677004,0.0057963844,0.0001677004,-0.1000931587,-0.0870872277,0.0047689972,0.3185368952,0.5271505728,0.9561304197,0.0031666293,0.0191680285,4.0252859792,-3.578,-4,0.1075712100,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.083457,1.7453292520,1.7410681943,0.0000000000,-0.0001360619,0.0042621497,0.0001360619,-0.0999155691,-0.0899917566,-0.0697086935,0.3129754032,0.5271975549,0.9562694338,0.0033363384,0.0195452287,4.1044980168,-3.657,-3,0.1065150022,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.125206,1.7453292520,1.7410681943,0.0000000000,-0.0001103923,0.0042619437,0.0001103923,-0.0997379881,-0.0898426004,0.0035797482,0.3098981525,0.5272470080,0.9564069525,0.0033004494,0.0193688969,4.0674683482,-3.620,-4,0.1055247255,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.166780,1.7453292520,1.7410681943,0.0000000000,-0.0000895656,0.0042617765,0.0000895656,-0.0995604141,-0.0896885311,0.0036976648,0.3070117591,0.5272958815,0.9565430326,0.0032659211,0.0192009694,4.0322035792,-3.585,-3,0.1045935761,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.208474,1.7453292520,1.7410681943,0.0000000000,-0.0000726680,0.0042616409,0.0000726680,-0.0993828457,-0.0895304754,0.0037933352,0.3042965822,0.5273441972,0.9566777266,0.0032326563,0.0190406957,3.9985460935,-3.551,-4,0.1037155424,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.250145,1.7453292520,1.7395342135,0.0000000000,-0.0000589584,0.0057955117,0.0000589584,-0.0991413661,-0.0862584847,0.0785277780,0.3021896121,0.5273919752,0.9568021022,0.0029850149,0.0182506440,3.8326352406,-3.385,-4,0.1023197278,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.291769,1.7453292520,1.7410681943,0.0000000000,-0.0000478352,0.0042614416,0.0000478352,-0.0989638060,-0.0891422002,-0.0692091723,0.2976626849,0.5274360527,0.9569334340,0.0031519632,0.0186495176,3.9163987042,-3.469,-3,0.1015710953,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.333479,1.7453292520,1.7410681943,0.0000000000,-0.0000388106,0.0042613692,0.0000388106,-0.0987862490,-0.0889761573,0.0039850291,0.2954769680,0.5274825535,0.9570635560,0.0031229282,0.0185138378,3.8879059278,-3.441,-2,0.1008578985,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.375144,1.7453292520,1.7395342135,0.0000000000,-0.0000314885,0.0057952912,0.0000314885,-0.0985447785,-0.0856976862,0.0786833067,0.2938349019,0.5275285832,0.9571837631,0.0028849699,0.0177589869,3.7293872423,-3.282,-2,0.0996146904,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.416789,1.7453292520,1.7395342135,0.0000000000,-0.0000255479,0.0057952436,0.0000255479,-0.0983033100,-0.0854654430,0.0055738358,0.2901999801,0.5275710680,0.9573022132,0.0028428037,0.0175483905,3.6851620106,-3.238,-2,0.0984401937,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.458437,1.7453292520,1.7395342135,0.0000000000,-0.0000207280,0.0057952049,0.0000207280,-0.0980618431,-0.0852320628,0.0056011250,0.2867652800,0.5276128964,0.9574189777,0.0028023478,0.0173474018,3.6429543882,-3.196,-2,0.0973281723,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.500121,1.7453292520,1.7395342135,0.0000000000,-0.0000168174,0.0057951735,0.0000168174,-0.0978203776,-0.0849977601,0.0056232659,0.2835126522,0.5276540950,0.9575341220,0.0027634627,0.0171551863,3.6025891168,-3.155,-3,0.0962729891,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.541782,1.7453292520,1.7395342135,0.0000000000,-0.0000136446,0.0057951480,0.0000136446,-0.0975789131,-0.0847627088,0.0056412296,0.2804256882,0.5276946886,0.9576477062,0.0027260208,0.0169709855,3.5639069506,-3.117,-3,0.0952695440,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.583460,1.7453292520,1.7410681943,0.0000000000,-0.0000110704,0.0042611466,0.0000110704,-0.0974013653,-0.0876377512,-0.0690010175,0.2770741783,0.5277346995,0.9577680538,0.0028883424,0.0173929444,3.6525183183,-3.205,-3,0.0948677406,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.625136,1.7453292520,1.7410681943,0.0000000000,-0.0000089819,0.0042611298,0.0000089819,-0.0972238182,-0.0874646715,0.0041539132,0.2758962838,0.5277770576,0.9578875511,0.0028679341,0.0173056138,3.6341788876,-3.187,-3,0.0944695596,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.666807,1.7453292520,1.7410681943,0.0000000000,-0.0000072873,0.0042611162,0.0000072873,-0.0970462717,-0.0872911921,0.0041635073,0.2747288306,0.5278190804,0.9580062041,0.0028476730,0.0172188754,3.6159638303,-3.169,-4,0.0940746643,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.708471,1.7453292520,1.7410681943,0.0000000000,-0.0000059125,0.0042611052,0.0000059125,-0.0968687257,-0.0871173882,0.0041712913,0.2735708684,0.5278607709,0.9581240190,0.0028275561,0.0171326987,3.5978667230,-3.151,-1,0.0936827632,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.750101,1.7453292520,1.7410681943,0.0000000000,-0.0000047970,0.0042610962,0.0000047970,-0.0966911800,-0.0869433213,0.0041776068,0.2724215736,0.5279021318,0.9582410015,0.0028075804,0.0170470562,3.5798818067,-3.133,-3,0.0932936033,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.791823,1.7453292520,1.7395342135,0.0000000000,-0.0000038920,0.0057950698,0.0000038920,-0.0964497188,-0.0836583399,0.0788395525,0.2716861251,0.5279431660,0.9583490966,0.0025942835,0.0163717595,3.4380694964,-2.991,-2,0.0923579990,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.833461,1.7453292520,1.7395342135,0.0000000000,-0.0000031577,0.0057950639,0.0000031577,-0.0962082578,-0.0834208148,0.0057006041,0.2689479576,0.5279810522,0.9584557849,0.0025605178,0.0162058463,3.4032277334,-2.956,-3,0.0914636754,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.875125,1.7453292520,1.7395342135,0.0000000000,-0.0000025620,0.0057950591,0.0000025620,-0.0959667970,-0.0831831491,0.0057039771,0.2663302214,0.5280184165,0.9585611113,0.0025278356,0.0160458427,3.3696269663,-2.922,-3,0.0906070398,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.916913,1.7453292520,1.7410681943,0.0000000000,-0.0000020787,0.0042610744,0.0000020787,-0.0957892522,-0.0860560702,-0.0689501080,0.2634286814,0.5280552758,0.9586729435,0.0026839723,0.0164693287,3.4585590277,-3.011,-2,0.0903292213,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
4.958455,1.7453292520,1.7410681943,0.0000000000,-0.0000016865,0.0042610713,0.0000016865,-0.0956117076,-0.0858812695,0.0041952181,0.2626113378,0.5280943812,0.9587840707,0.0026670513,0.0164000233,3.4440049025,-2.997,-2,0.0900442080,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.000113,1.7453292520,1.7395342135,0.0000000000,-0.0000013683,0.0057950495,0.0000013683,-0.0953702472,-0.0825956928,0.0788538412,0.2621641611,0.5281332089,0.9588867305,0.0024638364,0.0157542575,3.3083940845,-2.861,-3,0.0892105404,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.041775,1.7453292520,1.7410681943,0.0000000000,-0.0000011102,0.0042610667,0.0000011102,-0.0951927027,-0.0854683855,-0.0689446246,0.2593363541,0.5281690505,0.9589957949,0.0026175454,0.0161756476,3.3968859872,-2.950,-2,0.0889501334,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.083500,1.7453292520,1.7410681943,0.0000000000,-0.0000009007,0.0042610650,0.0000009007,-0.0950151583,-0.0852933993,0.0041996669,0.2585697647,0.5282070990,0.9591041808,0.0026012613,0.0161091559,3.3829227476,-2.936,-2,0.0886811636,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.125119,1.7453292520,1.7395342135,0.0000000000,-0.0000007308,0.0057950444,0.0000007308,-0.0947736982,-0.0820076722,0.0788574508,0.2581631182,0.5282448811,0.9592042629,0.0024019718,0.0154720806,3.2491369235,-2.802,-3,0.0878660712,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.166767,1.7453292520,1.7410681943,0.0000000000,-0.0000005929,0.0042610625,0.0000005929,-0.0945961539,-0.0848802429,-0.0689416961,0.2553960032,0.5282797423,0.9593106486,0.0025532557,0.0158910157,3.3371133037,-2.890,-2,0.0876190911,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.208446,1.7453292520,1.7410681943,0.0000000000,-0.0000004811,0.0042610616,0.0000004811,-0.0944186097,-0.0847051578,0.0042020430,0.2546686131,0.5283167716,0.9594163784,0.0025375142,0.0158267969,3.3236273393,-2.876,-3,0.0873625536,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.250103,1.7453292520,1.7410681943,0.0000000000,-0.0000003903,0.0042610609,0.0000003903,-0.0942410655,-0.0845300512,0.0042025568,0.2539134814,0.5283535442,0.9595214466,0.0025216381,0.0157614528,3.3099050809,-2.863,-2,0.0870973760,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.291768,1.7453292520,1.7410681943,0.0000000000,-0.0000003167,0.0042610603,0.0000003167,-0.0940635213,-0.0843549273,0.0042029737,0.2531332798,0.5283900588,0.9596258486,0.0025056488,0.0156951108,3.2959732766,-2.849,-2,0.0868243941,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.333439,1.7453292520,1.7395342135,0.0000000000,-0.0000002569,0.0057950406,0.0000002569,-0.0938220613,-0.0810690884,0.0788601337,0.2527066991,0.5284263143,0.9597221588,0.0023114443,0.0150665070,3.1639664767,-2.717,-3,0.0860120064,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.375102,1.7453292520,1.7395342135,0.0000000000,-0.0000002085,0.0057950402,0.0000002085,-0.0935806012,-0.0808308675,0.0057173024,0.2503293164,0.5284597354,0.9598172566,0.0022823470,0.0149216324,3.1335427969,-2.686,-3,0.0852311050,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.416778,1.7453292520,1.7395342135,0.0000000000,-0.0000001691,0.0057950399,0.0000001691,-0.0933391413,-0.0805926373,0.0057175251,0.2480438041,0.5284927128,0.9599111761,0.0022540686,0.0147812368,3.1040597208,-2.657,-2,0.0844789977,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.458497,1.7453292520,1.7395342135,0.0000000000,-0.0000001372,0.0057950396,0.0000001372,-0.0930976813,-0.0803543995,0.0057177057,0.2458423139,0.5285252591,0.9600039489,0.0022265473,0.0146449541,3.0754403660,-2.628,-3,0.0837532332,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.500145,1.7453292520,1.7410681943,0.0000000000,-0.0000001113,0.0042610586,0.0000001113,-0.0929201372,-0.0832268566,-0.0689389694,0.2433551344,0.5285573862,0.9601027552,0.0023713509,0.0150599830,3.1625964402,-2.715,-2,0.0835778265,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.541820,1.7453292520,1.7410681943,0.0000000000,-0.0000000903,0.0042610585,0.0000000903,-0.0927425931,-0.0830516793,0.0042042552,0.2428363242,0.5285915788,0.9602009969,0.0023578004,0.0150064807,3.1513609559,-2.704,-3,0.0833870792,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.583444,1.7453292520,1.7395342135,0.0000000000,-0.0000000733,0.0057950391,0.0000000733,-0.0925011331,-0.0797657971,0.0788611734,0.2426337982,0.5286255515,0.9602915650,0.0021736331,0.0144051463,3.0250807162,-2.578,-2,0.0826584307,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.625115,1.7453292520,1.7410681943,0.0000000000,-0.0000000595,0.0042610582,0.0000000595,-0.0923235890,-0.0826382419,-0.0689386757,0.2401436320,0.5286568490,0.9603880648,0.0023159956,0.0148159848,3.1113567995,-2.664,-3,0.0824769237,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.666842,1.7453292520,1.7395342135,0.0000000000,-0.0000000482,0.0057950389,0.0000000482,-0.0920821290,-0.0793523538,0.0788613152,0.2399639889,0.5286901735,0.9604769959,0.0021343474,0.0142202271,2.9862476957,-2.539,-3,0.0817595009,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.708466,1.7453292520,1.7395342135,0.0000000000,-0.0000000391,0.0057950388,0.0000000391,-0.0918406691,-0.0791140929,0.0057182610,0.2378643824,0.5287208634,0.9605648463,0.0021084081,0.0140905279,2.9590108585,-2.512,-3,0.0810659621,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.750097,1.7453292520,1.7410681943,0.0000000000,-0.0000000318,0.0042610580,0.0000000318,-0.0916631250,-0.0819865312,-0.0689385189,0.2354840207,0.5287511607,0.9606585250,0.0022482894,0.0144997673,3.0449511282,-2.598,-3,0.0809125798,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.791760,1.7453292520,1.7395342135,0.0000000000,-0.0000000258,0.0057950387,0.0000000258,-0.0914216651,-0.0787006377,0.0788614425,0.2353793028,0.5287834465,0.9607448182,0.0020710362,0.0139151310,2.9221775098,-2.475,-2,0.0802252005,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.833437,1.7453292520,1.7410681943,0.0000000000,-0.0000000209,0.0042610579,0.0000000209,-0.0912441210,-0.0815730735,-0.0689384574,0.2330209477,0.5288131673,0.9608368715,0.0022092806,0.0143220875,3.0076383652,-2.560,-2,0.0800749868,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.875107,1.7453292520,1.7395342135,0.0000000000,-0.0000000170,0.0057950387,0.0000000170,-0.0910026610,-0.0782871779,0.0788614923,0.2329217867,0.5288448512,0.9609216328,0.0020342709,0.0137418887,2.8857966221,-2.439,-2,0.0793933057,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.916764,1.7453292520,1.7410681943,0.0000000000,-0.0000000138,0.0042610579,0.0000000138,-0.0908251170,-0.0811596120,-0.0689384170,0.2305840479,0.5288740062,0.9610120866,0.0021708899,0.0141465343,2.9707722042,-2.523,-1,0.0792458405,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
5.958443,1.7453292520,1.7395342135,0.0000000000,-0.0000000112,0.0057950386,0.0000000112,-0.0905836570,-0.0778737151,0.0788615251,0.2304892635,0.5289050992,0.9610953402,0.0019980886,0.0135706798,2.8498427528,-2.403,-2,0.0785694753,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.000110,1.7453292520,1.7395342135,0.0000000000,-0.0000000091,0.0057950386,0.0000000091,-0.0903421971,-0.0776354471,0.0057184313,0.2285102008,0.5289336989,0.9611775882,0.0019739520,0.0134486213,2.8242104688,-2.377,-2,0.0779140919,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.041778,1.7453292520,1.7410681943,0.0000000000,-0.0000000073,0.0042610578,0.0000000073,-0.0901646530,-0.0805078797,-0.0689383807,0.2262560495,0.5289619358,0.9612654263,0.0021081123,0.0138509567,2.9087009072,-2.461,-2,0.0777867264,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.083458,1.7453292520,1.7410681943,0.0000000000,-0.0000000060,0.0042610578,0.0000000060,-0.0899871089,-0.0803326825,0.0042047329,0.2258776304,0.5289920729,0.9613527806,0.0020965051,0.0138055213,2.8991594771,-2.452,-2,0.0776407615,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.125105,1.7453292520,1.7395342135,0.0000000000,-0.0000000048,0.0057950386,0.0000000048,-0.0897456490,-0.0770467841,0.0788615610,0.2257802298,0.5290220247,0.9614331109,0.0019279252,0.0132376051,2.7798970668,-2.333,-2,0.0769713896,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.166775,1.7453292520,1.7395342135,0.0000000000,-0.0000000039,0.0057950386,0.0000000039,-0.0895041890,-0.0768085149,0.0057184604,0.2238220861,0.5290495510,0.9615124636,0.0019044672,0.0131177839,2.7547346248,-2.307,-2,0.0763228043,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.208542,1.7453292520,1.7410681943,0.0000000000,-0.0000000032,0.0042610578,0.0000000032,-0.0893266450,-0.0796809464,-0.0689383571,0.2215954169,0.5290767262,0.9615972735,0.0020354373,0.0135151823,2.8381882789,-2.391,-2,0.0761967470,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.250106,1.7453292520,1.7395342135,0.0000000000,-0.0000000026,0.0057950386,0.0000000026,-0.0890851850,-0.0763950475,0.0788615737,0.2215495854,0.5291057527,0.9616752217,0.0018707557,0.0129566988,2.7209067513,-2.274,-2,0.0755499387,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.291853,1.7453292520,1.7395342135,0.0000000000,-0.0000000021,0.0057950385,0.0000000021,-0.0888437251,-0.0761567779,0.0057184708,0.2196575283,0.5291324146,0.9617522271,0.0018481308,0.0128406946,2.6965458611,-2.249,-2,0.0749222386,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.333463,1.7453292520,1.7410681943,0.0000000000,-0.0000000017,0.0042610578,0.0000000017,-0.0886661810,-0.0790292091,-0.0689383487,0.2174982974,0.5291587388,0.9618345891,0.0019766874,0.0132353775,2.7794292716,-2.332,-2,0.0748113512,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.375142,1.7453292520,1.7410681943,0.0000000000,-0.0000000014,0.0042610578,0.0000000014,-0.0884886369,-0.0788540108,0.0042047588,0.2171681413,0.5291868776,0.9619165008,0.0019658801,0.0131929616,2.7705219293,-2.323,-2,0.0746809560,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.416852,1.7453292520,1.7410681943,0.0000000000,-0.0000000011,0.0042610578,0.0000000011,-0.0883110929,-0.0786788125,0.0042047603,0.2167813810,0.5292148454,0.9619979491,0.0019547600,0.0131482411,2.7611306397,-2.314,-2,0.0745328637,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.458475,1.7453292520,1.7410681943,0.0000000000,-0.0000000009,0.0042610578,0.0000000009,-0.0881335488,-0.0785036141,0.0042047615,0.2163432788,0.5292426380,0.9620789226,0.0019433642,0.0131014502,2.7513045356,-2.304,-2,0.0743687233,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.500117,1.7453292520,1.7410681943,0.0000000000,-0.0000000007,0.0042610578,0.0000000007,-0.0879560047,-0.0783284157,0.0042047625,0.2158586265,0.5292702520,0.9621594112,0.0019317263,0.0130528012,2.7410882569,-2.294,-2,0.0741900362,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.541823,1.7453292520,1.7395342135,0.0000000000,-0.0000000006,0.0057950385,0.0000000006,-0.0877145448,-0.0750425163,0.0788615850,0.2156512552,0.5292976840,0.9622332398,0.0017718850,0.0124976439,2.6245052154,-2.177,-2,0.0735045087,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.583470,1.7453292520,1.7410681943,0.0000000000,-0.0000000005,0.0042610577,0.0000000005,-0.0875370007,-0.0779149472,-0.0689383418,0.2133310497,0.5293228317,0.9623122415,0.0018960420,0.0128809472,2.7049989049,-2.258,-2,0.0733343829,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.625252,1.7453292520,1.7410681943,0.0000000000,-0.0000000004,0.0042610577,0.0000000004,-0.0873594566,-0.0777397487,0.0042047644,0.2128291945,0.5293497262,0.9623907620,0.0018844918,0.0128319841,2.6947166687,-2.247,-2,0.0731504701,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.666795,1.7453292520,1.7395342135,0.0000000000,-0.0000000003,0.0057950385,0.0000000003,-0.0871179967,-0.0744538492,0.0788615865,0.2126021730,0.5293764410,0.9624627325,0.0017272929,0.0122812749,2.5790677302,-2.132,-2,0.0724641914,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.708426,1.7453292520,1.7410681943,0.0000000000,-0.0000000003,0.0042610577,0.0000000003,-0.0869404526,-0.0773262801,-0.0689383405,0.2102848480,0.5294009136,0.9625397861,0.0018492858,0.0126608130,2.6587707213,-2.211,-2,0.0722899043,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.750128,1.7453292520,1.7395342135,0.0000000000,-0.0000000002,0.0057950385,0.0000000002,-0.0866989927,-0.0740403806,0.0788615872,0.2100820712,0.5294271001,0.9626103839,0.0016943465,0.0121154559,2.5442457480,-2.097,-2,0.0716152057,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.791804,1.7453292520,1.7410681943,0.0000000000,-0.0000000002,0.0042610577,0.0000000002,-0.0865214486,-0.0769128115,-0.0689383400,0.2078024768,0.5294510792,0.9626860038,0.0018148775,0.0124932220,2.6235766259,-2.176,-2,0.0714490210,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.833456,1.7453292520,1.7410681943,0.0000000000,-0.0000000001,0.0042610577,0.0000000001,-0.0863439045,-0.0767376129,0.0042047659,0.2073123620,0.5294767501,0.9627611593,0.0018037326,0.0124454545,2.6135454479,-2.166,-2,0.0712690792,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.875136,1.7453292520,1.7410681943,0.0000000000,-0.0000000001,0.0042610577,0.0000000001,-0.0861663605,-0.0765624143,0.0042047660,0.2067823669,0.5295022489,0.9628358426,0.0017923991,0.0123961525,2.6031920185,-2.156,-2,0.0710766770,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.916797,1.7453292520,1.7410681943,0.0000000000,-0.0000000001,0.0042610577,0.0000000001,-0.0859888164,-0.0763872157,0.0042047661,0.2062162579,0.5295275733,0.9629100469,0.0017809021,0.0123454791,2.5925506141,-2.145,-2,0.0708729951,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
6.958439,1.7453292520,1.7410681943,0.0000000000,-0.0000000001,0.0042610577,0.0000000001,-0.0858112723,-0.0762120171,0.0042047662,0.2056174648,0.5295527211,0.9629837662,0.0017692643,0.0122935827,2.5816523715,-2.134,-2,0.0706591085,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
7.000216,1.7453292520,1.7410681943,0.0000000000,-0.0000000001,0.0042610577,0.0000000001,-0.0856337283,-0.0760368185,0.0042047663,0.2049891102,0.5295776907,0.9630569956,0.0017575063,0.0122405980,2.5705255747,-2.123,-2,0.0704359964,1.7453292520,0.0000000000,0,0.0000000000,0,0.000,0
