t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,u_aux,u_robust,u_fric,tail_activation,max_control_eff,current_from_u_raw,goal_current_raw,slew_boost,max_current_slew_eff_raw_s,present_current_raw,psi_hat_norm
0.283427,2.4386354439,2.4144857601,-0.2770610077,-0.0195322741,0.0242112407,-0.2575287336,0.0047422772,-0.2047690918,-2.0428728489,0.0972107679,0.4970973651,0.8871930912,0.0082271922,0.0182929553,0.0003829500,0.0000000000,-0.0018647229,0.4840048125,0.0350197475,3.8415206209,-2.736,1.000000,40.7674416119,-1,0.0705662586
0.291759,2.4366535044,2.4129517793,-0.2957018348,-0.0221759647,0.0237716137,-0.2735258701,0.0049403740,-0.2214439943,-2.0009883007,0.1013795156,0.4971323653,0.8872749754,0.0098260990,0.0202621161,0.0004067380,0.0000000000,-0.0019811404,0.4525798670,0.0350197475,4.2550443748,-3.076,1.000000,40.7674416119,-2,0.0744289654
0.300092,2.4344508107,2.4098838178,-0.3130695807,-0.0290338409,0.0246584945,-0.2840357398,0.0051458615,-0.2299898981,-1.0255084559,0.1069862539,0.4971741553,0.8873657730,0.0108957157,0.0216833363,0.0004223664,0.0000000000,-0.0020881234,0.5160321384,0.0350197475,4.5535006222,-3.415,1.000000,40.7674416119,-4,0.0786284272
0.308423,2.4320376957,2.4068158562,-0.3289452940,-0.0374840059,0.0253399722,-0.2914612881,0.0053570279,-0.2358538112,-0.7036695680,0.1132214643,0.4972204788,0.8874641501,0.0118052477,0.0229476199,0.0004334083,0.0000000000,-0.0021846138,0.5646802718,0.0350197475,4.8190001733,-3.755,1.000000,40.7674416119,-2,0.0830481409
0.316764,2.4294220153,2.4022139138,-0.3431434145,-0.0496084037,0.0273644448,-0.2935350109,0.0055850649,-0.2336820758,0.2606082530,0.1203476291,0.4972706507,0.8875639666,0.0119779845,0.0235265314,0.0004364920,0.0000000000,-0.0022698204,0.7043590000,0.0350197475,4.9405715884,-4.095,1.000000,40.7674416119,-3,0.0873176616
0.325101,2.4266215914,2.3976119715,-0.3554407690,-0.0650653616,0.0292146767,-0.2903754073,0.0058285206,-0.2266078525,0.8489067892,0.1275956664,0.4973215371,0.8876609328,0.0116359410,0.0235473292,0.0004317936,0.0000000000,-0.0023427682,0.8185701426,0.0350197475,4.9449391236,-4.435,1.000000,40.7674416119,-3,0.0912122945
0.333431,2.4236537844,2.3930100291,-0.3656482974,-0.0835449800,0.0309070515,-0.2821033173,0.0060860793,-0.2147207406,1.4264534249,0.1346526639,0.4973709514,0.8877507041,0.0107725552,0.0229298733,0.0004194929,0.0000000000,-0.0024027060,0.9045264302,0.0350197475,4.8152733915,-4.774,1.000000,40.7674416119,-1,0.0945294611
0.341756,2.4205363554,2.3853401252,-0.3735971425,-0.1069961902,0.0355334341,-0.2666009523,0.0063821913,-0.1897383987,2.9978810276,0.1419999655,0.4974166825,0.8878230054,0.0086761578,0.0206927974,0.0003964406,0.0000000000,-0.0024489897,1.0000000000,0.0350197475,4.3454874574,-4.457,1.000000,40.7674416119,-3,0.0967702517
0.350094,2.4172815785,2.3807381828,-0.3791409984,-0.1349566764,0.0369687184,-0.2441843220,0.0066902639,-0.1641675191,3.0685055525,0.1475621867,0.4974535024,0.8878783811,0.0066450912,0.0180177174,0.0003631066,0.0000000000,-0.0024810646,1.0000000000,0.0350197475,3.7837206501,-4.117,1.000000,40.7674416119,-2,0.0980270977
0.358428,2.4139175017,2.3730682789,-0.3821180405,-0.1647771009,0.0413685261,-0.2173409396,0.0070350017,-0.1282461904,4.3105594485,0.1525578217,0.4974816958,0.8879128594,0.0041373930,0.0138743936,0.0003231900,0.0000000000,-0.0024982187,1.0000000000,0.0350197475,2.9136226650,-3.777,1.000000,40.7674416119,-2,0.0981348504
0.366759,2.4104670469,2.3653983749,-0.3824030042,-0.1985145185,0.0456943005,-0.1838884857,0.0074157875,-0.0858272750,5.0902698429,0.1560889313,0.4974992467,0.8879285183,0.0018790670,0.0086656310,0.0002734456,0.0000000000,-0.0024998581,1.0000000000,0.0350197475,1.8197825055,-3.438,1.000000,40.7674416119,-4,0.0972320038
0.375089,2.4069541360,2.3577284710,-0.3798882126,-0.2358046820,0.0499688153,-0.1440835306,0.0078321943,-0.0371225360,5.8445686884,0.1581957427,0.4975072169,0.8879314720,0.0003544370,0.0024789587,0.0002142549,0.0000000000,-0.0024853748,1.0000000000,0.0350197475,0.5205813326,-3.098,1.000000,40.7674416119,-3,0.0956568128
0.383427,2.4034001967,2.3515925478,-0.3744768136,-0.2740872030,0.0526714484,-0.1003896106,0.0082711230,0.0123716186,5.9392985496,0.1588192316,0.4975087202,0.8879318008,0.0000394610,-0.0038916836,0.0001492812,0.0000000000,-0.0024540905,1.0000000000,0.0350197475,-0.8172535533,-2.758,1.000000,40.7674416119,-2,0.0939653177
0.391760,2.3998382725,2.3423886631,-0.3661077375,-0.3154998139,0.0584439229,-0.0506079236,0.0087581557,0.0740976781,7.4071271350,0.1598147230,0.4975088876,0.8879436426,0.0014210134,-0.0118711472,0.0000752549,0.0000000000,-0.0024053906,1.0000000000,0.0350197475,-2.4929409146,-2.419,1.000000,40.7674416119,-3,0.0929641630
0.400093,2.3962936261,2.3347187592,-0.3547312952,-0.3575214297,0.0627016137,0.0027901345,0.0092806692,0.1364667338,7.4842866899,0.1614171679,0.4975149145,0.8879840575,0.0048497930,-0.0200235549,-0.0000041490,-0.0000000000,-0.0023385814,1.0000000000,0.0350197475,-4.2049465307,-2.079,1.000000,40.7674416119,-2,0.0936521529
0.408423,2.3927960889,2.3255148744,-0.3403299080,-0.4000954180,0.0685421352,0.0597655100,0.0098518536,0.2056046010,8.2965440619,0.1660107153,0.4975354819,0.8880774147,0.0112028647,-0.0294513172,-0.0000888724,-0.0000000000,-0.0022530188,1.0000000000,0.0350197475,-6.1847766107,-1.739,1.000000,40.7674416119,-1,0.0974241127
0.416765,2.3893683091,2.3178449705,-0.3228722981,-0.4431704130,0.0729200125,0.1202981149,0.0104595204,0.2754308593,8.3791510012,0.1756366784,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0001788855,-0.0000000000,-0.0021478526,1.0000000000,0.0350197475,-7.3541469762,-1.399,1.000000,40.7674416119,-2,0.0974241127
