t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,current_from_u_raw,goal_current_raw,present_current_raw,psi_hat_norm,q_ref_base_rad,qdd_ref_rad_s2,disturb_jump_active,disturb_jump_rad,disturb_pulse_active,disturb_pulse_raw,disturb_event_count
3.291819,2.1816615650,2.1905245651,0.0000000000,0.0027482671,-0.0088825529,-0.0027482671,-0.0041614343,-0.0231471659,0.0341400930,0.0900461960,0.5049669002,0.9030437637,0.0000959753,0.0023529242,0.4941140879,-0.457,0,0.0425534031,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
3.333459,2.1816615650,2.1920585459,0.0000000000,0.0016877049,-0.0104089882,-0.0016877049,-0.0045951421,-0.0253429512,-0.0526988468,0.0825961338,0.5049688118,0.9030483580,0.0001102628,0.0024202914,0.5082611976,-0.471,0,0.0392023105,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
3.375123,2.1816615650,2.1905245651,0.0000000000,0.0010364160,-0.0088703738,-0.0010364160,-0.0049647411,-0.0221235359,0.0772659661,0.0762587367,0.5049710081,0.9030517299,0.0000809261,0.0019445568,0.4083569267,-0.371,0,0.0360437853,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
3.416784,2.1816615650,2.1905245651,0.0000000000,0.0006364608,-0.0088675283,-0.0006364608,-0.0053342214,-0.0220453142,0.0018773208,0.0701256712,0.5049726199,0.9030549538,0.0000773742,0.0018321180,0.3847447797,-0.348,0,0.0331652227,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
3.458455,2.1816615650,2.1905245651,0.0000000000,0.0003908492,-0.0088657808,-0.0003908492,-0.0057036289,-0.0221234380,-0.0018749699,0.0645330982,0.5049741610,0.9030580866,0.0000751863,0.0017528406,0.3680965228,-0.331,0,0.0305464644,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
3.500136,2.1816615650,2.1905245651,0.0000000000,0.0002400197,-0.0088647077,-0.0002400197,-0.0060729918,-0.0222975731,-0.0041792436,0.0594434414,0.5049756585,0.9030611634,0.0000738441,0.0016948802,0.3559248418,-0.319,0,0.0281673077,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
3.541869,2.1816615650,2.1905245651,0.0000000000,0.0001473956,-0.0088640488,-0.0001473956,-0.0064423271,-0.0225306687,-0.0055942931,0.0548183483,0.5049771292,0.9030642071,0.0000730482,0.0016510511,0.3467207278,-0.310,0,0.0260082490,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
3.583532,2.1816615650,2.1905245651,0.0000000000,0.0000905153,-0.0088636441,-0.0000905153,-0.0068116456,-0.0227999717,-0.0064632720,0.0506204358,0.5049785841,0.9030672331,0.0000726227,0.0016169546,0.3395604699,-0.303,0,0.0240508549,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
3.625242,2.1816615650,2.1905245651,0.0000000000,0.0000555853,-0.0088633956,-0.0000555853,-0.0071809538,-0.0230915096,-0.0069969101,0.0468141791,0.5049800305,0.9030702523,0.0000724622,0.0015898651,0.3338716790,-0.297,0,0.0222779259,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
3.666766,2.1816615650,2.1905245651,0.0000000000,0.0000341348,-0.0088632430,-0.0000341348,-0.0075502556,-0.0233967019,-0.0073246161,0.0433663258,0.5049814736,0.9030732733,0.0000725029,0.0015680650,0.3292936595,-0.292,0,0.0206735444,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
3.708469,2.1816615650,2.1905245651,0.0000000000,0.0000209621,-0.0088631492,-0.0000209621,-0.0079195534,-0.0237102794,-0.0075258596,0.0402460427,0.5049829176,0.9030763027,0.0000727053,0.0015504471,0.3255938905,-0.289,0,0.0192230572,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
3.750118,2.1816615650,2.1905245651,0.0000000000,0.0000128728,-0.0088630917,-0.0000128728,-0.0082888489,-0.0240290062,-0.0076494428,0.0374249121,0.5049843655,0.9030793462,0.0000730442,0.0015362759,0.3226179480,-0.286,0,0.0179130227,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
3.791780,2.1816615650,2.1905245651,0.0000000000,0.0000079051,-0.0088630563,-0.0000079051,-0.0086581430,-0.0243508952,-0.0077253350,0.0348768461,0.5049858202,0.9030824088,0.0000735033,0.0015250448,0.3202594049,-0.283,0,0.0167311393,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
3.833438,2.1816615650,2.1905245651,0.0000000000,0.0000048545,-0.0088630346,-0.0000048545,-0.0090274361,-0.0246747260,-0.0077719403,0.0325779586,0.5049872841,0.9030854951,0.0000740717,0.0015163890,0.3184416846,-0.282,0,0.0156661672,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
3.875124,2.1816615650,2.1905245651,0.0000000000,0.0000029812,-0.0088630213,-0.0000029812,-0.0093967286,-0.0249997494,-0.0078005604,0.0305064179,0.5049887592,0.9030886093,0.0000747412,0.0015100337,0.3171070852,-0.280,0,0.0147078474,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
3.916776,2.1816615650,2.1905245651,0.0000000000,0.0000018307,-0.0088630131,-0.0000018307,-0.0097660208,-0.0253255050,-0.0078181360,0.0286422932,0.5049902476,0.9030917554,0.0000755061,0.0015057624,0.3162101109,-0.279,0,0.0138468235,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
3.958440,2.1816615650,2.1905245651,0.0000000000,0.0000011242,-0.0088630081,-0.0000011242,-0.0101353128,-0.0256517104,-0.0078289291,0.0269674042,0.5049917512,0.9030949372,0.0000763616,0.0015033971,0.3157133974,-0.279,0,0.0130745661,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.000110,2.1816615650,2.1905245651,0.0000000000,0.0000006904,-0.0088630050,-0.0000006904,-0.0105046047,-0.0259781920,-0.0078355572,0.0254651756,0.5049932719,0.9030981582,0.0000773040,0.0015027867,0.3155852017,-0.279,0,0.0123833024,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.041786,2.1816615650,2.1905245651,0.0000000000,0.0000004240,-0.0088630031,-0.0000004240,-0.0108738965,-0.0263048431,-0.0078396275,0.0241205014,0.5049948113,0.9031014219,0.0000783298,0.0015037992,0.3157978386,-0.279,0,0.0117659512,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.083467,2.1816615650,2.1905245651,0.0000000000,0.0000002604,-0.0088630020,-0.0000002604,-0.0112431883,-0.0266315984,-0.0078421270,0.0229196181,0.5049963711,0.9031047317,0.0000794362,0.0015063176,0.3163266910,-0.279,0,0.0112160618,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.125104,2.1816615650,2.1905245651,0.0000000000,0.0000001599,-0.0088630012,-0.0000001599,-0.0116124800,-0.0269584176,-0.0078436620,0.0218499871,0.5049979529,0.9031080909,0.0000806205,0.0015102360,0.3171495704,-0.280,0,0.0107277588,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.166767,2.1816615650,2.1905245651,0.0000000000,0.0000000982,-0.0088630008,-0.0000000982,-0.0119817717,-0.0272852762,-0.0078446046,0.0209001877,0.5049995583,0.9031115026,0.0000818802,0.0015154585,0.3182462907,-0.281,0,0.0102956912,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.208434,2.1816615650,2.1920585459,0.0000000000,0.0000000603,-0.0103969813,-0.0000000603,-0.0124149792,-0.0305553411,-0.0784815596,0.0200204655,0.5050011887,0.9031157468,0.0001018611,0.0016835106,0.3535372326,-0.317,0,0.0100348659,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.250094,2.1816615650,2.1905245651,0.0000000000,0.0000000370,-0.0088630004,-0.0000000370,-0.0127842709,-0.0279956387,0.0614328576,0.0195532422,0.5050032170,0.9031192945,0.0000851434,0.0015358753,0.3225338092,-0.286,0,0.0096926155,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.291844,2.1816615650,2.1905245651,0.0000000000,0.0000000227,-0.0088630003,-0.0000000227,-0.0131535626,-0.0283225453,-0.0078457572,0.0188876525,0.5050049123,0.9031229032,0.0000866096,0.0015442937,0.3243016704,-0.287,0,0.0093940311,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.333499,2.1816615650,2.1905245651,0.0000000000,0.0000000140,-0.0088630002,-0.0000000140,-0.0135228543,-0.0286494574,-0.0078458913,0.0183070589,0.5050066369,0.9031265759,0.0000881440,0.0015537230,0.3262818287,-0.289,0,0.0091353622,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.375177,2.1816615650,2.1905245651,0.0000000000,0.0000000086,-0.0088630002,-0.0000000086,-0.0138921459,-0.0289763730,-0.0078459736,0.0178041692,0.5050083919,0.9031303152,0.0000897448,0.0015640983,0.3284606520,-0.292,0,0.0089131937,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.416822,2.1816615650,2.1905245651,0.0000000000,0.0000000053,-0.0088630001,-0.0000000053,-0.0142614376,-0.0293032907,-0.0078460241,0.0173723429,0.5050101788,0.9031341240,0.0000914105,0.0015753597,0.3308255472,-0.294,0,0.0087244156,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.458448,2.1816615650,2.1905245651,0.0000000000,0.0000000032,-0.0088630001,-0.0000000032,-0.0146307293,-0.0296302096,-0.0078460552,0.0170055324,0.5050119988,0.9031380048,0.0000931394,0.0015874518,0.3333648808,-0.296,0,0.0085661958,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.500148,2.1816615650,2.1905245651,0.0000000000,0.0000000020,-0.0088630001,-0.0000000020,-0.0150000210,-0.0299571294,-0.0078460742,0.0166982307,0.5050138532,0.9031419602,0.0000949302,0.0016003234,0.3360679066,-0.299,0,0.0084359554,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.541759,2.1816615650,2.1905245651,0.0000000000,0.0000000012,-0.0088630001,-0.0000000012,-0.0153693126,-0.0302840496,-0.0078460860,0.0164454228,0.5050157433,0.9031459928,0.0000967816,0.0016139271,0.3389247012,-0.302,0,0.0083313462,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.583431,2.1816615650,2.1905245651,0.0000000000,0.0000000007,-0.0088630001,-0.0000000007,-0.0157386043,-0.0306109702,-0.0078460931,0.0162425418,0.5050176701,0.9031501050,0.0000986923,0.0016282195,0.3419261038,-0.305,0,0.0082502296,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.625087,2.1816615650,2.1905245651,0.0000000000,0.0000000005,-0.0088630001,-0.0000000005,-0.0161078960,-0.0309378909,-0.0078460976,0.0160854287,0.5050196350,0.9031542992,0.0001006613,0.0016431603,0.3450636616,-0.308,0,0.0081906585,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.666762,2.1816615650,2.1905245651,0.0000000000,0.0000000003,-0.0088630001,-0.0000000003,-0.0164771876,-0.0312648118,-0.0078461003,0.0159702965,0.5050216390,0.9031585778,0.0001026873,0.0016587123,0.3483295786,-0.311,0,0.0081508596,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.708471,2.1816615650,2.1905245651,0.0000000000,0.0000000002,-0.0088630001,-0.0000000002,-0.0168464793,-0.0315917327,-0.0078461019,0.0158936963,0.5050236834,0.9031629432,0.0001047696,0.0016748413,0.3517166682,-0.315,0,0.0081292185,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.750091,2.1816615650,2.1905245651,0.0000000000,0.0000000001,-0.0088630001,-0.0000000001,-0.0172157710,-0.0319186536,-0.0078461030,0.0158524877,0.5050257691,0.9031673977,0.0001069072,0.0016915158,0.3552183093,-0.318,0,0.0081242648,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.791793,2.1816615650,2.1905245651,0.0000000000,0.0000000001,-0.0088630001,-0.0000000001,-0.0175850627,-0.0322455746,-0.0078461036,0.0158438107,0.5050278974,0.9031719435,0.0001090994,0.0017087067,0.3588284056,-0.322,0,0.0081346599,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.833435,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0179543543,-0.0325724956,-0.0078461040,0.0158650611,0.5050300692,0.9031765829,0.0001113453,0.0017263874,0.3625413469,-0.326,0,0.0081591845,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.875174,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0183236460,-0.0328994166,-0.0078461042,0.0159138673,0.5050322858,0.9031813181,0.0001136445,0.0017445332,0.3663519746,-0.329,0,0.0081967288,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.916824,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0186929377,-0.0332263376,-0.0078461044,0.0159880698,0.5050345480,0.9031861513,0.0001159962,0.0017631217,0.3702555476,-0.333,0,0.0082462819,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
4.958482,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0190622293,-0.0335532587,-0.0078461044,0.0160857021,0.5050368570,0.9031910846,0.0001183999,0.0017821320,0.3742477129,-0.337,0,0.0083069235,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.000097,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0194315210,-0.0338801797,-0.0078461045,0.0162049734,0.5050392138,0.9031961202,0.0001208553,0.0018015451,0.3783244758,-0.341,0,0.0083778156,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.041937,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0198008127,-0.0342071007,-0.0078461045,0.0163442532,0.5050416195,0.9032012603,0.0001233619,0.0018213437,0.3824821745,-0.346,0,0.0084581949,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.083434,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0201701044,-0.0345340217,-0.0078461046,0.0165020565,0.5050440749,0.9032065069,0.0001259193,0.0018415117,0.3867174547,-0.350,0,0.0085473668,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.125086,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0205393960,-0.0348609428,-0.0078461046,0.0166770313,0.5050465813,0.9032118623,0.0001285273,0.0018620345,0.3910272473,-0.354,0,0.0086446984,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.166801,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0209086877,-0.0351878638,-0.0078461046,0.0168679462,0.5050491394,0.9032173283,0.0001311856,0.0018828988,0.3954087466,-0.358,0,0.0087496137,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.208453,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0212779794,-0.0355147848,-0.0078461046,0.0170736803,0.5050517505,0.9032229072,0.0001338941,0.0019040923,0.3998593911,-0.363,0,0.0088615882,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.250152,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0216472710,-0.0358417058,-0.0078461046,0.0172932126,0.5050544153,0.9032286011,0.0001366525,0.0019256040,0.4043768447,-0.367,0,0.0089801441,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.291793,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0220165627,-0.0361686269,-0.0078461046,0.0175256136,0.5050571350,0.9032344120,0.0001394607,0.0019474237,0.4089589803,-0.372,0,0.0091048467,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.333455,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0223858544,-0.0364955479,-0.0078461046,0.0177700369,0.5050599105,0.9032403419,0.0001423188,0.0019695422,0.4136038634,-0.377,0,0.0092352997,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.375147,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0227551460,-0.0368224689,-0.0078461046,0.0180257117,0.5050627428,0.9032463930,0.0001452266,0.0019919511,0.4183097381,-0.381,0,0.0093711429,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.416776,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0231244377,-0.0371493899,-0.0078461046,0.0182919364,0.5050656330,0.9032525674,0.0001481842,0.0020146429,0.4230750133,-0.386,0,0.0095120477,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.458445,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0234937294,-0.0374763110,-0.0078461046,0.0185680719,0.5050685818,0.9032588670,0.0001511916,0.0020376107,0.4278982500,-0.391,0,0.0096577152,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.500133,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0238630211,-0.0378032320,-0.0078461046,0.0188535366,0.5050715905,0.9032652940,0.0001542489,0.0020608483,0.4327781502,-0.396,0,0.0098078734,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.541779,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0242323127,-0.0381301530,-0.0078461046,0.0191478007,0.5050746599,0.9032718506,0.0001573561,0.0020843502,0.4377135457,-0.401,0,0.0099622743,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.583474,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0246016044,-0.0384570740,-0.0078461046,0.0194503819,0.5050777911,0.9032785386,0.0001605135,0.0021081114,0.4427033882,-0.406,0,0.0101206923,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.625252,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0249708961,-0.0387839950,-0.0078461046,0.0197608412,0.5050809849,0.9032853603,0.0001637211,0.0021321273,0.4477467405,-0.411,0,0.0102829221,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.666798,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0253401877,-0.0391109161,-0.0078461046,0.0200787787,0.5050842426,0.9032923178,0.0001669792,0.0021563941,0.4528427674,-0.416,0,0.0104487764,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.708461,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0257094794,-0.0394378371,-0.0078461046,0.0204038306,0.5050875649,0.9032994131,0.0001702879,0.0021809082,0.4579907283,-0.421,0,0.0106180851,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.750135,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0260787711,-0.0397647581,-0.0078461046,0.0207356655,0.5050909530,0.9033066484,0.0001736475,0.0022056665,0.4631899696,-0.426,0,0.0107906931,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.791780,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0264480628,-0.0400916791,-0.0078461046,0.0210739817,0.5050944078,0.9033140259,0.0001770583,0.0022306663,0.4684399184,-0.432,0,0.0109664591,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.833458,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0268173544,-0.0404186002,-0.0078461046,0.0214185047,0.5050979303,0.9033215476,0.0001805205,0.0022559051,0.4737400755,-0.437,0,0.0111452548,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.875135,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0271866461,-0.0407455212,-0.0078461046,0.0217689844,0.5051015216,0.9033292157,0.0001840344,0.0022813810,0.4790900106,-0.442,0,0.0113269630,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.916789,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0275559378,-0.0410724422,-0.0078461046,0.0221251934,0.5051051827,0.9033370323,0.0001876004,0.0023070922,0.4844893563,-0.448,0,0.0115114773,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
5.958445,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0279252294,-0.0413993632,-0.0078461046,0.0224869246,0.5051089146,0.9033449998,0.0001912187,0.0023330372,0.4899378034,-0.453,0,0.0116987007,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.000095,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0282945211,-0.0417262843,-0.0078461046,0.0228539894,0.5051127184,0.9033531202,0.0001948897,0.0023592147,0.4954350964,-0.459,0,0.0118885448,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.041787,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0286638128,-0.0420532053,-0.0078461046,0.0232262163,0.5051165950,0.9033613958,0.0001986138,0.0023856239,0.5009810294,-0.464,0,0.0120809294,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.083440,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0290331045,-0.0423801263,-0.0078461046,0.0236034491,0.5051205456,0.9033698287,0.0002023914,0.0024122640,0.5065754419,-0.470,0,0.0122757813,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.125116,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0294023961,-0.0427070473,-0.0078461046,0.0239855456,0.5051245711,0.9033784213,0.0002062228,0.0024391344,0.5122182157,-0.475,0,0.0124730339,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.166808,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0297716878,-0.0430339684,-0.0078461046,0.0243723767,0.5051286728,0.9033871759,0.0002101086,0.0024662346,0.5179092712,-0.481,0,0.0126726265,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.208585,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0301409795,-0.0433608894,-0.0078461046,0.0247638247,0.5051328515,0.9033960946,0.0002140490,0.0024935646,0.5236485648,-0.487,0,0.0128745041,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.250129,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0305102711,-0.0436878104,-0.0078461046,0.0251597824,0.5051371084,0.9034051798,0.0002180446,0.0025211242,0.5294360855,-0.493,0,0.0130786163,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.291846,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0308795628,-0.0440147314,-0.0078461046,0.0255601525,0.5051414447,0.9034144338,0.0002220957,0.0025489136,0.5352718528,-0.498,0,0.0132849176,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.333445,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0312488545,-0.0443416525,-0.0078461046,0.0259648465,0.5051458613,0.9034238589,0.0002262029,0.0025769329,0.5411559143,-0.504,0,0.0134933662,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.375153,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0316181462,-0.0446685735,-0.0078461046,0.0263737836,0.5051503594,0.9034334575,0.0002303666,0.0026051826,0.5470883433,-0.510,0,0.0137039244,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.416810,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0319874378,-0.0449954945,-0.0078461046,0.0267868907,0.5051549401,0.9034432320,0.0002345874,0.0026336630,0.5530692366,-0.516,0,0.0139165577,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.458457,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0323567295,-0.0453224155,-0.0078461046,0.0272041011,0.5051596046,0.9034531847,0.0002388656,0.0026623748,0.5590987134,-0.522,0,0.0141312347,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.500104,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0327260212,-0.0456493366,-0.0078461046,0.0276253541,0.5051643539,0.9034633181,0.0002432019,0.0026913186,0.5651769125,-0.528,0,0.0143479271,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.541871,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0330953128,-0.0459762576,-0.0078461046,0.0280505948,0.5051691892,0.9034736346,0.0002475966,0.0027204952,0.5713039917,-0.534,0,0.0145666087,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.583531,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0334646045,-0.0463031786,-0.0078461046,0.0284797730,0.5051741116,0.9034841367,0.0002520504,0.0027499054,0.5774801258,-0.541,0,0.0147872561,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.625241,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0338338962,-0.0466300996,-0.0078461046,0.0289128432,0.5051791224,0.9034948269,0.0002565638,0.0027795500,0.5837055053,-0.547,0,0.0150098478,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.666765,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0342031879,-0.0469570207,-0.0078461046,0.0293497641,0.5051842227,0.9035057076,0.0002611374,0.0028094302,0.5899803354,-0.553,-1,0.0152343642,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.708550,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0345724795,-0.0472839417,-0.0078461046,0.0297904981,0.5051894136,0.9035167814,0.0002657715,0.0028395468,0.5963048344,-0.559,-1,0.0154607876,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.750254,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0349417712,-0.0476108627,-0.0078461046,0.0302350112,0.5051946964,0.9035280509,0.0002704669,0.0028699011,0.6026792334,-0.566,-1,0.0156891018,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.791797,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0353110629,-0.0479377837,-0.0078461046,0.0306832723,0.5052000723,0.9035395186,0.0002752242,0.0029004942,0.6091037744,-0.572,-1,0.0159192923,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
6.833428,2.1816615650,2.1905245651,0.0000000000,0.0000000000,-0.0088630001,-0.0000000000,-0.0356803545,-0.0482647048,-0.0078461046,0.0311352534,0.5052055424,0.9035511871,0.0002800437,0.0029313272,0.6155787102,-0.579,-1,0.0161513455,2.1816615650,0.0000000000,0,0.0000000000,0,0.000,0
