t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,u_aux,u_robust,u_fric,tail_activation,max_control_eff,current_from_u_raw,goal_current_raw,slew_boost,max_current_slew_eff_raw_s,present_current_raw,psi_hat_norm
0.200124,2.3963026137,2.3439226439,-1.0634697366,-0.2394916205,0.0534228107,-0.8239781161,0.0068914298,-0.7105881650,14.1420528471,0.0003347365,0.5002850312,0.8940954020,0.0779124183,0.0702738277,0.0414201892,0.0000000000,-0.0133620205,0.6826943334,0.1873039290,14.7575038073,-16.744,1.000000,167.6459008032,-17,0.0112867540
0.208430,2.3859555870,2.3285828360,-0.9679665836,-0.2963677717,0.0586632531,-0.6715988119,0.0073802902,-0.5472720882,19.5979292173,0.0004784650,0.5006078596,0.8944781522,0.0459300215,0.0583268935,0.0337603018,0.0000000000,-0.0126487481,0.8374749141,0.1873039290,12.2486476304,-15.347,1.000000,167.6459008032,-16,0.0120066027
0.216759,2.3762051465,2.3117090473,-0.8362962454,-0.3596900686,0.0660623314,-0.4766061767,0.0079308096,-0.3369765288,25.2354671283,0.0006655670,0.5007977676,0.8946193729,0.0169464815,0.0382879742,0.0239583038,0.0000000000,-0.0115046022,0.9791016104,0.1873039290,8.0404745876,-13.950,1.000000,167.6459008032,-13,0.0122617893
0.225086,2.3674315043,2.2933012779,-0.6702228753,-0.4289809411,0.0759981784,-0.2412419342,0.0085641278,-0.0811681028,30.6970111128,0.0008511508,0.5008677613,0.8946214378,0.0002477912,0.0087012748,0.0121268834,0.0000000000,-0.0097773867,1.0000000000,0.1873039290,1.8272677069,-12.553,1.000000,167.6459008032,-12,0.0120992345
0.233409,2.3599721164,2.2748935084,-0.4724923760,-0.5055748470,0.0872800800,0.0330824710,0.0092914618,0.2163783228,35.7055710741,0.0009478182,0.5008687844,0.8946759200,0.0065378666,-0.0259081517,-0.0016630080,-0.0000000000,-0.0073020317,1.0000000000,0.1873039290,-5.4407118623,-11.155,1.000000,167.6459008032,-12,0.0121676927
0.241767,2.3541173255,2.2549517582,-0.2458909884,-0.5889307330,0.1017300038,0.3430397446,0.0101392118,0.5559951505,40.7540193213,0.0009330856,0.5008957765,0.8950720753,0.0475386374,-0.0647523278,-0.0172441123,-0.0000000000,-0.0039737808,1.0000000000,0.1873039290,-13.5979888323,-9.758,1.000000,167.6459008032,-9,0.0137503354
0.250095,2.3501961549,2.2350100079,0.0029317577,-0.6767709832,0.1181330745,0.6797027409,0.0111236541,0.9263486595,44.4424210804,0.0009714524,0.5010918611,0.8961834759,0.1333680654,-0.1066987941,-0.0341676746,-0.0000000000,0.0000482083,1.0000000000,0.1873039290,-22.4067467649,-8.361,1.000000,167.6459008032,-8,0.0185054954
0.258433,2.3484226201,2.2150682577,0.2691688556,-0.7687633684,0.1367018611,1.0379322241,0.0122628363,1.3227414721,47.5671375217,0.0012076505,0.5016402564,0.8984594531,0.2731172642,-0.1517469202,-0.0521753531,-0.0000000000,0.0043352462,1.0000000000,0.1873039290,-31.8668532476,-6.964,1.000000,167.6459008032,-6,0.0274884647
0.267209,2.3490864501,2.1981944690,0.5603825693,-0.8610469797,0.1546413189,1.4214295490,0.0135515139,1.7432957277,50.4665106646,0.0013481624,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.0714532094,-0.0000000000,0.0084570857,1.0000000000,0.1873039290,-39.3338250913,-5.567,1.000000,167.6459008032,-6,0.0274884647
0.275088,2.3520100547,2.1782527188,0.8244003495,-0.9536002411,0.1779096871,1.7780005906,0.0150340947,2.1477436371,48.5337491266,0.0006673084,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.0893775205,-0.0000000000,0.0113916017,1.0000000000,0.1873039290,-39.3338250913,-4.170,1.000000,167.6459008032,-7,0.0274884647
0.283417,2.3575501842,2.1567769878,1.0984822095,-1.0446265286,0.2053219120,2.1431087381,0.0167451106,2.5692196367,50.5771199569,0.0002538948,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.1077309794,-0.0000000000,0.0136005279,1.0000000000,0.1873039290,-39.3338250913,-2.773,1.000000,167.6459008032,-4,0.0274884647
0.291761,2.3656087829,2.1383692183,1.3598406638,-1.1342389699,0.2321784880,2.4940796337,0.0186799313,2.9756728033,48.7743799961,0.0000785878,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.1253737792,-0.0000000000,0.0150375802,1.0000000000,0.1873039290,-39.3338250913,-1.376,1.000000,167.6459008032,-1,0.0274884647
0.300112,2.3760981526,2.1184274681,1.5999654395,-1.2189890180,0.2629786431,2.8189544574,0.0208714200,3.3641495506,46.6172096727,0.0000209818,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.1417047671,-0.0000000000,0.0159245298,1.0000000000,0.1873039290,-39.3338250913,0.021,1.000000,167.6459008032,-1,0.0274884647
0.308433,2.3887979407,2.0984857178,1.8099480022,-1.2992369087,0.2959696124,3.1091849109,0.0233378335,3.7226242907,43.0169688052,0.0000052454,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.1562942327,-0.0000000000,0.0164551511,1.0000000000,0.1873039290,-39.3338250913,1.418,1.000000,167.6459008032,-1,0.0274884647
0.316760,2.4035130110,2.0831459099,1.9833244907,-1.3735395430,0.3263480335,3.3568640337,0.0260574004,4.0335893395,37.3158058649,0.0000013758,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.1687447043,-0.0000000000,0.0167685496,1.0000000000,0.1873039290,-39.3338250913,2.815,1.000000,167.6459008032,-14,0.0274884647
0.325077,2.4199073328,2.0708740636,2.1130725673,-1.4405607351,0.3553060382,3.5536333024,0.0290182841,4.2910518070,30.8954960949,0.0000004212,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.1786360111,-0.0000000000,0.0169474972,1.0000000000,0.1873039290,-39.3338250913,4.212,1.000000,167.6459008032,20,0.0274884647
0.333421,2.4376879176,2.0601361981,2.1938196088,-1.4955099990,0.3840637594,3.6893296079,0.0322188154,4.4872801670,23.5474032013,0.0000001683,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.1854572683,-0.0000000000,0.0170395806,1.0000000000,0.1873039290,-39.3338250913,5.609,1.000000,167.6459008032,10,0.0274884647
0.341765,2.4563751405,2.0524662942,2.2203822995,-1.5392816973,0.4106114854,3.7596639968,0.0356405778,4.6139593002,15.2014959805,0.0000000955,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.1889928764,-0.0000000000,0.0170670569,1.0000000000,0.1873039290,-39.3338250913,7.006,1.000000,167.6459008032,-1,0.0274884647
0.350094,2.4754645236,2.0478643518,2.1895205009,-1.5691506391,0.4344328720,3.7586711401,0.0392608517,4.6640715716,6.0134725718,0.0000000828,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.1889429669,-0.0000000000,0.0170350083,1.0000000000,0.1873039290,-39.3338250913,8.403,1.000000,167.6459008032,12,0.0274884647
0.358471,2.4945914991,2.0432624095,2.0987878934,-1.5825935329,0.4582203255,3.6813814262,0.0430793544,4.6380164046,-3.1266200379,0.0000001122,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.1850577247,-0.0000000000,0.0169297687,1.0000000000,0.1873039290,-39.3338250913,9.800,1.000000,167.6459008032,8,0.0274884647
0.367109,2.5136799399,2.0432624095,1.9422505803,-1.5790506742,0.4772933393,3.5213012545,0.0470567989,4.5199270641,-14.1707208569,0.0000002482,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.1770107257,-0.0000000000,0.0167027237,1.0000000000,0.1873039290,-39.3338250913,11.197,1.000000,167.6459008032,9,0.0274884647
0.375091,2.5302362242,2.0432624095,1.7421496981,-1.5580038253,0.4937579773,3.3001535235,0.0511714487,4.3357048425,-22.1066665984,0.0000007455,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.1658939489,-0.0000000000,0.0163042876,1.0000000000,0.1873039290,-39.3338250913,12.594,1.000000,167.6459008032,9,0.0274884647
0.383422,2.5459058404,2.0447963903,1.4794490354,-1.5171964960,0.5077159215,2.9966455313,0.0554024147,4.0642390481,-32.5758953324,0.0000031560,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.1506370407,-0.0000000000,0.0155230021,1.0000000000,0.1873039290,-39.3338250913,13.991,1.000000,167.6459008032,13,0.0274884647
0.391751,2.5594367106,2.0478643518,1.1665528692,-1.4616459572,0.5179369412,2.6281988264,0.0597185559,3.7204668863,-41.2526594081,0.0000155309,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.1321157572,-0.0000000000,0.0140310003,1.0000000000,0.1873039290,-39.3338250913,15.388,1.000000,167.6459008032,14,0.0274884647
0.400409,2.5707532996,2.0540002750,0.7947712513,-1.3924444765,0.5228162765,2.1872157278,0.0640753582,3.2935461353,-51.2304901169,0.0000806748,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.1099481741,-0.0000000000,0.0111030319,1.0000000000,0.1873039290,-39.3338250913,16.786,1.000000,167.6459008032,14,0.0274884647
0.408426,2.5783466798,2.0616701789,0.4157459153,-1.3106033995,0.5223833845,1.7263493148,0.0684285531,2.8361446048,-54.8881836710,0.0003253314,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.0867810855,-0.0000000000,0.0065126442,1.0000000000,0.1873039290,-39.3338250913,18.183,1.000000,167.6459008032,17,0.0274884647
0.416752,2.5829690537,2.0693400829,-0.0043924850,-1.2170591452,0.5189285260,1.2126666601,0.0727529575,2.3198716682,-61.9527523893,0.0010325869,0.5027553645,0.8984594531,0.0000000000,-0.1873039290,-0.0609590007,-0.0000000000,-0.0000722275,1.0000000000,0.1873039290,-39.3338250913,19.580,1.000000,167.6459008032,17,0.0274884647
0.425084,2.5840140268,2.0800779484,-0.4419025389,-1.1180086967,0.5088043289,0.6761061578,0.0769929935,1.7673367109,-66.3041948724,0.0022240711,0.5027553645,0.9025536340,0.4913017125,-0.1809108026,-0.0339868796,-0.0000000000,-0.0068805744,1.0000000000,0.1873039290,-37.9912685432,20.977,1.000000,167.6459008032,19,0.0463836011
0.433409,2.5813121059,2.0908158139,-0.8851199722,-1.0103066935,0.4948955655,0.1251867213,0.0811171233,1.1927802300,-68.9467777045,0.0052281118,0.5047342593,0.9044477402,0.2272927425,-0.1149405819,-0.0062929556,-0.0000000000,-0.0119514326,1.0000000000,0.1873039290,-24.1375222084,22.151,1.000000,167.6459008032,19,0.0570608818
