t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,u_aux,u_robust,u_fric,tail_activation,max_control_eff,current_from_u_raw,goal_current_raw,slew_boost,max_current_slew_eff_raw_s,present_current_raw,psi_hat_norm
1.416767,2.4583068702,2.4420974143,0.0116857395,0.0000000000,0.0162094559,0.0116857395,0.0089297380,0.0625055933,0.0857736842,0.0157349413,0.4964517732,0.8858874883,0.0005835790,-0.0045530626,-0.0007086592,-0.0000000000,0.0000820239,0.0000000000,0.0615854214,-0.9561431476,0.826,1.000000,10.1211443054,0,0.0114828852
1.458425,2.4593281303,2.4420974143,0.0119532170,0.0000000000,0.0172307159,0.0119532170,0.0096476845,0.0661921189,0.0884766146,0.0177045381,0.4964642483,0.8859151165,0.0006630766,-0.0048894069,-0.0007248799,-0.0000000000,0.0000839012,0.0000000000,0.0615854214,-1.0267754493,0.897,1.000000,10.1211443054,1,0.0129104849
1.500110,2.4603753018,2.4420974143,0.0122144054,0.0000000000,0.0182778875,0.0122144054,0.0104092632,0.0699946414,0.0912605382,0.0199093854,0.4964784215,0.8859464602,0.0007522501,-0.0052500445,-0.0007407192,-0.0000000000,0.0000857344,0.0000000000,0.0615854214,-1.1025093488,0.973,1.000000,10.1211443054,0,0.0145010421
1.541765,2.4614466050,2.4420974143,0.0124687917,0.0000000000,0.0193491907,0.0124687917,0.0112154794,0.0739098444,0.0939648739,0.0223661773,0.4964944988,0.8859819677,0.0008521797,-0.0056370564,-0.0007561459,-0.0000000000,0.0000875199,0.0000000000,0.0615854214,-1.1837818343,1.054,1.000000,10.1211443054,0,0.0162655969
1.583434,2.4625427510,2.4420974143,0.0127164818,0.0000000000,0.0204453367,0.0127164818,0.0120673685,0.0779409630,0.0967468447,0.0250919915,0.4965127096,0.8860221440,0.0009642310,-0.0060532490,-0.0007711666,-0.0000000000,0.0000892583,0.0000000000,0.0615854214,-1.2711822855,1.142,1.000000,10.1211443054,1,0.0182159711
1.625136,2.4636639183,2.4420974143,0.0129574243,0.0000000000,0.0215665040,0.0129574243,0.0129659728,0.0820898256,0.0995727040,0.0281050950,0.4965333118,0.8860675574,0.0010899213,-0.0065016122,-0.0007857781,-0.0000000000,0.0000909494,0.0000000000,0.0615854214,-1.3653385710,1.236,1.000000,10.1211443054,1,0.0203646694
1.666763,2.4648067817,2.4420974143,0.0131908516,0.0000000000,0.0227093674,0.0131908516,0.0139121964,0.0863490648,0.1022217388,0.0314247562,0.4965565958,0.8861188369,0.0012307087,-0.0069846926,-0.0007999339,-0.0000000000,0.0000925878,0.0000000000,0.0615854214,-1.4667854489,1.337,1.000000,10.1211443054,0,0.0227240014
1.708431,2.4659740827,2.4420974143,0.0134172667,0.0000000000,0.0238766684,0.0134172667,0.0149070576,0.0907270908,0.1050726251,0.0350699772,0.4965828825,0.8861766984,0.0013886753,-0.0075065558,-0.0008136644,-0.0000000000,0.0000941769,0.0000000000,0.0615854214,-1.5763767250,1.447,1.000000,10.1211443054,0,0.0253076111
1.750215,2.4671676572,2.4420974143,0.0136368869,0.0000000000,0.0250702428,0.0136368869,0.0159516511,0.0952299930,0.1080696520,0.0390617905,0.4966125370,0.8862419542,0.0015661402,-0.0080715074,-0.0008269828,-0.0000000000,0.0000957183,0.0000000000,0.0615854214,-1.6950165632,1.565,1.000000,10.1211443054,0,0.0281303169
1.791776,2.4683772917,2.4420974143,0.0138478055,0.0000000000,0.0262798774,0.0138478055,0.0170466460,0.0998326467,0.1104636893,0.0434228578,0.4966459731,0.8863154814,0.0017646528,-0.0086815831,-0.0008397736,-0.0000000000,0.0000971986,0.0000157141,0.0615854214,-1.8231324516,1.693,1.000000,10.1211443054,2,0.0312046619
