t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,current_from_u_raw,goal_current_raw,present_current_raw,psi_hat_norm
18.041804,2.3444407066,2.3117090473,0.0447787534,0.0235287524,0.0326593405,0.0212500011,-0.0356078540,0.0500671882,0.0497441181,0.0404490878,0.5197811368,0.9366186462,0.0003308401,-0.0034346732,-0.7212813689,0.592,0,0.0182706774
18.083445,2.3463138623,2.3163109897,0.0451888594,0.0284403013,0.0299154576,0.0167485582,-0.0343613766,0.0410485803,-0.2164465881,0.0401165506,0.5197866957,0.9366278889,0.0002218260,-0.0028089201,-0.5898732168,0.460,0,0.0179970812
18.125127,2.3482058515,2.3178449705,0.0455916349,0.0328535758,0.0302599013,0.0127380591,-0.0331005474,0.0393074573,-0.0417869521,0.0394154354,0.5197904226,0.9366363191,0.0002023238,-0.0026754708,-0.5618488763,0.432,0,0.0176934463
18.166873,2.3501174106,2.3178449705,0.0459871933,0.0319534394,0.0321742270,0.0140337539,-0.0317599546,0.0464093573,0.1704456003,0.0387712454,0.5197938217,0.9366480129,0.0002806508,-0.0031433439,-0.6601022225,0.530,0,0.0175775105
18.208438,2.3520369327,2.3193789513,0.0463731800,0.0287117781,0.0325697320,0.0176614019,-0.0304028824,0.0525339008,0.1469890432,0.0384849025,0.5197985365,0.9366629638,0.0003588220,-0.0035503774,-0.7455792485,0.616,0,0.0176397855
18.250123,2.3539779273,2.3239808936,0.0467523362,0.0306646683,0.0299027818,0.0160876679,-0.0291569332,0.0466109962,-0.1421497101,0.0383997537,0.5198045640,0.9366747258,0.0002822878,-0.0031480656,-0.6610937761,0.531,0,0.0175273651
18.291867,2.3559373334,2.3270488552,0.0471239929,0.0348522819,0.0287813552,0.0122717110,-0.0279577100,0.0417773789,-0.1160068164,0.0379882774,0.5198093056,0.9366841449,0.0002260581,-0.0028126974,-0.5906664442,0.461,0,0.0172955242
18.333450,2.3579044501,2.3316507976,0.0474861605,0.0386150641,0.0261349641,0.0088710965,-0.0268687532,0.0338840929,-0.1894388637,0.0372535662,0.5198131024,0.9366903058,0.0001478628,-0.0022683511,-0.4763537317,0.347,0,0.0169016200
18.375109,2.3598901078,2.3347187592,0.0478408663,0.0419961138,0.0250422681,0.0058447526,-0.0258253254,0.0297159364,-0.1000357548,0.0362518113,0.5198155857,0.9366950074,0.0001128378,-0.0019738519,-0.4145088902,0.285,0,0.0164481740
18.416883,2.3618958839,2.3377867207,0.0481883179,0.0450341576,0.0239707448,0.0031541602,-0.0248265443,0.0258763145,-0.0921509266,0.0351333608,0.5198174808,0.9366985413,0.0000848131,-0.0017037708,-0.3577918634,0.228,0,0.0159527642
18.458446,2.3639057729,2.3408546823,0.0485257798,0.0477639933,0.0229042817,0.0007617864,-0.0238721993,0.0222926302,-0.0860084228,0.0339365385,0.5198189051,0.9367011393,0.0000623530,-0.0014539458,-0.3053286205,0.176,0,0.0154290252
18.500101,2.3659339990,2.3439226439,0.0488556859,0.0502168885,0.0218570070,-0.0013612026,-0.0229614906,0.0189679775,-0.0797916639,0.0326910314,0.5198199523,0.9367030015,0.0000446935,-0.0012248308,-0.2572144655,0.128,0,0.0148883781
18.541880,2.3679819195,2.3469906055,0.0491781747,0.0524209387,0.0208301914,-0.0032427639,-0.0220935660,0.0158782091,-0.0741544424,0.0314212255,0.5198207029,0.9367042931,0.0000309987,-0.0010148340,-0.2131151430,0.083,0,0.0143399994
18.583471,2.3700338339,2.3515925478,0.0494907978,0.0544013889,0.0182740763,-0.0049105911,-0.0213321461,0.0095221794,-0.1525447122,0.0300869841,0.5198212234,0.9367047526,0.0000110274,-0.0006019934,-0.1264186166,-0.003,0,0.0137695802
18.625103,2.3721005855,2.3546605094,0.0497952627,0.0561809235,0.0172673967,-0.0063856608,-0.0206126713,0.0067047345,-0.0676186778,0.0287795275,0.5198214086,0.9367049780,0.0000054084,-0.0004193175,-0.0880566750,-0.042,0,0.0132102225
18.666768,2.3741815337,2.3577284710,0.0500914473,0.0577799251,0.0162754686,-0.0076884778,-0.0199345268,0.0040422341,-0.0639000090,0.0275059811,0.5198214994,0.9367050590,0.0000019450,-0.0002501274,-0.0525267523,-0.077,0,0.0126662318
18.708477,2.3762767954,2.3607964326,0.0503793398,0.0592167087,0.0152983526,-0.0088373690,-0.0192970954,0.0015172252,-0.0606002141,0.0262746793,0.5198215321,0.9367050703,0.0000002712,-0.0000929125,-0.0195116287,-0.110,0,0.0121409925
18.750221,2.3783857081,2.3638643941,0.0506588200,0.0605077314,0.0143353356,-0.0098489113,-0.0186997898,-0.0008877264,-0.0577188384,0.0250919516,0.5198215367,0.9367050741,0.0000000919,0.0000538172,0.0113016134,-0.141,0,0.0116371471
18.791881,2.3805017948,2.3653983749,0.0509290476,0.0592349371,0.0149213536,-0.0083058895,-0.0180780667,0.0026865438,0.0857824852,0.0240254050,0.5198215382,0.9367051089,0.0000008340,-0.0001613786,-0.0338895088,-0.096,0,0.0111559596
18.833464,2.3826250642,2.3684663365,0.0511900822,0.0580912673,0.0139801767,-0.0069011850,-0.0174955593,0.0027279359,0.0009934088,0.0229609668,0.5198215522,0.9367051444,0.0000008520,-0.0001623556,-0.0340946738,-0.096,0,0.0106948040
18.875250,2.3847694127,2.3715342981,0.0514435865,0.0570636222,0.0130597221,-0.0056200357,-0.0169514042,0.0026451291,-0.0019873622,0.0219434988,0.5198215665,0.9367051775,0.0000007940,-0.0001560283,-0.0327659347,-0.097,0,0.0102526684
18.916801,2.3869120338,2.3730682789,0.0516868760,0.0561402312,0.0136712007,-0.0044533552,-0.0163817709,0.0058362997,0.0765880938,0.0210125008,0.5198215798,0.9367053372,0.0000038335,-0.0003414414,-0.0717026922,-0.058,0,0.0098361577
18.958453,2.3890698069,2.3761362404,0.0519219156,0.0553105178,0.0127635624,-0.0033886022,-0.0158499558,0.0055503668,-0.0068623880,0.0200952280,0.5198216442,0.9367054805,0.0000034389,-0.0003220670,-0.0676340636,-0.062,0,0.0094360386
19.000120,2.3912380057,2.3792042020,0.0521481487,0.0545649784,0.0118660911,-0.0024168297,-0.0153555353,0.0051488236,-0.0096370389,0.0192165945,0.5198217020,0.9367056028,0.0000029360,-0.0002964153,-0.0622472162,-0.067,0,0.0090513583
19.041805,2.3934163594,2.3822721636,0.0523655354,0.0538950737,0.0109785423,-0.0015295382,-0.0148980961,0.0046401300,-0.0122086455,0.0183744020,0.5198217513,0.9367057014,0.0000023664,-0.0002650987,-0.0556707255,-0.074,0,0.0086813011
19.083462,2.3956021186,2.3853401252,0.0525738050,0.0532931304,0.0100981901,-0.0007193254,-0.0144773381,0.0040260739,-0.0147373464,0.0175667275,0.5198217910,0.9367057751,0.0000017684,-0.0002283263,-0.0479485195,-0.082,0,0.0083251779
19.125115,2.3977961328,2.3868741060,0.0527730498,0.0527522540,0.0107598859,0.0000207957,-0.0140290096,0.0067550566,0.0654955841,0.0168258210,0.5198218207,0.9367059811,0.0000049445,-0.0003804904,-0.0799029941,-0.050,0,0.0079916290
19.166866,2.4000034680,2.3899420675,0.0529636968,0.0522662493,0.0099007534,0.0006974475,-0.0136164782,0.0060440697,-0.0170636848,0.0160994760,0.5198219037,0.9367061450,0.0000039319,-0.0003381609,-0.0710137799,-0.059,0,0.0076694860
19.208433,2.4022088394,2.3914760483,0.0531444557,0.0518295495,0.0105734862,0.0013149061,-0.0131759162,0.0086652531,0.0629084023,0.0154314594,0.5198219698,0.9367064796,0.0000080315,-0.0004818050,-0.1011790551,-0.028,0,0.0073708740
19.250247,2.4044346443,2.3945440099,0.0533171401,0.0514371527,0.0097325356,0.0018799874,-0.0127703939,0.0078741302,-0.0189869499,0.0147823199,0.5198221046,0.9367067543,0.0000065917,-0.0004351601,-0.0913836279,-0.038,0,0.0070811554
19.291786,2.4066527784,2.3976119715,0.0534795799,0.0510845644,0.0088837918,0.0023950155,-0.0124002359,0.0069733960,-0.0216176209,0.0141548423,0.5198222153,0.9367069684,0.0000051394,-0.0003831070,-0.0804524699,-0.049,0,0.0067999077
19.333537,2.4088888392,2.3991459523,0.0536336714,0.0507677460,0.0095868456,0.0028659254,-0.0120007840,0.0094651138,0.0598012264,0.0135756040,0.5198223017,0.9367073607,0.0000094164,-0.0005171480,-0.1086010883,-0.021,0,0.0065410393
19.375132,2.4111228123,2.4006799330,0.0537780156,0.0504830687,0.0102877130,0.0032949469,-0.0115721293,0.0119452264,0.0595227022,0.0130421765,0.5198224598,0.9367079825,0.0000149215,-0.0006493426,-0.1363619403,0.007,0,0.0063067666
19.416776,2.4133651874,2.4037478946,0.0539133273,0.0502272717,0.0094629128,0.0036860555,-0.0111778413,0.0110020373,-0.0226365380,0.0125335505,0.5198227104,0.9367085073,0.0000125966,-0.0005951622,-0.1249840641,-0.005,0,0.0060764591
19.458487,2.4156166160,2.4052818754,0.0540396061,0.0499974253,0.0101810670,0.0040421808,-0.0107536302,0.0134418076,0.0585544882,0.0120603421,0.5198229219,0.9367092872,0.0000187173,-0.0007238370,-0.1520057612,0.022,0,0.0058711879
19.500097,2.4178676787,2.4068158562,0.0541563354,0.0497908966,0.0108987837,0.0043654388,-0.0102995142,0.0158836704,0.0586047061,0.0116377907,0.5198232362,0.9367103718,0.0000260288,-0.0008518421,-0.1788868427,0.049,0,0.0056929834
19.541793,2.4201280536,2.4083498370,0.0542640220,0.0471724770,0.0116332259,0.0070915450,-0.0098147964,0.0208017980,0.1180350630,0.0112766224,0.5198236733,0.9367122254,0.0000444868,-0.0011116971,-0.2334563888,0.104,0,0.0055689767
19.583470,2.4223917098,2.4114177986,0.0543623558,0.0448196947,0.0108361521,0.0095426610,-0.0093632901,0.0220481151,0.0299116099,0.0110002825,0.5198244204,0.9367143022,0.0000498429,-0.0011751377,-0.2467789233,0.117,0,0.0054636332
19.625195,2.4246618717,2.4129517793,0.0544514668,0.0427056012,0.0115788311,0.0117458656,-0.0088808388,0.0264586731,0.1058533932,0.0107833082,0.5198252573,0.9367172866,0.0000716270,-0.0014072331,-0.2955189602,0.166,0,0.0054179085
19.666909,2.4269349406,2.4144857601,0.0545312013,0.0408059814,0.0123237579,0.0137252199,-0.0083673489,0.0306875886,0.1014939716,0.0106837048,0.5198264601,0.9367212974,0.0000962594,-0.0016305675,-0.3424191683,0.213,0,0.0054363913
19.708461,2.4292023150,2.4175537217,0.0546013165,0.0415319204,0.0115209395,0.0130693962,-0.0078873097,0.0288486454,-0.0441346383,0.0106823974,0.5198280765,0.9367248419,0.0000850674,-0.0015328414,-0.3218967003,0.192,0,0.0054250485
19.750121,2.4314783050,2.4190877025,0.0546622732,0.0397513699,0.0122684215,0.0149109033,-0.0073761255,0.0329425448,0.0982535874,0.0106505009,0.5198295049,0.9367294623,0.0001108896,-0.0017498249,-0.3674632350,0.238,0,0.0054790833
19.791768,2.4337559049,2.4206216833,0.0547138517,0.0381514555,0.0130169582,0.0165623962,-0.0068337522,0.0368862033,0.0946478027,0.0107464484,0.5198313669,0.9367352606,0.0001391592,-0.0019611489,-0.4118412681,0.282,0,0.0056014137
19.833441,2.4360369353,2.4221556641,0.0547560886,0.0367138517,0.0137684264,0.0180422370,-0.0062600678,0.0407022433,0.0915849612,0.0109756374,0.5198337034,0.9367423365,0.0001698216,-0.0021688974,-0.4554684494,0.326,0,0.0057943730
19.875090,2.4383181788,2.4252236256,0.0547889236,0.0378549352,0.0129782011,0.0169339884,-0.0057193094,0.0385114082,-0.0525800440,0.0113126965,0.5198365547,0.9367486920,0.0001525319,-0.0020589136,-0.4323718488,0.303,0,0.0059333655
19.916773,2.4406024704,2.4252236256,0.0548123943,0.0364474132,0.0152668189,0.0183649810,-0.0050831920,0.0457228669,0.1730750095,0.0115958200,0.5198391156,0.9367576752,0.0002155970,-0.0024511972,-0.5147514048,0.385,0,0.0062225950
19.958480,2.4428888379,2.4282915872,0.0548264710,0.0351826836,0.0144891121,0.0196437874,-0.0044794790,0.0460221413,0.0071825854,0.0121241306,0.5198427352,0.9367668230,0.0002195476,-0.0024798979,-0.5207785501,0.391,0,0.0065051986
20.000138,2.4451729186,2.4298255680,0.0548311355,0.0340462603,0.0152427050,0.0207848752,-0.0038443663,0.0495778674,0.0853374262,0.0126611964,0.5198464209,0.9367774940,0.0002561032,-0.0026853584,-0.5639252692,0.434,0,0.0068622163
20.041794,2.4474569290,2.4298255680,0.0548264093,0.0330251265,0.0175298540,0.0218012827,-0.0031139557,0.0564847775,0.1657658431,0.0133680869,0.5198507200,0.9367914393,0.0003346869,-0.0030802497,-0.6468524313,0.517,0,0.0073920479
20.083435,2.4497396933,2.4328935296,0.0548123004,0.0321075863,0.0167474769,0.0227047141,-0.0024161442,0.0565114624,0.0006404384,0.0143549542,0.5198563378,0.9368055291,0.0003381548,-0.0031107302,-0.6532533418,0.524,0,0.0078980795
20.125091,2.4520225159,2.4344275104,0.0547888009,0.0312831301,0.0174988527,0.0235056708,-0.0016870253,0.0598351092,0.0797675223,0.0153195687,0.5198620135,0.9368214688,0.0003825543,-0.0033237249,-0.6979822358,0.568,0,0.0084804611
20.166765,2.4543051203,2.4359614912,0.0547559025,0.0305423146,0.0182497534,0.0242135879,-0.0009266189,0.0631022544,0.0784114844,0.0164292523,0.5198684337,0.9368393809,0.0004298903,-0.0035416549,-0.7437475209,0.614,0,0.0091395562
20.208426,2.4565854378,2.4374954720,0.0547136336,0.0298766545,0.0189981360,0.0248369791,-0.0001350299,0.0663168082,0.0771492923,0.0176840697,0.5198756477,0.9368593944,0.0004803234,-0.0037653871,-0.7907312974,0.661,0,0.0098755407
20.250110,2.4588650835,2.4390294527,0.0546619608,0.0292785253,0.0197456394,0.0253834355,0.0006877051,0.0694899096,0.0761544325,0.0190837212,0.5198837071,0.9368816505,0.0005341465,-0.0039961779,-0.8391973493,0.710,0,0.0106886973
20.291774,2.4611413042,2.4405634335,0.0546009451,0.0287410760,0.0204895312,0.0258598691,0.0015414355,0.0726223007,0.0751773864,0.0206280707,0.5198926685,0.9369062977,0.0005915321,-0.0042346934,-0.8892856111,0.760,0,0.0115791013
20.333468,2.4634163782,2.4436313951,0.0545305223,0.0282581507,0.0196981280,0.0262723717,0.0023621909,0.0722859410,-0.0080726330,0.0222719059,0.5199025913,0.9369310749,0.0005946547,-0.0042769383,-0.8981570500,0.769,0,0.0124157905
20.375143,2.4656873005,2.4436313951,0.0544507819,0.0278242179,0.0219703840,0.0266265640,0.0032776235,0.0787202234,0.1544227778,0.0238967347,0.5199125650,0.9369608790,0.0007152973,-0.0047242249,-0.9920872333,0.862,0,0.0134637289
20.416828,2.4679552446,2.4451653759,0.0543616856,0.0274343074,0.0227055458,0.0269273782,0.0042236880,0.0817687627,0.0731649444,0.0258777101,0.5199245602,0.9369935880,0.0007850167,-0.0049915080,-1.0482166887,0.919,0,0.0145892477
20.458477,2.4702173823,2.4466993567,0.0542633531,0.0270839531,0.0234347796,0.0271794000,0.0052001371,0.0847920113,0.0725579654,0.0280013212,0.5199377223,0.9370293966,0.0008594069,-0.0052698136,-1.1066608479,0.977,0,0.0157923370
20.500131,2.4724754435,2.4482333375,0.0541557198,0.0267691421,0.0241598276,0.0273865777,0.0062067966,0.0877975269,0.0721323740,0.0302668234,0.5199521287,0.9370685164,0.0009388747,-0.0055601785,-1.1676374904,1.038,0,0.0170731855
20.541789,2.4747290733,2.4497673183,0.0540387998,0.0264862686,0.0248803461,0.0275525312,0.0072434777,0.0907879491,0.0717701343,0.0326738242,0.5199678637,0.9371111731,0.0010237605,-0.0058633615,-1.2313059118,1.102,0,0.0184319912
20.583429,2.4769766232,2.4513012990,0.0539126834,0.0262320924,0.0255946964,0.0276805909,0.0083099234,0.0937627082,0.0713942184,0.0352219232,0.5199850173,0.9371576044,0.0011143502,-0.0061799133,-1.2977817967,1.168,0,0.0198688260
20.625121,2.4792215848,2.4543692606,0.0537771629,0.0260037023,0.0247723984,0.0277734606,0.0093421066,0.0932929448,-0.0112743227,0.0378350000,0.5200036840,0.9372045192,0.0011259552,-0.0062759392,-1.3179472371,1.188,0,0.0212163777
20.666755,2.4814575723,2.4543692606,0.0536326258,0.0257984822,0.0270090166,0.0278341435,0.0104674823,0.0996077671,0.1515557365,0.0404204853,0.5200225398,0.9372590689,0.0013091939,-0.0068349123,-1.4353315864,1.306,0,0.0228132287
20.708450,2.4836905616,2.4559032414,0.0534786850,0.0256140817,0.0277085920,0.0278646034,0.0116220070,0.1025583331,0.0708135838,0.0433957132,0.5200444578,0.9373182022,0.0014191983,-0.0071963551,-1.5112345731,1.382,0,0.0244886925
20.750099,2.4859145548,2.4574372222,0.0533157489,0.0254483884,0.0283991137,0.0278673605,0.0128053034,0.1054959096,0.0705018354,0.0465100653,0.5200682094,0.9373822157,0.0015363236,-0.0075736874,-1.5904743563,1.461,0,0.0262426506
20.791759,2.4881321591,2.4589712030,0.0531436381,0.0252995047,0.0290831948,0.0278441334,0.0140171032,0.1084276205,0.0703610609,0.0497625267,0.5200939120,0.9374514297,0.0016611360,-0.0079679580,-1.6732711797,1.544,0,0.0280752960
20.833441,2.4903435010,2.4605051838,0.0529623317,0.0251657252,0.0297609671,0.0277966066,0.0152571435,0.1113551231,0.0702600641,0.0531526357,0.5201216918,0.9375261832,0.0017940842,-0.0083798758,-1.7597739271,1.630,1,0.0299868553
20.875092,2.4925455241,2.4666411069,0.0527720836,0.0299112040,0.0258124812,0.0228608796,0.0163326635,0.0990565238,-0.2951663830,0.0562731780,0.5201516822,0.9375866121,0.0014502932,-0.0076155757,-1.5992708977,1.470,2,0.0311554781
20.916929,2.4947491723,2.4727770301,0.0525718935,0.0390409426,0.0218521448,0.0135309509,0.0172431696,0.0821395484,-0.4060074103,0.0578817459,0.5201759161,0.9376286154,0.0010080804,-0.0063840033,-1.3406407015,1.211,1,0.0315049923
20.958456,2.4969280642,2.4789129532,0.0523642017,0.0496773168,0.0178624213,0.0026868849,0.0179874371,0.0634443520,-0.4486847135,0.0579134633,0.5201927557,0.9376536798,0.0006015458,-0.0049321923,-1.0357603850,0.906,1,0.0311668622
21.000122,2.4991053675,2.4835148956,0.0521468604,0.0543689495,0.0154233619,-0.0022220891,0.0186300772,0.0539610828,-0.2275984612,0.0568923875,0.5202028023,0.9376716874,0.0004321819,-0.0041663774,-0.8749392579,0.745,1,0.0305696081
21.041777,2.5012728875,2.4850488764,0.0519206420,0.0561517750,0.0160514213,-0.0042311330,0.0192988864,0.0541319934,0.0041018532,0.0556893927,0.5202100194,0.9376896623,0.0004313988,-0.0041457552,-0.8706085922,0.741,0,0.0300001538
21.083470,2.5034327352,2.4850488764,0.0516853166,0.0528880473,0.0182213005,-0.0012027307,0.0200581073,0.0628284590,0.2087151760,0.0547316569,0.5202172227,0.9377137192,0.0005773634,-0.0047805467,-1.0039147995,0.874,0,0.0296985942
21.125153,2.5055820768,2.4865828572,0.0514411831,0.0475225799,0.0188531528,0.0039186032,0.0208436553,0.0702782767,0.1787956241,0.0541766623,0.5202268620,0.9377437050,0.0007196604,-0.0053272030,-1.1187126339,0.989,0,0.0296465788
21.166810,2.5077197094,2.4850488764,0.0511883913,0.0427014367,0.0225395846,0.0084869546,0.0217828047,0.0840549362,0.3306398278,0.0542891198,0.5202388751,0.9377866325,0.0010302601,-0.0063765600,-1.3390776101,1.209,1,0.0301116008
21.208446,2.5098455989,2.4850488764,0.0509269618,0.0383693962,0.0246787892,0.0125575657,0.0228110875,0.0940495469,0.2398706582,0.0552263976,0.5202560692,0.9378407210,0.0012981246,-0.0071808660,-1.5079818662,1.378,0,0.0309878935
21.250109,2.5119617436,2.4850488764,0.0506566470,0.0344768391,0.0268068981,0.0161798079,0.0239280416,0.1036779719,0.2310821988,0.0569119941,0.5202777276,0.9379072061,0.0015956426,-0.0080072679,-1.6815262590,1.552,1,0.0322890588
21.291811,2.5140684548,2.4850488764,0.0503773829,0.0309791801,0.0289243599,0.0193982028,0.0251332233,0.1129851826,0.2233730570,0.0593743374,0.5203043404,0.9379874735,0.0019264177,-0.0088712827,-1.8629693682,1.733,2,0.0340254294
21.333580,2.5161666734,2.4850488764,0.0500890056,0.0278363570,0.0310322383,0.0222526487,0.0264262332,0.1220129297,0.2166659308,0.0626352389,0.5203364560,0.9380831032,0.0022951116,-0.0097877350,-2.0554243586,1.926,2,0.0362049736
21.375100,2.5182402394,2.4850488764,0.0497938038,0.0250123717,0.0331144842,0.0247814321,0.0278060034,0.1307630387,0.2100026162,0.0667112865,0.5203746984,0.9381958448,0.0027057976,-0.0107677874,-2.2612353455,2.132,1,0.0388316974
21.416779,2.5203092938,2.4865828572,0.0494889434,0.0224748785,0.0336573572,0.0270140649,0.0292083933,0.1358700143,0.1225674136,0.0714707305,0.5204197561,0.9383212255,0.0030091381,-0.0115258317,-2.4204246662,2.291,3,0.0416732341
21.458643,2.5223745549,2.4865828572,0.0491741895,0.0201948127,0.0357296263,0.0289793768,0.0306971277,0.1441656614,0.1990955304,0.0767593598,0.5204698298,0.9384669640,0.0034977235,-0.0126275532,-2.6517861780,2.522,3,0.0449611038
21.500095,2.5244062847,2.4865828572,0.0488541601,0.0181460585,0.0377676532,0.0307081016,0.0322707799,0.1522516611,0.1940639935,0.0828702339,0.5205279871,0.9386354116,0.0040427429,-0.0138215952,-2.9025349831,2.773,3,0.0486948789
21.541804,2.5264370901,2.4896508187,0.0485237779,0.0187379927,0.0367286777,0.0297857852,0.0338011415,0.1508901412,-0.0326764770,0.0894006972,0.5205951438,0.9388070552,0.0041194457,-0.0142127473,-2.9846769381,2.855,3,0.0521523449
21.583447,2.5284507452,2.4927187803,0.0481856097,0.0217027187,0.0356652588,0.0264828910,0.0352871939,0.1470412463,-0.0923734786,0.0953160437,0.5206635057,0.9389753829,0.0040398655,-0.0143049014,-3.0040292919,2.874,2,0.0551667809
21.625140,2.5304525780,2.4957867419,0.0478387667,0.0267995178,0.0345834643,0.0210392488,0.0367281716,0.1409571864,-0.1460174377,0.1003136663,0.5207304791,0.9391342066,0.0038117678,-0.0140816068,-2.9571374304,2.827,2,0.0576121205
21.666788,2.5324376196,2.5019226650,0.0474841077,0.0338120923,0.0304110287,0.0136720154,0.0379952978,0.1259663445,-0.3597802051,0.1037560647,0.5207936095,0.9392633206,0.0030987373,-0.0128113789,-2.6903895620,2.561,2,0.0589659459
21.708538,2.5344124809,2.5049906266,0.0471204300,0.0425460877,0.0292910833,0.0045743423,0.0392157596,0.1158797677,-0.2420778447,0.1055446495,0.5208448867,0.9393735860,0.0026463690,-0.0118946369,-2.4978737585,2.368,2,0.0596683233
21.750157,2.5363659354,2.5095925690,0.0467498121,0.0479611802,0.0266259515,-0.0012113681,0.0403251743,0.1055848799,-0.2470773070,0.1060207466,0.5208886468,0.9394653506,0.0022023510,-0.0108649991,-2.2816498076,2.152,1,0.0597874942
21.791781,2.5383039812,2.5111265498,0.0463711657,0.0479612276,0.0270300164,-0.0015900620,0.0414514249,0.1074446028,0.0446333500,0.1060440403,0.5209250427,0.9395603875,0.0022808855,-0.0110584464,-2.3222737482,2.193,3,0.0599892175
21.833444,2.5402278929,2.5111265498,0.0459842246,0.0430955838,0.0289688833,0.0028886408,0.0426584618,0.1176228875,0.2442788326,0.1065691239,0.5209627154,0.9396745858,0.0027407575,-0.0121390701,-2.5492047161,2.420,3,0.0607202082
21.875141,2.5421371166,2.5111265498,0.0455890705,0.0387235572,0.0308915449,0.0068655133,0.0439456095,0.1273600435,0.2336917441,0.1080157882,0.5210079553,0.9398094516,0.0032367810,-0.0132411124,-2.7806336005,2.651,1,0.0619814975
21.916798,2.5440278682,2.5111265498,0.0451864890,0.0347950707,0.0327943712,0.0103914182,0.0453120416,0.1366979838,0.2241105674,0.1103912057,0.5210613428,0.9399666685,0.0037732054,-0.0143825932,-3.0203445632,2.891,2,0.0637705844
21.958451,2.5459014948,2.5111265498,0.0447762113,0.0312651273,0.0346788476,0.0135110841,0.0467569936,0.1456837744,0.2156589739,0.1136952765,0.5211235236,0.9401481558,0.0043556949,-0.0155806992,-3.2719468397,3.142,2,0.0660829067
22.000135,2.5477592432,2.5111265498,0.0443579537,0.0280932949,0.0365463450,0.0162646588,0.0482797579,0.1543597188,0.2082226669,0.1179232214,0.5211952304,0.9403561005,0.0049906734,-0.0168509971,-3.5387093808,3.409,2,0.0689125693
22.041802,2.5495986800,2.5095925690,0.0439322579,0.0252432435,0.0399285226,0.0186890144,0.0499434464,0.1661957363,0.2840644190,0.1233088787,0.5212772944,0.9406033557,0.0059341248,-0.0186125384,-3.9086330601,3.779,2,0.0725299044
22.083438,2.5514188364,2.5111265498,0.0434993683,0.0226823284,0.0402225696,0.0208170399,0.0516193868,0.1709812661,0.1148527156,0.1296092733,0.5213747380,0.9408727297,0.0064649752,-0.0197137080,-4.1398786770,4.010,4,0.0763664176
22.125133,2.5532233634,2.5126605306,0.0430584050,0.0203812169,0.0405001885,0.0226771881,0.0533068946,0.1754768037,0.1078929027,0.1362732907,0.5214807329,0.9411650049,0.0070146053,-0.0208459547,-4.3776504766,4.248,3,0.0803983437
22.166819,2.5550089833,2.5157284921,0.0426101473,0.0207463953,0.0392167244,0.0218637520,0.0549409248,0.1738127868,-0.0399364064,0.1428905776,0.5215955434,0.9414600930,0.0070821135,-0.0212527450,-4.4630764545,4.333,3,0.0840984530
22.208476,2.5567745506,2.5187964537,0.0421548990,0.0259402130,0.0378983663,0.0162146859,0.0565200234,0.1671706770,-0.1594106352,0.1486828715,0.5217112520,0.9417398035,0.0067130533,-0.0209502975,-4.3995624852,4.270,4,0.0870831416
22.250135,2.5585210917,2.5218644153,0.0416924070,0.0306071204,0.0365626014,0.0110852866,0.0580434651,0.1609432302,-0.1494587215,0.1531669564,0.5218207388,0.9420039023,0.0063383694,-0.0205506786,-4.3156424956,4.186,2,0.0894394728
22.291886,2.5602519509,2.5249323769,0.0412217448,0.0348005722,0.0352126100,0.0064211726,0.0595106572,0.1550823238,-0.1406617549,0.1565161645,0.5219239430,0.9422524726,0.0059656891,-0.0200773106,-4.2162352301,4.087,3,0.0912429210
22.333454,2.5619556285,2.5280003384,0.0407460799,0.0385686003,0.0338367445,0.0021774796,0.0609205216,0.1495162683,-0.1335853310,0.1588787806,0.5220209266,0.9424857210,0.0055979617,-0.0195447169,-4.1043905517,3.975,4,0.0925571186
22.375086,2.5636419372,2.5295343192,0.0402627260,0.0395215205,0.0339861434,0.0007412054,0.0623366109,0.1501083356,0.0142096136,0.1608079169,0.5221117975,0.9427226316,0.0056858523,-0.0197767203,-4.1531112656,4.023,2,0.0938457806
22.416769,2.5653099691,2.5295343192,0.0397718914,0.0379449242,0.0356590212,0.0018269671,0.0638224034,0.1566454731,0.1568913006,0.1631176091,0.5222039616,0.9429829875,0.0062485423,-0.0208305638,-4.3744183977,4.245,4,0.0955400388
22.458437,2.5669568381,2.5295343192,0.0392744088,0.0340954296,0.0373177222,0.0051789792,0.0653773085,0.1655007982,0.2125278030,0.1662267305,0.5223050914,0.9432771602,0.0070601442,-0.0222811569,-4.6790429413,4.549,5,0.0978200730
22.500113,2.5685831671,2.5295343192,0.0387700929,0.0306364645,0.0389546827,0.0081336284,0.0670004203,0.1739930313,0.2038135941,0.1703360824,0.5224191608,0.9436074803,0.0079276830,-0.0238030999,-4.9986509815,4.869,5,0.1006687376
22.541800,2.5701887389,2.5295343192,0.0382590019,0.0275284096,0.0405698075,0.0107305923,0.0686908290,0.1821605478,0.1960203952,0.1754192561,0.5225469990,0.9439765678,0.0088581008,-0.0254104087,-5.3361858267,5.207,6,0.1040684015
