t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,current_from_u_raw,goal_current_raw,present_current_raw,psi_hat_norm
85.125137,2.6134275252,2.5924275315,-0.0021550115,0.0017178599,0.0209947136,-0.0038728714,0.1363738223,0.2059449124,0.0088011265,0.2780871557,0.5320816673,1.1761868958,0.0149098011,-0.0405026868,-8.5055642366,8.376,9,0.1763294946
85.166769,2.6133228923,2.5908935507,-0.0028714035,0.0015435838,0.0224245972,-0.0044149873,0.1373081805,0.2096592219,0.0891434289,0.2810751233,0.5318509033,1.1768366075,0.0155930805,-0.0415484689,-8.7251784682,8.596,7,0.1781932149
85.208476,2.6131881775,2.5924275315,-0.0035885811,0.0013869880,0.0207563829,-0.0049755691,0.1381730298,0.2064808573,-0.0762807506,0.2833557298,0.5316078686,1.1774690240,0.0151779944,-0.0411502446,-8.6415513731,8.512,8,0.1796815549
85.250114,2.6130238620,2.5924275315,-0.0043039537,0.0012462787,0.0205924998,-0.0055502324,0.1390310506,0.2065775531,0.0023206979,0.2856025554,0.5313696369,1.1781052688,0.0152698769,-0.0413976979,-8.6935165517,8.564,9,0.1811126959
85.291791,2.6128295733,2.5924275315,-0.0050192787,0.0011198443,0.0203985998,-0.0061391231,0.1398809923,0.2065845232,0.0001672838,0.2877534727,0.5311283023,1.1787445884,0.0153436707,-0.0416162971,-8.7394223909,8.610,9,0.1824811934
85.333468,2.6126054966,2.5924275315,-0.0057337205,0.0010062366,0.0201748723,-0.0067399571,0.1407216120,0.2065029745,-0.0019571688,0.2898001699,0.5308841217,1.1793862131,0.0153989925,-0.0418051217,-8.7790755668,8.649,10,0.1837819507
85.375139,2.6123517018,2.5924275315,-0.0064470805,0.0009041544,0.0199213913,-0.0073512349,0.1415516699,0.2063330796,-0.0040774771,0.2917348452,0.5306373659,1.1800293533,0.0154353632,-0.0419631364,-8.8122586424,8.683,7,0.1850101236
85.416878,2.6120677102,2.5939615123,-0.0071605121,0.0008124284,0.0181037008,-0.0079729405,0.1423059908,0.2026331979,-0.0887971615,0.2929587400,0.5303883217,1.1806496196,0.0148863910,-0.0413228661,-8.6778018868,8.548,7,0.1858513566
85.458452,2.6117552703,2.5939615123,-0.0078698868,0.0007300079,0.0177915142,-0.0085998947,0.1430473039,0.2022123578,-0.0101001635,0.2941587335,0.5301465157,1.1812684255,0.0148513429,-0.0413468862,-8.6828461105,8.553,9,0.1866184924
85.500189,2.6114119680,2.5970294739,-0.0085806922,0.0030887922,0.0143730003,-0.0116694843,0.1436461789,0.1923690401,-0.2362396249,0.2938472701,0.5299036928,1.1818235603,0.0133232338,-0.0392844316,-8.2497306353,8.120,10,0.1865083384
85.541783,2.6110403529,2.5970294739,-0.0092876032,0.0052082789,0.0139948707,-0.0144958821,0.1442292985,0.1894142088,-0.0709159491,0.2933699593,0.5296845054,1.1823591730,0.0128547066,-0.0386171256,-8.1095963851,7.980,7,0.1861622653
85.583451,2.6106386311,2.5970294739,-0.0099941754,0.0046799015,0.0135947730,-0.0146740769,0.1447957474,0.1890394052,-0.0089952875,0.2927344335,0.5294718152,1.1828908951,0.0127613304,-0.0384616258,-8.0769414210,7.947,6,0.1857990207
85.625119,2.6102075036,2.5970294739,-0.0106990344,0.0042051277,0.0131651047,-0.0149041621,0.1453442934,0.1885263922,-0.0123123114,0.2920667519,0.5292594925,1.1834178625,0.0126472169,-0.0382752467,-8.0378017977,7.908,8,0.1854085142
85.666792,2.6097469875,2.5970294739,-0.0114021434,0.0037785195,0.0127058998,-0.0151806629,0.1458737059,0.1878792410,-0.0155316301,0.2913516384,0.5290479101,1.1839392260,0.0125127240,-0.0380575309,-7.9920814825,7.862,9,0.1849815027
85.708553,2.6092561439,2.5970294739,-0.0121047795,0.0033951905,0.0122162345,-0.0154999699,0.1463827157,0.1870980114,-0.0187495105,0.2905749331,0.5288374418,1.1844541315,0.0123577308,-0.0378073541,-7.9395443612,7.810,9,0.1845092591
85.750123,2.6087384435,2.5970294739,-0.0128021362,0.0030507500,0.0116995928,-0.0158528862,0.1468701987,0.1861981871,-0.0215957812,0.2897241297,0.5286284707,1.1849618163,0.0121844364,-0.0375269123,-7.8806515893,7.751,9,0.1839847757
85.791760,2.6081908925,2.5970294739,-0.0134984307,0.0027412529,0.0111529930,-0.0162396835,0.1473349067,0.1851714617,-0.0246414117,0.2887881177,0.5284213492,1.1854614722,0.0119917405,-0.0372137734,-7.8148924179,7.685,9,0.1834008419
85.833462,2.6076134866,2.5970294739,-0.0141934831,0.0024631541,0.0105764418,-0.0166566371,0.1477755918,0.1840200752,-0.0276332749,0.2877560677,0.5282164546,1.1859523111,0.0117801349,-0.0368677225,-7.7422217250,7.613,7,0.1827508994
85.875134,2.6070075909,2.5970294739,-0.0148856042,0.0022132682,0.0099713142,-0.0170988725,0.1481910633,0.1827504861,-0.0304701393,0.2866183985,0.5280141618,1.1864335944,0.0115507994,-0.0364895640,-7.6628084358,7.533,6,0.1820293517
85.916806,2.6063728955,2.5970294739,-0.0155751855,0.0019887332,0.0093373089,-0.0175639187,0.1485801178,0.1813630595,-0.0332982385,0.2853667125,0.5278148308,1.1869046009,0.0113041554,-0.0360790486,-7.5766001988,7.447,7,0.1812310653
85.958465,2.6057097416,2.5985634547,-0.0162618719,0.0017869772,0.0071407944,-0.0180488491,0.1488776509,0.1764209579,-0.1186104385,0.2834091890,0.5276188192,1.1873447119,0.0105626644,-0.0349006572,-7.3291380215,7.199,8,0.1800866831
86.000107,2.6050183098,2.5970294739,-0.0169455112,0.0016056892,0.0079839006,-0.0185512004,0.1492103134,0.1781661740,0.0418851877,0.2820816169,0.5274348268,1.1877921846,0.0107393450,-0.0351088621,-7.3728610307,7.243,7,0.1791273333
86.041777,2.6042979905,2.5970294739,-0.0176266934,0.0014427928,0.0072640820,-0.0190694862,0.1495129835,0.1764336568,-0.0415804130,0.2804546148,0.5272469259,1.1882274240,0.0104457445,-0.0346037212,-7.2667814586,7.137,7,0.1780788471
86.083445,2.6035493944,2.5970294739,-0.0183048146,0.0012964221,0.0065159358,-0.0196012367,0.1497844808,0.1745881418,-0.0442923611,0.2786878298,0.5270633577,1.1886498346,0.0101378550,-0.0340672630,-7.1541252395,7.024,6,0.1769381358
86.125139,2.6027720889,2.5970294739,-0.0189802410,0.0011649007,0.0057390346,-0.0201451417,0.1500236073,0.1726285634,-0.0470298818,0.2767767404,0.5268844413,1.1890588485,0.0098163341,-0.0334996335,-7.0349230362,6.905,6,0.1757024337
86.166776,2.6019678291,2.5970294739,-0.0196514781,0.0010467221,0.0049351380,-0.0206982002,0.1502292380,0.1705604283,-0.0496352410,0.2747176536,0.5267104864,1.1894539632,0.0094827518,-0.0329023915,-6.9095022111,6.780,7,0.1743697699
86.208475,2.6011344291,2.5985634547,-0.0203203464,0.0009405326,0.0025680836,-0.0212608790,0.1503362415,0.1649379255,-0.1349400681,0.2719423935,0.5265417763,1.1898166518,0.0087045272,-0.0315665546,-6.6289764680,6.499,6,0.1726916995
86.250250,2.6002716030,2.5970294739,-0.0209869464,0.0008451160,0.0032395315,-0.0218320624,0.1504712220,0.1660006148,0.0255045435,0.2697627631,0.5263863349,1.1901817107,0.0087614127,-0.0315701009,-6.6297211817,6.500,5,0.1711643397
86.291797,2.5993859511,2.5970294739,-0.0216463153,0.0007593794,0.0023541432,-0.0224056947,0.1505693113,0.1636041155,-0.0575159840,0.2672513489,0.5262293196,1.1905316213,0.0083978538,-0.0308888362,-6.4866555941,6.357,7,0.1695360834
86.333435,2.5984709462,2.5970294739,-0.0223034319,0.0006823407,0.0014393751,-0.0229857727,0.1506292852,0.1610909924,-0.0603149525,0.2645837002,0.5260782940,1.1908660114,0.0080253634,-0.0301795501,-6.3377055219,6.208,6,0.1678059116
86.375109,2.5975278325,2.5985634547,-0.0229572957,0.0006131176,-0.0010375067,-0.0235704133,0.1505860558,0.1550253514,-0.1455753842,0.2612121819,0.5259334861,1.1911681560,0.0072514711,-0.0287602997,-6.0396629319,5.910,7,0.1657427311
86.416882,2.5965552305,2.5970294739,-0.0236087528,0.0005509171,-0.0004759367,-0.0241596699,0.1505662251,0.1556431814,0.0148279204,0.2584202135,0.5258022374,1.1914699259,0.0072424777,-0.0286392258,-6.0142374245,5.885,4,0.1638124109
86.458575,2.5955574213,2.5970294739,-0.0242549204,0.0004950268,-0.0014735741,-0.0247499472,0.1505048262,0.1527924360,-0.0684178897,0.2552875698,0.5256707679,1.1917554504,0.0068525884,-0.0278560336,-5.8497670500,5.720,6,0.1617802387
86.500206,2.5945343105,2.5985634547,-0.0248959696,0.0004448066,-0.0040305114,-0.0253407762,0.1503368882,0.1463953449,-0.1535301872,0.2514696601,0.5255460227,1.1920095509,0.0060984098,-0.0263896872,-5.5418343170,5.412,5,0.1594301720
86.541793,2.5934856960,2.5970294739,-0.0255321062,0.0003996812,-0.0035450063,-0.0259317873,0.1501891796,0.1466910985,0.0070980851,0.2482219351,0.5254347177,1.1922616606,0.0060506332,-0.0261870768,-5.4992861209,5.370,4,0.1572025027
86.583462,2.5924086143,2.5970294739,-0.0261651006,0.0003591337,-0.0046219634,-0.0265242343,0.1499965978,0.1435067581,-0.0764241684,0.2446345504,0.5253240157,1.1924972951,0.0056552279,-0.0253427714,-5.3219820009,5.192,4,0.1548766900
86.625098,2.5913061068,2.5970294739,-0.0267931307,0.0003226998,-0.0057243589,-0.0271158305,0.1497580828,0.1402123392,-0.0790660532,0.2408976878,0.5252203057,1.1927164818,0.0052604826,-0.0244809093,-5.1409909512,5.011,6,0.1524548275
86.666791,2.5901759792,2.5970294739,-0.0274174290,0.0002899620,-0.0068543859,-0.0277073910,0.1494724834,0.1368008373,-0.0818760468,0.2370145698,0.5251236245,1.1929192769,0.0048670802,-0.0236019154,-4.9564022383,4.827,6,0.1499389737
86.708466,2.5890204502,2.5970294739,-0.0280367434,0.0002605455,-0.0080098245,-0.0282972890,0.1491387407,0.1332774731,-0.0845607404,0.2329888864,0.5250339929,1.1931058122,0.0044768488,-0.0227084152,-4.7687671883,4.639,6,0.1473318818
86.750108,2.5878401436,2.5970294739,-0.0286507743,0.0002341133,-0.0091900498,-0.0288848876,0.1487558220,0.1296430124,-0.0872270572,0.2288251878,0.5249513945,1.1932762776,0.0040911684,-0.0218023185,-4.5784868883,4.449,6,0.1446367153
86.791775,2.5866336362,2.5970294739,-0.0292602668,0.0002103626,-0.0103964843,-0.0294706294,0.1483226352,0.1258925835,-0.0900102940,0.2245284150,0.5248757835,1.1934308999,0.0037109350,-0.0208846301,-4.3857723218,4.256,4,0.1418567488
86.833507,2.5853998953,2.5970294739,-0.0298656849,0.0001890214,-0.0116301595,-0.0300547063,0.1478380452,0.1220223696,-0.0928851332,0.2201037253,0.5248070935,1.1935699482,0.0033371603,-0.0199565925,-4.1908844247,4.061,4,0.1389954621
86.875140,2.5841440012,2.5985634547,-0.0304645567,0.0001698453,-0.0144199755,-0.0306344020,0.1472372129,0.1146060127,-0.1779925647,0.2150946444,0.5247452359,1.1936832941,0.0027203009,-0.0184402072,-3.8724435223,3.743,3,0.1358890010
86.916786,2.5828628888,2.5985634547,-0.0310583968,0.0001526146,-0.0157010350,-0.0312110114,0.1465830031,0.1104356735,-0.1000881413,0.2101844033,0.5246947520,1.1937820127,0.0023692459,-0.0174829625,-3.6714221283,3.542,4,0.1327199332
86.958461,2.5815562542,2.5970294739,-0.0316473211,0.0001371319,-0.0154736412,-0.0317844530,0.1459382680,0.1095862610,-0.0203858987,0.2056253789,0.5246507387,1.1938759771,0.0022551467,-0.0170849187,-3.5878329325,3.458,2,0.1296486103
87.000109,2.5802260368,2.5970294739,-0.0322304542,0.0001232199,-0.0168038158,-0.0323536741,0.1452381090,0.1052604645,-0.1038191161,0.2007661397,0.5246088068,1.1939560736,0.0019223155,-0.0161408689,-3.3895824739,3.260,4,0.1265149316
87.041775,2.5788710593,2.5970294739,-0.0328083172,0.0001107193,-0.0181587549,-0.0329190365,0.1444814942,0.1008164364,-0.1066566761,0.1958147172,0.5245730341,1.1940228193,0.0016018966,-0.0151964989,-3.1912647738,3.062,3,0.1233244239
87.083477,2.5774909356,2.5985634547,-0.0333810441,0.0000994869,-0.0210728249,-0.0334805310,0.1436034599,0.0928129793,-0.1920829708,0.1903642726,0.5245432033,1.1940689709,0.0011076401,-0.0137239558,-2.8820307201,2.752,3,0.1199472879
87.125149,2.5760880450,2.5970294739,-0.0339476442,0.0000893940,-0.0209417036,-0.0340370382,0.1427308889,0.0914958261,-0.0316116762,0.1854632114,0.5245225656,1.1941105040,0.0009967925,-0.0132934504,-2.7916245917,2.662,3,0.1166640958
87.166769,2.5746634877,2.5970294739,-0.0345077184,0.0000803250,-0.0223662331,-0.0345880434,0.1417989625,0.0867030519,-0.1150265806,0.1802943361,0.5245039856,1.1941405089,0.0007201174,-0.0123616006,-2.5959361331,2.466,2,0.1133433360
87.208583,2.5732089015,2.5985634547,-0.0350644773,0.0000721761,-0.0253547750,-0.0351366534,0.1407425135,0.0783349494,-0.2008344602,0.1746864930,0.5244905582,1.1941534005,0.0003093984,-0.0109378374,-2.2969458506,2.167,2,0.1098773083
87.250126,2.5717408346,2.5970294739,-0.0356116276,0.0000648539,-0.0252888386,-0.0356764814,0.1396888119,0.0766740395,-0.0398618360,0.1696319088,0.5244847880,1.1941621820,0.0002107567,-0.0105025414,-2.2055336881,2.076,2,0.1065051842
87.291795,2.5702456017,2.5970294739,-0.0361543461,0.0000582745,-0.0267840513,-0.0362126206,0.1385728098,0.0715201064,-0.1236943945,0.1643395526,0.5244808570,1.1941615132,-0.0000160503,-0.0095979791,-2.0155756027,1.886,2,0.1031179570
87.333435,2.5687289484,2.5970294739,-0.0366904975,0.0000523625,-0.0283006864,-0.0367428600,0.1373936145,0.0662492155,-0.1265013826,0.1590287020,0.5244811563,1.1941521322,-0.0002251449,-0.0087060987,-1.8282807275,1.699,1,0.0997240164
87.375144,2.5671875609,2.5970294739,-0.0372212330,0.0000470504,-0.0298420576,-0.0372682834,0.1361501955,0.0608517820,-0.1295384034,0.1537120250,0.5244853557,1.1941347805,-0.0004164402,-0.0078271761,-1.6437069735,1.514,2,0.0963319031
87.416804,2.5656259890,2.5970294739,-0.0377449761,0.0000422772,-0.0314036148,-0.0377872532,0.1348417115,0.0553384064,-0.1323210144,0.1484030359,0.5244931220,1.1941102271,-0.0005892809,-0.0069640217,-1.4624445559,1.333,2,0.0929508586
87.458581,2.5640382491,2.5970294739,-0.0382636994,0.0000379882,-0.0329913415,-0.0383016875,0.1334670723,0.0496927460,-0.1354958492,0.1431154845,0.5245041095,1.1940792323,-0.0007438756,-0.0061158637,-1.2843313677,1.155,0,0.0895901719
87.500197,2.5624352193,2.5970294739,-0.0387738704,0.0000341343,-0.0345943595,-0.0388080047,0.1320256406,0.0439414609,-0.1380308445,0.1378644393,0.5245179758,1.1940425887,-0.0008794464,-0.0052871489,-1.1103012660,0.981,1,0.0862601120
87.541779,2.5608124580,2.5970294739,-0.0392769970,0.0000306714,-0.0362171102,-0.0393076684,0.1305165944,0.0380723649,-0.1408583019,0.1326652858,0.5245343641,1.1940010761,-0.0009963026,-0.0044772789,-0.9402285746,0.811,0,0.0829710510
87.583468,2.5591646178,2.5970294739,-0.0397747021,0.0000275598,-0.0378649408,-0.0398022619,0.1289388885,0.0320708990,-0.1440351831,0.1275335313,0.5245529231,1.1939554630,-0.0010947141,-0.0036853140,-0.7739159358,0.644,0,0.0797335603
87.625200,2.5574944950,2.5970294739,-0.0402660710,0.0000247638,-0.0395350550,-0.0402908349,0.1272915946,0.0259430272,-0.1470689219,0.1224855460,0.5245733068,1.1939065205,-0.0011746214,-0.0029125690,-0.6116394848,0.482,0,0.0765587762
87.666780,2.5558101460,2.5970294739,-0.0407487840,0.0000222516,-0.0412193963,-0.0407710355,0.1255741197,0.0197080488,-0.1496394820,0.1175388462,0.5245951687,1.1938550208,-0.0012359910,-0.0021615306,-0.4539214313,0.324,0,0.0734584401
87.708511,2.5540996714,2.5954954931,-0.0412262512,0.0000199942,-0.0413958832,-0.0412462454,0.1238492912,0.0167742949,-0.0704100937,0.1129697585,0.5246181618,1.1938025997,-0.0012581085,-0.0017996359,-0.3779235341,0.248,0,0.0704653781
87.750078,2.5523762727,2.5939615123,-0.0416947940,-0.0024148775,-0.0415778172,-0.0392799165,0.1221168822,0.0162610351,-0.0123182349,0.1086373262,0.5246415549,1.1937500518,-0.0012611490,-0.0017076875,-0.3586143769,0.229,0,0.0675932946
87.791793,2.5506272667,2.5924275315,-0.0421578674,-0.0046027325,-0.0417861177,-0.0375551348,0.1203757940,0.0154380106,-0.0197525883,0.1044598215,0.5246649929,1.1936973105,-0.0012657904,-0.0015874914,-0.3333731870,0.204,0,0.0648352952
87.833531,2.5488581464,2.5908935507,-0.0426139413,-0.0065686307,-0.0420152148,-0.0360453106,0.1186251600,0.0143429791,-0.0262807553,0.1004301721,0.5246885053,1.1936443343,-0.0012714287,-0.0014446298,-0.3033722600,0.174,0,0.0621852907
87.875241,2.5470713648,2.5908935507,-0.0430623862,-0.0083350895,-0.0437965670,-0.0347272967,0.1168003030,0.0095645999,-0.1146811019,0.0963203162,0.5247121107,1.1935904949,-0.0012921450,-0.0009427672,-0.1979811053,0.068,0,0.0596221108
87.916783,2.5452733219,2.5893595700,-0.0435016804,-0.0099223418,-0.0440557505,-0.0335793386,0.1149646468,0.0079396352,-0.0389991518,0.0925529368,0.5247360885,1.1935364903,-0.0012961105,-0.0007669371,-0.1610567873,0.031,0,0.0571595998
87.958460,2.5434512279,2.5893595700,-0.0439349625,-0.0089157249,-0.0458809384,-0.0350192376,0.1130529410,0.0002029448,-0.1856805711,0.0886425317,0.5247601276,1.1934820700,-0.0013060873,-0.0000191881,-0.0040295023,-0.126,0,0.0547865071
88.000131,2.5416115184,2.5878255892,-0.0443606474,-0.0080112289,-0.0461894472,-0.0363494186,0.1111283807,-0.0041150583,-0.1036320729,0.0850771533,0.5247843393,1.1934278421,-0.0013014715,0.0003813907,0.0800920404,-0.210,0,0.0525153767
88.041804,2.5397541422,2.5862916084,-0.0447787490,-0.0096313367,-0.0465078630,-0.0351474122,0.1091905531,-0.0059385248,-0.0437631978,0.0817292214,0.5248084529,1.1933738119,-0.0012967250,0.0005399838,0.1133966083,-0.243,0,0.0503422843
88.083454,2.5378805373,2.5847576276,-0.0451889521,-0.0110870854,-0.0468430127,-0.0341018667,0.1072387609,-0.0079719040,-0.0488010999,0.0785143344,0.5248324663,1.1933200449,-0.0012904077,0.0007114592,0.1494064415,-0.279,0,0.0482652101
88.125109,2.5359898005,2.5832236468,-0.0455914621,-0.0123951491,-0.0471957482,-0.0331963130,0.1052722714,-0.0102014743,-0.0535096866,0.0754312475,0.5248563504,1.1932666188,-0.0012822255,0.0008939727,0.1877342763,-0.317,0,0.0462826973
88.166772,2.5340820629,2.5832236468,-0.0459862457,-0.0135705103,-0.0490998731,-0.0324157354,0.1032264433,-0.0160518054,-0.1404079466,0.0723107605,0.5248800710,1.1932142945,-0.0012557828,0.0013804199,0.2898881885,-0.420,0,0.0444139402
88.208458,2.5321569807,2.5816896660,-0.0463733614,-0.0146266317,-0.0494877284,-0.0317467297,0.1011644546,-0.0187096075,-0.0637872511,0.0695291736,0.5249032907,1.1931626258,-0.0012400495,0.0015817390,0.3321651967,-0.462,0,0.0426418317
88.250132,2.5302164635,2.5801556852,-0.0467524205,-0.0155756101,-0.0498913481,-0.0311768104,0.0990856485,-0.0215212495,-0.0674794087,0.0668851481,0.5249262081,1.1931117297,-0.0012215056,0.0017896493,0.3758263491,-0.505,0,0.0409666924
88.291786,2.5282613273,2.5786217044,-0.0471232767,-0.0164283150,-0.0503098826,-0.0306949617,0.0969894034,-0.0244745999,-0.0708804094,0.0643806581,0.5249487718,1.1930617314,-0.0011999593,0.0020031520,0.4206619165,-0.550,0,0.0393892651
88.333454,2.5262902055,2.5724857813,-0.0474861919,-0.0244930431,-0.0461202932,-0.0229931488,0.0950677245,-0.0098977670,0.3498439909,0.0626066450,0.5249709269,1.1930085334,-0.0012767516,0.0008009106,0.1681912156,-0.298,0,0.0377743468
88.375102,2.5243050453,2.5678838389,-0.0478408093,-0.0317396084,-0.0434812378,-0.0161012008,0.0932560062,0.0006026602,0.2520102535,0.0605580080,0.5249944882,1.1929547751,-0.0012902008,-0.0000481203,-0.0101052548,-0.120,0,0.0362061416
88.416802,2.5223028392,2.5632818966,-0.0481876536,-0.0382510131,-0.0408614879,-0.0099366405,0.0915534443,0.0104644923,0.2366839682,0.0585253408,0.5250182855,1.1929017663,-0.0012722111,-0.0008244225,-0.1731287252,0.043,0,0.0347261693
88.458580,2.5202825336,2.5586799542,-0.0485268576,-0.0441018389,-0.0382618678,-0.0044250188,0.0899591998,0.0197593640,0.2230769207,0.0565818716,0.5250417391,1.1928505486,-0.0012292245,-0.0015366060,-0.3226872600,0.193,0,0.0333678252
88.500130,2.5182594085,2.5540780118,-0.0488559134,-0.0493591011,-0.0356668917,0.0005031877,0.0884730793,0.0285905098,0.2119475000,0.0547893352,0.5250643890,1.1928019690,-0.0011659109,-0.0021965552,-0.4612765894,0.332,0,0.0321584197
88.541769,2.5162183709,2.5494760695,-0.0491773287,-0.0540830166,-0.0330914674,0.0049056879,0.0870942681,0.0369819836,0.2013953718,0.0531995723,0.5250858620,1.1927567142,-0.0010861145,-0.0028105014,-0.5902052952,0.461,0,0.0311198623
88.583551,2.5141570302,2.5448741271,-0.0494913918,-0.0583276931,-0.0305378191,0.0088363013,0.0858218590,0.0449816398,0.1919917490,0.0518565555,0.5251058564,1.1927153568,-0.0009925765,-0.0033868552,-0.7112396016,0.582,0,0.0302697994
88.625120,2.5120933711,2.5433401463,-0.0497953890,-0.0597089059,-0.0310632521,0.0099135169,0.0845275568,0.0433525643,-0.0390978117,0.0505382736,0.5251241212,1.1926730882,-0.0010144475,-0.0032342976,-0.6792024919,0.550,0,0.0294243963
88.666791,2.5100121422,2.5433401463,-0.0500916085,-0.0536514657,-0.0331630994,0.0035598572,0.0831457610,0.0307365655,-0.3027839715,0.0490029061,0.5251427811,1.1926252789,-0.0011474242,-0.0022683859,-0.4763610463,0.347,0,0.0284090113
88.708550,2.5079143166,2.5418061655,-0.0503798413,-0.0482085499,-0.0337436737,-0.0021712914,0.0817397746,0.0220441168,-0.2086187687,0.0473045031,0.5251638779,1.1925748084,-0.0012112917,-0.0016072788,-0.3375285484,0.208,0,0.0273356132
88.750134,2.5058135233,2.5418061655,-0.0506582472,-0.0433178154,-0.0358594993,-0.0073404318,0.0802456288,0.0104426703,-0.2784347170,0.0454140563,0.5251861385,1.1925222121,-0.0012623104,-0.0007510595,-0.1577224976,0.028,0,0.0262244648
88.791807,2.5036967745,2.5418061655,-0.0509285788,-0.0389232435,-0.0379897554,-0.0120053353,0.0786627223,-0.0007927806,-0.2696508221,0.0434740090,0.5252093252,1.1924690629,-0.0012755815,0.0000562132,0.0118047789,-0.141,0,0.0251358375
88.833535,2.5015661131,2.5402721847,-0.0511905225,-0.0349744989,-0.0385985730,-0.0162160236,0.0770544485,-0.0082696443,-0.1794447277,0.0416786271,0.5252327439,1.1924163561,-0.0012649620,0.0005785988,0.1215057386,-0.251,0,0.0241071337
88.875208,2.4994275721,2.5402721847,-0.0514433367,-0.0314263526,-0.0407480196,-0.0200169841,0.0753566143,-0.0188212565,-0.2532386922,0.0398948525,0.5252559558,1.1923652755,-0.0012259341,0.0012992828,0.2728493981,-0.403,0,0.0231831170
88.916792,2.4972832737,2.5387382040,-0.0516868228,-0.0282381640,-0.0413681366,-0.0234486588,0.0736329420,-0.0256824794,-0.1646693503,0.0383830686,0.5252784404,1.1923158894,-0.0011852676,0.0017526131,0.3680487490,-0.498,0,0.0223637651
88.958459,2.4951247191,2.5372042232,-0.0519219478,-0.0253734156,-0.0420015156,-0.0265485322,0.0718828788,-0.0322726682,-0.1581645315,0.0370471609,0.5253001687,1.1922685745,-0.0011355583,0.0021797817,0.4577541551,-0.587,0,0.0216614464
89.000115,2.4929570724,2.5356702424,-0.0521481233,-0.0252321378,-0.0426356157,-0.0269159854,0.0701063948,-0.0361637518,-0.0933860072,0.0359370290,0.5253209760,1.1922226848,-0.0011013511,0.0024216027,0.5085365766,-0.638,0,0.0210465336
89.041769,2.4907803411,2.5310683000,-0.0523653528,-0.0299708791,-0.0401958395,-0.0223944737,0.0684315682,-0.0283061397,0.1885826913,0.0351882708,0.5253411476,1.1921741370,-0.0011651475,0.0018843786,0.3957194997,-0.525,0,0.0203483375
89.083431,2.4885943293,2.5264663576,-0.0525736543,-0.0366617205,-0.0377593438,-0.0159119338,0.0668582622,-0.0183727526,0.2384012905,0.0343040406,0.5253624779,1.1921231892,-0.0012227471,0.0012146141,0.2550689640,-0.385,0,0.0195781256
89.125115,2.4863987029,2.5218644153,-0.0527730492,-0.0426737792,-0.0353345489,-0.0100992699,0.0653859893,-0.0090135373,0.2246211665,0.0332694065,0.5253848520,1.1920709577,-0.0012535563,0.0005910065,0.1241113738,-0.254,0,0.0187833949
89.166770,2.4841964140,2.5172624729,-0.0529632715,-0.0480759175,-0.0329182913,-0.0048873540,0.0640143938,-0.0001528585,0.2126562927,0.0321650302,0.5254077785,1.1920183691,-0.0012621258,0.0000099345,0.0020862414,-0.132,0,0.0180035679
89.208454,2.4819849128,2.5141945113,-0.0531445415,-0.0529300113,-0.0320469112,-0.0002145302,0.0626791059,0.0048261204,0.1194954931,0.0309905411,0.5254308501,1.1919659651,-0.0012576973,-0.0003106917,-0.0652452670,-0.064,0,0.0172613671
89.250107,2.4797676342,2.5095925690,-0.0533165784,-0.0572916597,-0.0296488414,0.0039750813,0.0614437375,0.0127882522,0.1910911638,0.0299290639,0.5254538292,1.1919143353,-0.0012391153,-0.0008161742,-0.1713965717,0.042,0,0.0165818930
89.291763,2.4775432479,2.5065246074,-0.0534794948,-0.0612108208,-0.0287932201,0.0077313261,0.0602440200,0.0169789451,0.1005766281,0.0288907038,0.5254764574,1.1918633889,-0.0012227141,-0.0010744157,-0.2256272945,0.096,0,0.0159592983
89.333422,2.4753121258,2.5034566458,-0.0536332617,-0.0647323850,-0.0279455566,0.0110991233,0.0590796218,0.0208061696,0.0918533896,0.0279372303,0.5254987751,1.1918132145,-0.0012041838,-0.0013062308,-0.2743084610,0.145,0,0.0153960449
89.375111,2.4730731768,2.5003886843,-0.0537779431,-0.0654638449,-0.0271142958,0.0116859017,0.0579498595,0.0218580240,0.0252445050,0.0270554911,0.5255207439,1.1917633088,-0.0011977385,-0.0013621961,-0.2860611881,0.156,0,0.0148668975
89.416797,2.4708285392,2.4973207227,-0.0539133914,-0.0661210985,-0.0262889516,0.0122077071,0.0568544865,0.0228732417,0.0243652251,0.0262258569,0.5255425845,1.1917136717,-0.0011912901,-0.0014155510,-0.2972657132,0.168,0,0.0143706417
89.458432,2.4685811630,2.4927187803,-0.0540394469,-0.0667116740,-0.0239325703,0.0126722272,0.0558572960,0.0273049822,0.1063617720,0.0255026173,0.5255642972,1.1916651653,-0.0011641536,-0.0016795081,-0.3526966929,0.223,0,0.0139474442
89.500164,2.4663235147,2.4881168380,-0.0541565162,-0.0672423360,-0.0215866452,0.0130858198,0.0549578525,0.0317802808,0.1074071650,0.0248989013,0.5255855053,1.1916179835,-0.0011323613,-0.0019447750,-0.4084027556,0.279,0,0.0136047252
89.541801,2.4640663563,2.4850488764,-0.0542640411,-0.0677191625,-0.0207743764,0.0134551215,0.0540922535,0.0328903177,0.0266408869,0.0243778561,0.5256061246,1.1915711856,-0.0011231514,-0.0020037745,-0.4207926520,0.291,0,0.0132939797
