t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,current_from_u_raw,goal_current_raw,present_current_raw,psi_hat_norm
9.583461,2.4633375916,2.4896508187,-0.0543623354,-0.0702390140,-0.0260973383,0.0158766786,0.0562901149,0.0333060159,0.0113447451,0.0064294584,0.5171852085,0.9302897989,0.0001510292,-0.0023452245,-0.4924971518,0.363,0,0.0046603501
9.625112,2.4610714579,2.4850488764,-0.0544512988,-0.0704118290,-0.0237609985,0.0159605302,0.0553000733,0.0375434911,0.1016994043,0.0067222708,0.5171878389,0.9302978121,0.0001923171,-0.0026493030,-0.5563536254,0.427,0,0.0049823557
9.666777,2.4588010818,2.4819809148,-0.0545309633,-0.0705671120,-0.0229629358,0.0160361487,0.0543432843,0.0381650154,0.0149165854,0.0072130535,0.5171911882,0.9303061226,0.0001994522,-0.0027028664,-0.5676019496,0.438,0,0.0053030260
9.708482,2.4565253839,2.4789129532,-0.0546013486,-0.0707066416,-0.0221702433,0.0161052930,0.0534195242,0.0388139143,0.0155735736,0.0077052463,0.5171946616,0.9303147490,0.0002070337,-0.0027587207,-0.5793313466,0.450,0,0.0056241854
9.750241,2.4542439730,2.4743110109,-0.0546624346,-0.0708320160,-0.0198493265,0.0161695814,0.0525924689,0.0432251756,0.1058702699,0.0082184004,0.5171982668,0.9303254876,0.0002577261,-0.0030837470,-0.6475868789,0.518,0,0.0061132731
9.791795,2.4519713884,2.4743110109,-0.0547138829,-0.0685118280,-0.0221290424,0.0137979451,0.0516704255,0.0341362844,-0.2181333876,0.0089224428,0.5172027546,0.9303322192,0.0001615580,-0.0024477836,-0.5140345488,0.384,0,0.0061846458
9.833450,2.4496914023,2.4758449916,-0.0547560964,-0.0615613355,-0.0259643725,0.0068052391,0.0505885766,0.0165049909,-0.4231510459,0.0089854301,0.5172055677,0.9303337936,0.0000377854,-0.0011840545,-0.2486514365,0.119,0,0.0057755622
9.875096,2.4474102813,2.4773789724,-0.0547889279,-0.0528831239,-0.0298061480,-0.0019058040,0.0493466538,-0.0030858344,-0.4701798060,0.0083478371,0.5172062256,0.9303338483,0.0000013147,0.0002203579,0.0462751579,-0.176,0,0.0052642677
9.916793,2.4451252445,2.4773789724,-0.0548124033,-0.0475181560,-0.0321076747,-0.0072942472,0.0480088340,-0.0158300556,-0.3058613100,0.0075923467,0.5172062485,0.9303352820,0.0000344092,0.0011242309,0.2360884936,-0.366,0,0.0049249749
9.958437,2.4428422973,2.4789129532,-0.0548264615,-0.0426974616,-0.0359394197,-0.0121289998,0.0465113582,-0.0318813729,-0.3852316152,0.0070732569,0.5172068476,0.9303410754,0.0001390396,0.0022556188,0.4736799452,-0.603,0,0.0050150581
10.000117,2.4405570328,2.4773789724,-0.0548311355,-0.0383658244,-0.0367040173,-0.0164653112,0.0449820241,-0.0401922715,-0.1994615664,0.0072052134,0.5172092685,0.9303502917,0.0002211914,0.0028463743,0.5977386021,-0.727,0,0.0054099527
10.041790,2.4382721167,2.4758449916,-0.0548264102,-0.0369064729,-0.0374594381,-0.0179199374,0.0434212142,-0.0456440988,-0.1308438547,0.0077825073,0.5172131196,0.9303622279,0.0002864703,0.0032461196,0.6816851203,-0.811,0,0.0060152002
10.083441,2.4359887860,2.4712430493,-0.0548122977,-0.0404608584,-0.0351299016,-0.0143514393,0.0419574683,-0.0386065884,0.1689002513,0.0087151951,0.5172181069,0.9303708252,0.0002063332,0.0027642760,0.5804979519,-0.710,0,0.0062620071
10.125124,2.4337045045,2.4681750877,-0.0547887788,-0.0436546531,-0.0343364049,-0.0111341256,0.0405267848,-0.0355229332,0.0740077242,0.0091158903,0.5172216988,0.9303781249,0.0001751940,0.0025508624,0.5356811138,-0.665,0,0.0063695778
10.166794,2.4314220877,2.4651071261,-0.0547558761,-0.0465244389,-0.0335420395,-0.0082314372,0.0391291998,-0.0327051335,0.0676271920,0.0093152748,0.5172247486,0.9303843214,0.0001487156,0.0023519060,0.4939002588,-0.624,0,0.0063684653
10.208510,2.4291387876,2.4620391646,-0.0547135392,-0.0491030863,-0.0327494522,-0.0056104528,0.0377646393,-0.0301266616,0.0618833271,0.0093555632,0.5172273373,0.9303895808,0.0001262271,0.0021671204,0.4550952864,-0.585,0,0.0062835461
10.250142,2.4268619551,2.4574372222,-0.0546619170,-0.0514201312,-0.0304172206,-0.0032417858,0.0364972551,-0.0240054915,0.1469080803,0.0092912117,0.5172295345,0.9303929186,0.0000801071,0.0017260107,0.3624622467,-0.492,0,0.0060313930
10.291769,2.4245877870,2.4543692606,-0.0546009533,-0.0535021129,-0.0296170279,-0.0010988404,0.0352632123,-0.0217028147,0.0552642439,0.0089566857,0.5172309288,0.9303956402,0.0000653184,0.0015566957,0.3269061061,-0.457,0,0.0057463297
10.333476,2.4223120129,2.4513012990,-0.0545305085,-0.0553728786,-0.0288190904,0.0008423701,0.0340624168,-0.0195603154,0.0514199824,0.0085693848,0.5172320658,0.9303978448,0.0000529103,0.0013991036,0.2938117561,-0.423,0,0.0054399270
10.375224,2.4200370861,2.4497673183,-0.0544506174,-0.0570538560,-0.0295548697,0.0026032386,0.0328309639,-0.0212852253,-0.0413978364,0.0081290065,0.5172329867,0.9304004471,0.0000624539,0.0015176368,0.3187037211,-0.448,0,0.0051995848
10.416770,2.4177766833,2.4466993567,-0.0543618146,-0.0561314557,-0.0287501461,0.0017696411,0.0316330412,-0.0218973576,-0.0146911747,0.0077965779,0.5172340737,0.9304031945,0.0000659384,0.0015575200,0.3270791959,-0.457,0,0.0049959724
10.458437,2.4155135954,2.4451653759,-0.0542634519,-0.0528697894,-0.0294892783,-0.0013936625,0.0304043213,-0.0285505490,-0.1596765941,0.0074961877,0.5172352214,0.9304078549,0.0001118495,0.0020263182,0.4255268126,-0.555,0,0.0049936870
10.500110,2.4132545280,2.4466993567,-0.0541557777,-0.0475061743,-0.0332988123,-0.0066496034,0.0290168707,-0.0448150278,-0.3903474906,0.0074612823,0.5172371681,0.9304193346,0.0002755129,0.0031798599,0.6677705782,-0.797,0,0.0056374565
10.541815,2.4109983378,2.4466993567,-0.0540387243,-0.0426866954,-0.0355698158,-0.0113520288,0.0275347951,-0.0570042749,-0.2925419321,0.0084071067,0.5172419632,0.9304380364,0.0004488420,0.0040726757,0.8552618912,-0.985,0,0.0068940210
10.583585,2.4087437556,2.4466993567,-0.0539121923,-0.0383561504,-0.0378377085,-0.0155560419,0.0259582239,-0.0688210625,-0.2836029019,0.0102629726,0.5172497742,0.9304656616,0.0006630064,0.0049830659,1.0464438427,-1.176,0,0.0088393152
10.625099,2.4065084173,2.4451653759,-0.0537772375,-0.0344649371,-0.0385510261,-0.0193123004,0.0243519311,-0.0765386742,-0.1852226799,0.0131662291,0.5172613107,0.9305005388,0.0008370511,0.0056569332,1.1879559671,-1.318,0,0.0112191728
10.666788,2.4042695038,2.4451653759,-0.0536325100,-0.0309684856,-0.0408006865,-0.0226640244,0.0226519025,-0.0876340681,-0.2662894536,0.0166854940,0.5172758732,0.9305473868,0.0011243540,0.0066367020,1.3937074228,-1.523,0,0.0143656290
10.708461,2.4020376444,2.4451653759,-0.0534786421,-0.0278267474,-0.0430422023,-0.0256518948,0.0208584774,-0.0984780510,-0.2602555909,0.0213344050,0.5172954296,0.9306084249,0.0014649137,0.0076950463,1.6159597246,-1.746,-1,0.0183137303
10.750110,2.3998136847,2.4451653759,-0.0533157059,-0.0250037370,-0.0452748390,-0.0283119689,0.0189720258,-0.1091044129,-0.2550326852,0.0271611121,0.5173209018,0.9306862364,0.0018674761,0.0088546779,1.8594823585,-1.989,0,0.0230903450
10.791864,2.3975910660,2.4436313951,-0.0531431925,-0.0224671197,-0.0459712734,-0.0306760727,0.0170565561,-0.1158260411,-0.1613190775,0.0342779338,0.5173533615,0.9307779090,0.0022001413,0.0098272418,2.0637207696,-2.193,-3,0.0282614093
10.833444,2.3953851512,2.4420974143,-0.0529623185,-0.0226206843,-0.0466427355,-0.0303416342,0.0151131088,-0.1198292769,-0.0960776588,0.0420288812,0.5173915854,0.9308806652,0.0024661505,0.0106481952,2.2361209858,-2.366,-2,0.0334926711
10.875150,2.3931802233,2.4374954720,-0.0527718122,-0.0251915131,-0.0442378193,-0.0275802992,0.0132698663,-0.1139553529,0.1409741772,0.0501550040,0.5174344078,0.9309779912,0.0023358238,0.0106062204,2.2273062814,-2.357,-1,0.0375631228
10.916770,2.3909879627,2.4282915872,-0.0525726684,-0.0372329054,-0.0371891843,-0.0153397631,0.0117203170,-0.0871552423,0.6432026546,0.0571667041,0.5174749447,0.9310371411,0.0014195975,0.0084287088,1.7700288467,-1.900,-1,0.0384048816
10.958429,2.3888021636,2.4114177986,-0.0523643401,-0.0602169202,-0.0224305504,0.0078525801,0.0107857107,-0.0302181483,1.3664902553,0.0601675243,0.5174995703,0.9310443659,0.0001733931,0.0029694368,0.6235817195,-1.393,-1,0.0354914602
11.000114,2.3866238617,2.3976119715,-0.0521469032,-0.0906005906,-0.0107096370,0.0384536874,0.0103394758,0.0275998343,1.3876315829,0.0570108392,0.5175025776,0.9310502926,0.0001422423,-0.0026670726,-0.5600852550,-0.886,-1,0.0327632978
11.041788,2.3844553774,2.3822721636,-0.0519205839,-0.1179018520,0.0025456006,0.0659812681,0.0104455425,0.0867688969,1.4200575016,0.0539293958,0.5175050445,0.9311079037,0.0013826666,-0.0082464678,-1.7317582386,-0.380,-1,0.0343376668
11.083463,2.3822964204,2.3776702212,-0.0516853551,-0.1327020405,0.0050340762,0.0810166854,0.0106552957,0.1080124222,0.5098446065,0.0569968378,0.5175290199,0.9311986689,0.0021783652,-0.0104373849,-2.1918508304,0.127,0,0.0383057250
11.125110,2.3801489557,2.3776702212,-0.0514414408,-0.1241051678,0.0028601879,0.0726637270,0.0107744702,0.0946629051,-0.3203884095,0.0634851790,0.5175667772,0.9312708074,0.0017313235,-0.0094659628,-1.9878521867,0.634,0,0.0402774417
11.166804,2.3780093737,2.3807381828,-0.0511884243,-0.1115147573,-0.0023860539,0.0603263330,0.0106750513,0.0697211924,-0.5986011050,0.0663105630,0.5175967724,0.9313105121,0.0009529129,-0.0070742429,-1.4855910009,1.140,0,0.0395843393
11.208437,2.3758836865,2.3853401252,-0.0509270215,-0.0929031083,-0.0091708888,0.0419760868,0.0102929309,0.0347123138,-0.8402130857,0.0644929499,0.5176132765,0.9313202628,0.0002340158,-0.0034895302,-0.7328013506,0.634,0,0.0367589599
11.250128,2.3737661087,2.3868741060,-0.0506565224,-0.0761796023,-0.0128738493,0.0255230799,0.0097565205,0.0087048758,-0.6241785129,0.0595002776,0.5176173291,0.9313208602,0.0000143381,-0.0008525873,-0.1790433362,0.127,0,0.0335175263
11.291766,2.3716626101,2.3914760483,-0.0503776873,-0.0611526881,-0.0196254775,0.0107750007,0.0089387923,-0.0232376329,-0.7666202093,0.0536896179,0.5176175773,0.9313249868,0.0000990389,0.0022060879,0.4632784547,-0.380,0,0.0308355244
11.333436,2.3695693635,2.3945440099,-0.0500900167,-0.0476502471,-0.0248281871,-0.0024397696,0.0079042845,-0.0502728096,-0.6488442396,0.0489839380,0.5176192923,0.9313438055,0.0004516481,0.0046502631,0.9765552609,-0.886,0,0.0295375771
11.375214,2.3674828924,2.3960779907,-0.0497929814,-0.0379504657,-0.0284784526,-0.0118425158,0.0067176823,-0.0700222848,-0.4739874052,0.0466717979,0.5176271128,0.9313798417,0.0008648698,0.0063933940,1.3426127497,-1.393,-1,0.0297116757
11.416797,2.3654186081,2.3960779907,-0.0494888074,-0.0341004089,-0.0305545706,-0.0153883984,0.0054445752,-0.0802971028,-0.2465956315,0.0468744044,0.5176420861,0.9314272840,0.0011386139,0.0073401711,1.5414359352,-1.671,-1,0.0307511397
11.458552,2.3633587355,2.3960779907,-0.0491748839,-0.0306409386,-0.0326250763,-0.0185339453,0.0040851970,-0.0902799890,-0.2395892685,0.0484457258,0.5176617941,0.9314877896,0.0014521349,0.0083264823,1.7485612924,-1.878,-1,0.0326671207
11.500243,2.3613152778,2.3960779907,-0.0488530000,-0.0275324299,-0.0346780883,-0.0213205701,0.0026402767,-0.0999831010,-0.2328746880,0.0513977185,0.5176869211,0.9315632298,0.0018105642,0.0093746385,1.9686740924,-2.098,-1,0.0354611045
11.541768,2.3592934561,2.3960779907,-0.0485240650,-0.0247392779,-0.0367084952,-0.0237847871,0.0011107560,-0.1094294799,-0.2267130954,0.0557276719,0.5177182384,0.9316557589,0.0022206998,0.0105062804,2.2063188850,-2.336,-2,0.0391279848
11.583474,2.3572767460,2.3960779907,-0.0481853848,-0.0222294899,-0.0387329195,-0.0259558949,-0.0005031156,-0.1186875645,-0.2221940304,0.0614227299,0.5177566319,0.9317679496,0.0026925764,0.0117459590,2.4666513906,-2.596,-2,0.0436639942
11.625103,2.3552780304,2.3960779907,-0.0478390832,-0.0199743187,-0.0407385666,-0.0278647645,-0.0022005559,-0.1277567246,-0.2176598404,0.0684733657,0.5178031569,0.9319027358,0.0032348673,0.0131110475,2.7533199711,-2.883,-2,0.0490596343
11.666764,2.3532923292,2.3945440099,-0.0474843144,-0.0179479335,-0.0411965154,-0.0295363809,-0.0039170774,-0.1329385332,-0.1243634086,0.0770303371,0.5178590136,0.9320549785,0.0036538256,0.0142333940,2.9890127377,-3.119,-1,0.0547549660
11.708426,2.3513216094,2.3930100291,-0.0471214171,-0.0185599674,-0.0416313733,-0.0285614497,-0.0056517179,-0.1354445030,-0.0601432739,0.0861475932,0.5179220539,0.9322199841,0.0039601355,0.0151430399,3.1800383847,-3.310,-2,0.0603459650
11.750110,2.3493650659,2.3853401252,-0.0467502341,-0.0239755972,-0.0359013672,-0.0227746369,-0.0071476082,-0.1181551971,0.4149433413,0.0961035823,0.5179903183,0.9323513443,0.0031526429,0.0138211316,2.9024376292,-3.032,-4,0.0630283240
11.791809,2.3474235192,2.3746022596,-0.0463709062,-0.0385731868,-0.0270601807,-0.0077977194,-0.0082751157,-0.0837644123,0.8253788343,0.1022643666,0.5180446181,0.9324191656,0.0016277123,0.0100666570,2.1139979766,-2.525,-3,0.0615297537
11.833551,2.3454959730,2.3623304133,-0.0459832159,-0.0614212308,-0.0166456542,0.0154380149,-0.0089686847,-0.0367645334,1.1279970956,0.1020578805,0.5180726374,0.9324322189,0.0003132780,0.0044146019,0.9270663903,-2.019,-3,0.0568438767
11.875247,2.3435868585,2.3485245863,-0.0455880556,-0.0843841947,-0.0046783619,0.0387961391,-0.0091636164,0.0147504293,1.2363591028,0.0964558940,0.5180780290,0.9324342693,0.0000492102,-0.0017284069,-0.3629654455,-1.512,-2,0.0518965570
11.916794,2.3417011200,2.3377867207,-0.0451865276,-0.1050175769,0.0042371845,0.0598310493,-0.0089870671,0.0572160361,1.0191745653,0.0895851150,0.5180788758,0.9324641832,0.0007179334,-0.0065007318,-1.3651536679,-1.005,-2,0.0493104222
11.958430,2.3398282498,2.3301168168,-0.0447764190,-0.1186920257,0.0100762484,0.0739156067,-0.0085672234,0.0857654936,0.6851869797,0.0861006575,0.5180912298,0.9325303297,0.0015875157,-0.0095898469,-2.0138678471,-0.499,0,0.0495690921
12.000097,2.3379712409,2.3301168168,-0.0443583360,-0.1163821488,0.0082121398,0.0720238128,-0.0082250509,0.0799277906,-0.1401048724,0.0865029923,0.5181185401,0.9325878851,0.0013813296,-0.0089542382,-1.8803900282,0.008,0,0.0491884380
12.041788,2.3361307622,2.3301168168,-0.0439324063,-0.1045752350,0.0063353710,0.0606428286,-0.0079610771,0.0644604721,-0.3712156436,0.0856192244,0.5181422950,0.9326251670,0.0008947670,-0.0071922620,-1.5103750229,0.515,0,0.0474189285
12.083474,2.3343084076,2.3331847784,-0.0434989909,-0.0915332837,0.0014049687,0.0480342928,-0.0079025367,0.0402208870,-0.5817500425,0.0819807459,0.5181576783,0.9326394367,0.0003424723,-0.0044120030,-0.9265206254,0.797,0,0.0441960504
12.125115,2.3325062240,2.3377867207,-0.0430585977,-0.0749487457,-0.0050501320,0.0318901481,-0.0081129589,0.0084437775,-0.7626506279,0.0756623028,0.5181635654,0.9326400468,0.0000146432,-0.0008986002,-0.1887060351,0.290,0,0.0402895773
12.166803,2.3307204792,2.3408546823,-0.0426103135,-0.0576138581,-0.0099571194,0.0150035446,-0.0085278389,-0.0206862932,-0.6991216966,0.0683937712,0.5181638171,0.9326435792,0.0000847773,0.0021235585,0.4459472937,-0.216,0,0.0369518693
12.208435,2.3289559822,2.3408546823,-0.0421553493,-0.0493361162,-0.0117470591,0.0071807669,-0.0090172997,-0.0334522939,-0.3063840184,0.0625747241,0.5181652743,0.9326525454,0.0002151885,0.0033332001,0.6999720217,-0.723,0,0.0343370592
12.250126,2.3272081229,2.3408546823,-0.0416925157,-0.0443309906,-0.0135103024,0.0026384749,-0.0095802289,-0.0429780555,-0.2286182772,0.0580515288,0.5181689731,0.9326669969,0.0003468351,0.0041816503,0.8781465677,-1.008,-1,0.0324020236
12.291770,2.3254816012,2.3408546823,-0.0412230516,-0.0398336326,-0.0152506473,-0.0013894190,-0.0102156726,-0.0520373426,-0.2174228901,0.0546970568,0.5181749343,0.9326878044,0.0004993800,0.0049727016,1.0442673347,-1.174,-1,0.0311661147
12.333557,2.3237690027,2.3408546823,-0.0407448979,-0.0357925295,-0.0169756666,-0.0049523684,-0.0109229920,-0.0606966991,-0.2078245567,0.0525370792,0.5181835165,0.9327157815,0.0006714510,0.0057323523,1.2037939778,-1.333,-1,0.0306361847
12.375148,2.3220843803,2.3408546823,-0.0402620022,-0.0321613943,-0.0186714498,-0.0081006079,-0.0117009691,-0.0689715922,-0.1985974343,0.0515774082,0.5181950542,0.9327517167,0.0008624460,0.0064797001,1.3607370286,-1.490,-1,0.0308069847
12.416763,2.3204190743,2.3408546823,-0.0397719611,-0.0288986361,-0.0203467843,-0.0108733250,-0.0125487518,-0.0769208839,-0.1907830015,0.0518039572,0.5182098712,0.9327964686,0.0010740445,0.0072357524,1.5195079984,-1.649,-1,0.0316675820
12.458429,2.3187722562,2.3408546823,-0.0392744960,-0.0259668831,-0.0220026135,-0.0133076129,-0.0134655273,-0.0845827622,-0.1838850790,0.0531939841,0.5182283194,0.9328509940,0.0013086106,0.0080176984,1.6837166593,-1.813,-2,0.0332025061
12.500092,2.3171464434,2.3393207015,-0.0387703446,-0.0233325551,-0.0221025425,-0.0154377894,-0.0143864666,-0.0882498949,-0.0880111836,0.0558334464,0.5182507902,0.9329112064,0.0014450977,0.0084863902,1.7821419429,-1.912,-2,0.0349921973
12.541865,2.3155375694,2.3408546823,-0.0382581952,-0.0209654785,-0.0252526728,-0.0172927167,-0.0154386613,-0.0990736660,-0.2597705073,0.0586680723,0.5182755967,0.9329882539,0.0018491395,0.0096732453,2.0313815118,-2.161,-1,0.0378427543
12.583574,2.3139526405,2.3408546823,-0.0377402561,-0.0188385406,-0.0268441391,-0.0189017155,-0.0165571671,-0.1060420048,-0.1672401316,0.0633962973,0.5183073266,0.9330787362,0.0021715738,0.0106141205,2.2289653030,-2.359,-2,0.0413035718
12.625113,2.3123957773,2.3408546823,-0.0372179880,-0.0169273796,-0.0284068765,-0.0202906084,-0.0177407870,-0.1128138666,-0.1625246823,0.0691435594,0.5183445717,0.9331841915,0.0025309292,0.0116288311,2.4420545318,-2.572,-2,0.0453513476
12.666809,2.3108549614,2.3408546823,-0.0366873655,-0.0152101050,-0.0299529707,-0.0214772605,-0.0189888274,-0.1194348508,-0.1589036219,0.0758691137,0.5183879561,0.9333063858,0.0029326624,0.0127287545,2.6730384419,-2.803,0,0.0499666686
12.708444,2.3093386314,2.3408546823,-0.0361512464,-0.0136670470,-0.0314740434,-0.0224841994,-0.0203002459,-0.1259061093,-0.1553102035,0.0835395282,0.5184381945,0.9334472468,0.0033806630,0.0139204112,2.9232863571,-3.053,-3,0.0551284700
12.750109,2.3078436584,2.3408546823,-0.0356085403,-0.0122805316,-0.0329732781,-0.0233280087,-0.0216741325,-0.1322505045,-0.1522654848,0.0921186945,0.5184960643,0.9336089135,0.0038800008,0.0152117765,3.1944730721,-3.324,-2,0.0608177653
12.791778,2.3063713048,2.3408546823,-0.0350596878,-0.0110346775,-0.0344494610,-0.0240250103,-0.0231095267,-0.1384801195,-0.1495107610,0.1015743597,0.5185624248,0.9337937248,0.0044354710,0.0166093776,3.4879692894,-3.618,-2,0.0670164284
12.833433,2.3049224291,2.3408546823,-0.0345050146,-0.0099152147,-0.0359017775,-0.0245897999,-0.0246054341,-0.1446062112,-0.1470261996,0.1118759370,0.5186382109,0.9340042248,0.0050520003,0.0181192798,3.8050487637,-3.935,-3,0.0737073877
12.875100,2.3034963939,2.3408546823,-0.0339442779,-0.0089093208,-0.0373309045,-0.0250349570,-0.0261608884,-0.1506416040,-0.1448494272,0.1229947460,0.5187244344,0.9342431759,0.0057348267,0.0197474979,4.1469745515,-4.277,-4,0.0808751884
12.916805,2.3020925392,2.3408546823,-0.0333771908,-0.0080054744,-0.0387375373,-0.0253717164,-0.0277749525,-0.1565978619,-0.1429501892,0.1349049515,0.5188221864,0.9345135662,0.0064893666,0.0214998297,4.5149642412,-4.645,-2,0.0885060131
12.958438,2.3007148314,2.3408546823,-0.0328053740,-0.0071933229,-0.0401177413,-0.0256120512,-0.0294465250,-0.1624760564,-0.1410766696,0.1475837707,0.5189326391,0.9348185825,0.0073203927,0.0233806187,4.9099299262,-5.040,-5,0.0965858479
13.000128,2.2993592198,2.3408546823,-0.0322271551,-0.0064635637,-0.0414755959,-0.0257635914,-0.0311746749,-0.1682921953,-0.1395873336,0.1610078706,0.5190570311,0.9351616687,0.0082340688,0.0253960162,5.3331633977,-5.463,-4,0.1051035610
13.041770,2.2980293167,2.3393207015,-0.0316440692,-0.0058078382,-0.0412735336,-0.0258362311,-0.0328944054,-0.1703115005,-0.0484633246,0.1755406432,0.5191966888,0.9355306016,0.0088543900,0.0269927159,5.6684703420,-5.798,-5,0.1133073420
13.083427,2.2967233722,2.3362527399,-0.0310553683,-0.0052186358,-0.0395133276,-0.0258367326,-0.0345407941,-0.1684533344,0.0445959865,0.1900188633,0.5193465601,0.9359086465,0.0090730757,0.0279725580,5.8742371823,-6.004,-5,0.1204664168
13.125097,2.2954416525,2.3316507976,-0.0304611562,-0.0119877373,-0.0361722992,-0.0184734189,-0.0360479732,-0.1552791936,0.3161793801,0.2037165274,0.5194998019,0.9362436338,0.0080396955,0.0268974877,5.6484724141,-5.778,-5,0.1245101280
13.166773,2.2941846160,2.3239808936,-0.0298616335,-0.0253686464,-0.0297183038,-0.0044929871,-0.0372862359,-0.1277126736,0.6615964791,0.2135690494,0.5196353098,0.9364769348,0.0055992239,0.0227820339,4.7842271225,-5.271,-5,0.1235433527
13.208523,2.2929505475,2.3117090473,-0.0292559336,-0.0446905983,-0.0186211374,0.0154346647,-0.0380621166,-0.0825152113,1.0847390970,0.2164796455,0.5197295282,0.9365751510,0.0023571898,0.0148469731,3.1178643412,-4.765,-4,0.1168336851
13.250129,2.2917459428,2.2979032203,-0.0286472883,-0.0693508770,-0.0059441185,0.0407035887,-0.0383097882,-0.0274777008,1.3209002501,0.2095525355,0.5197691544,0.9365858243,0.0002561589,0.0048455099,1.0175570894,-4.258,-4,0.1068815392
13.291984,2.2905598133,2.2840973932,-0.0280300775,-0.0939422253,0.0067511638,0.0659121478,-0.0380284897,0.0282892685,1.3384072648,0.1958971677,0.5197734593,0.9365966820,0.0002605857,-0.0047878772,-1.0054542037,-3.751,-3,0.0978599479
13.333472,2.2894096939,2.2764274892,-0.0274135040,-0.1111731066,0.0133239097,0.0837596026,-0.0374733268,0.0625356560,0.8219133000,0.1814940844,0.5197778382,0.9366473932,0.0012170672,-0.0101159015,-2.1243393253,-3.245,-4,0.0917470017
13.375109,2.2882812402,2.2748935084,-0.0267900233,-0.1144917069,0.0137396369,0.0877016836,-0.0369008419,0.0682732602,0.1377025003,0.1705273556,0.5197982867,0.9367057067,0.0013995240,-0.0106552723,-2.2376071908,-2.738,-2,0.0866931181
13.416791,2.2871776668,2.2748935084,-0.0261612788,-0.1053094207,0.0126078406,0.0791481419,-0.0363755152,0.0577720880,-0.2520281320,0.1608615698,0.5198217931,0.9367461170,0.0009698489,-0.0087265079,-1.8325666612,-2.232,-3,0.0811933073
13.458436,2.2861013302,2.2764274892,-0.0255286070,-0.0946258299,0.0099646858,0.0690972228,-0.0359603200,0.0420274437,-0.3778714644,0.1500741650,0.5198380781,0.9367667088,0.0004942020,-0.0061127915,-1.2836862223,-1.725,-1,0.0751212550
13.500133,2.2850501389,2.2748935084,-0.0248907677,-0.0850260843,0.0104179692,0.0601353165,-0.0355262380,0.0347549853,-0.1745390015,0.1388217640,0.5198463748,0.9367802244,0.0003243739,-0.0048518105,-1.0188802037,-1.218,-1,0.0692168660
13.541760,2.2840273396,2.2748935084,-0.0242497445,-0.0764002283,0.0093686572,0.0521504838,-0.0351358772,0.0248280371,-0.2382467576,0.1276692463,0.5198518199,0.9367868353,0.0001586628,-0.0033220962,-0.6976402096,-0.712,-1,0.0634424192
13.583447,2.2830299034,2.2764274892,-0.0236036469,-0.0686494613,0.0068134172,0.0450458144,-0.0348519848,0.0120532280,-0.3065954187,0.1165988298,0.5198544832,0.9367883264,0.0000357853,-0.0015434147,-0.3241170832,-0.205,-1,0.0578681134
13.625101,2.2820602396,2.2764274892,-0.0229540150,-0.0616850060,0.0058223473,0.0387309909,-0.0346093870,0.0037261509,-0.1998498491,0.1061806629,0.5198550838,0.9367884628,0.0000032753,-0.0004569532,-0.0959601759,-0.034,0,0.0527043676
13.666785,2.2811170230,2.2779614700,-0.0222999624,-0.0554270914,0.0033259154,0.0331271289,-0.0344708072,-0.0076131860,-0.2721440865,0.0963816015,0.5198551388,0.9367890089,0.0000131050,0.0008948542,0.1879193727,-0.318,0,0.0480314749
13.708430,2.2802020207,2.2779614700,-0.0216427217,-0.0498040392,0.0023936299,0.0281613174,-0.0343710727,-0.0146531863,-0.1689600054,0.0877162961,0.5198553588,0.9367909542,0.0000466870,0.0016563285,0.3478289792,-0.477,0,0.0438802501
13.750098,2.2793139723,2.2794954508,-0.0209814018,-0.0447514430,-0.0000439291,0.0237700412,-0.0343729030,-0.0248382011,-0.2444403560,0.0798848375,0.5198561424,0.9367963422,0.0001293128,0.0027064776,0.5683603062,-0.698,0,0.0403656841
13.791773,2.2784534183,2.2810294316,-0.0203163786,-0.0402114303,-0.0024524182,0.0198950517,-0.0344750871,-0.0345794749,-0.2337905726,0.0732647250,0.5198583129,0.9368064554,0.0002427169,0.0036489387,0.7662771212,-0.896,0,0.0375457093
13.833452,2.2776205840,2.2810294316,-0.0196478173,-0.0361319998,-0.0032977912,0.0164841825,-0.0346124951,-0.0401926798,-0.1347169154,0.0680780760,0.5198623866,0.9368197693,0.0003195331,0.0041329223,0.8679136740,-0.998,0,0.0352534968
13.875202,2.2768143215,2.2810294316,-0.0189747263,-0.0324664255,-0.0041153203,0.0134916992,-0.0347839668,-0.0453694148,-0.1242416407,0.0638641218,0.5198677492,0.9368363722,0.0003984702,0.0045658916,0.9588372356,-1.088,0,0.0334567303
13.916779,2.2760393972,2.2810294316,-0.0183011819,-0.0291727220,-0.0049003683,0.0108715401,-0.0349881488,-0.0501428148,-0.1145615998,0.0605600634,0.5198744360,0.9368563064,0.0004784213,0.0049602123,1.0416445858,-1.171,0,0.0321192860
13.958522,2.2752896174,2.2794954508,-0.0176218081,-0.0262131632,-0.0041252638,0.0085913551,-0.0351600348,-0.0508240554,-0.0163497745,0.0582095064,0.5198824636,0.9368765330,0.0004854376,0.0049655717,1.0427700670,-1.172,0,0.0309486839
