t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,u_aux,u_fric,tail_activation,max_control_eff,current_from_u_raw,goal_current_raw,present_current_raw,psi_hat_norm
0.000002,2.4405634335,2.4405634335,0.0000000201,0.0000000000,0.0000000000,0.0000000201,0.0000000000,0.0000000201,0.0000004832,-0.0000000000,0.4963644172,0.8856929670,0.0000000000,-0.0000000013,-0.0000000014,0.0000000000,0.0000000000,0.0630753148,-0.0000002709,-0.130,0,0.0000000000
0.041791,2.4405793933,2.4405634335,0.0003818739,0.0000000000,0.0000159598,0.0003818739,0.0000006650,0.0004207295,0.0100970245,0.0000000000,0.4963644172,0.8856929680,0.0000000230,-0.0000269750,-0.0000260381,0.0000001151,0.0000000000,0.0630753148,-0.0056647551,-0.124,0,0.0000000987
0.083592,2.4406272820,2.4405634335,0.0007636398,0.0000000000,0.0000638485,0.0007636398,0.0000033253,0.0009200235,0.0119830568,0.0000001514,0.4963644177,0.8856929725,0.0000001098,-0.0000590088,-0.0000520688,0.0000002301,0.0000000000,0.0630753148,-0.0123918463,-0.117,0,0.0000005617
0.125142,2.4407065110,2.4405634335,0.0011427307,0.0000000000,0.0001430775,0.0011427307,0.0000092869,0.0014957592,0.0138176556,0.0000008622,0.4963644201,0.8856929846,0.0000002902,-0.0000959658,-0.0000779171,0.0000003443,0.0000000000,0.0630753148,-0.0201528216,-0.110,0,0.0000017590
0.166771,2.4408174830,2.4405634335,0.0015219493,0.0000000000,0.0002540495,0.0015219493,0.0000198723,0.0021535624,0.0157872772,0.0000027001,0.4963644263,0.8856930097,0.0000006016,-0.0001382087,-0.0001037741,0.0000004585,0.0000000000,0.0630753148,-0.0290238220,-0.101,0,0.0000041880
0.208464,2.4409602837,2.4405634335,0.0019009668,0.0000000000,0.0003968502,0.0019009668,0.0000364077,0.0028951793,0.0177988057,0.0000064298,0.4963644391,0.8856930550,0.0000010874,-0.0001858523,-0.0001296175,0.0000005727,0.0000000000,0.0630753148,-0.0390289898,-0.091,0,0.0000084886
0.250141,2.4411346490,2.4405634335,0.0022788679,0.0000000000,0.0005712155,0.0022788679,0.0000602084,0.0037209228,0.0198178436,0.0000130344,0.4963644624,0.8856931298,0.0000017962,-0.0002389216,-0.0001553846,0.0000006866,0.0000000000,0.0630753148,-0.0501735327,-0.079,0,0.0000154530
0.291746,2.4413401777,2.4405634335,0.0026549381,0.0000000000,0.0007767442,0.0026549381,0.0000925727,0.0046309580,0.0218408465,0.0000237321,0.4963645008,0.8856932458,0.0000027825,-0.0002974345,-0.0001810270,0.0000007999,0.0000000000,0.0630753148,-0.0624612359,-0.067,0,0.0000260365
0.333459,2.4415777336,2.4405634335,0.0030306173,0.0000000000,0.0010143001,0.0030306173,0.0001348352,0.0056306598,0.0239928419,0.0000399928,0.4963645603,0.8856934172,0.0000041140,-0.0003617477,-0.0002066427,0.0000009131,0.0000000000,0.0630753148,-0.0759670157,-0.054,0,0.0000414004
0.375252,2.4418472874,2.4405634335,0.0034054470,0.0000000000,0.0012838539,0.0034054470,0.0001883291,0.0067213814,0.0261773176,0.0000636036,0.4963646483,0.8856936615,0.0000058632,-0.0004319650,-0.0002322005,0.0000010260,0.0000000000,0.0630753148,-0.0907126599,-0.039,0,0.0000629132
0.416936,2.4421474978,2.4405634335,0.0037775428,0.0000000000,0.0015840642,0.0037775428,0.0002543318,0.0078998543,0.0282833496,0.0000966720,0.4963647738,0.8856939991,0.0000081016,-0.0005078999,-0.0002575718,0.0000011381,0.0000000000,0.0630753148,-0.1066589800,-0.023,0,0.0000921262
0.458479,2.4424777415,2.4405634335,0.0041464325,0.0000000000,0.0019143079,0.0041464325,0.0003340946,0.0091658914,0.0303848905,0.0001415878,0.4963649471,0.8856944536,0.0000109101,-0.0005895722,-0.0002827246,0.0000012493,0.0000000000,0.0630753148,-0.1238101559,-0.006,0,0.0001307975
0.500130,2.4428398551,2.4405634335,0.0045141465,0.0000000000,0.0022764216,0.0045141465,0.0004289455,0.0105277603,0.0326848543,0.0002010614,0.4963651805,0.8856950536,0.0000143996,-0.0006775568,-0.0003077972,0.0000013600,0.0000000000,0.0630753148,-0.1422869259,0.013,0,0.0001809985
0.541796,2.4432330516,2.4405634335,0.0048796692,0.0000000000,0.0026696181,0.0048796692,0.0005401796,0.0119844031,0.0349594271,0.0002782874,0.4963654885,0.8856958316,0.0000186711,-0.0007718429,-0.0003327203,0.0000014702,0.0000000000,0.0630753148,-0.1620870045,0.032,0,0.0002450407
0.583443,2.4436568498,2.4405634335,0.0052424923,0.0000000000,0.0030934163,0.0052424923,0.0006690720,0.0135359674,0.0372375439,0.0003768322,0.4963658879,0.8856968248,0.0000238366,-0.0008725136,-0.0003574594,0.0000015795,0.0000000000,0.0630753148,-0.1832278512,0.054,0,0.0003254961
0.625106,2.4441114753,2.4405634335,0.0056027464,0.0000000000,0.0035480418,0.0056027464,0.0008169070,0.0151849325,0.0395751623,0.0005006667,0.4963663978,0.8856980759,0.0000300265,-0.0009798223,-0.0003820234,0.0000016880,0.0000000000,0.0630753148,-0.2057626863,0.076,0,0.0004252453
0.666776,2.4445966815,2.4405634335,0.0059601482,0.0000000000,0.0040332479,0.0059601482,0.0009849590,0.0169322272,0.0419350732,0.0006542405,0.4963670401,0.8856996333,0.0000373783,-0.0010939469,-0.0004063928,0.0000017957,0.0000000000,0.0630753148,-0.2297288454,0.100,0,0.0005474708
0.708448,2.4451122781,2.4405634335,0.0063144827,0.0000000000,0.0045488446,0.0063144827,0.0011744942,0.0187789716,0.0443218643,0.0008424716,0.4963678397,0.8857015518,0.0000460428,-0.0012151058,-0.0004305531,0.0000019024,0.0000000000,0.0630753148,-0.2551722203,0.126,0,0.0006956736
0.750144,2.4456583647,2.4405634335,0.0066657291,0.0000000000,0.0050949312,0.0066657291,0.0013867830,0.0207271737,0.0467568506,0.0010707734,0.4963688246,0.8857038930,0.0000561897,-0.0013436086,-0.0004545028,0.0000020083,0.0000000000,0.0630753148,-0.2821578006,0.153,0,0.0008737088
0.791788,2.4462337254,2.4390294527,0.0070130631,0.0000000000,0.0072042727,0.0070130631,0.0016869611,0.0265094674,0.1387750503,0.0013478293,0.4963700266,0.8857077308,0.0000921081,-0.0017225427,-0.0004781858,0.0000021129,0.0000000000,0.0630753148,-0.3617339637,0.232,0,0.0011894400
0.833437,2.4468389271,2.4405634335,0.0073567965,0.0000000000,0.0062754936,0.0073567965,0.0019484400,0.0250155811,-0.0358532714,0.0018315809,0.4963719969,0.8857111609,0.0000823222,-0.0016312629,-0.0005016233,0.0000022165,0.0000000000,0.0630753148,-0.3425652180,0.213,0,0.0014331769
0.875136,2.4474744442,2.4405634335,0.0076970912,0.0000000000,0.0069110107,0.0076970912,0.0022363987,0.0272720792,0.0541559531,0.0022074103,0.4963737578,0.8857152494,0.0000981231,-0.0017836003,-0.0005248263,0.0000023190,0.0000000000,0.0630753148,-0.3745560607,0.245,0,0.0017212236
0.916796,2.4481387365,2.4405634335,0.0080330477,0.0000000000,0.0075753030,0.0080330477,0.0025520364,0.0296316609,0.0566299605,0.0026516754,0.4963758567,0.8857200922,0.0001162269,-0.0019445596,-0.0005477335,0.0000024202,0.0000000000,0.0630753148,-0.4083575066,0.279,0,0.0020587620
0.958458,2.4488321713,2.4405634335,0.0083648099,0.0000000000,0.0082687378,0.0083648099,0.0028965671,0.0320970564,0.0591694931,0.0031724074,0.4963783427,0.8857257967,0.0001369085,-0.0021147581,-0.0005703547,0.0000025201,0.0000000000,0.0630753148,-0.4440991906,0.314,0,0.0024514320
1.000131,2.4495546822,2.4405634335,0.0086922704,0.0000000000,0.0089912487,0.0086922704,0.0032712025,0.0346697102,0.0617436902,0.0037783488,0.4963812711,0.8857324827,0.0001604634,-0.0022948056,-0.0005926826,0.0000026188,0.0000000000,0.0630753148,-0.4819091657,0.352,0,0.0029053083
1.041787,2.4503055321,2.4390294527,0.0090150314,0.0000000000,0.0112760794,0.0090150314,0.0037410391,0.0410837649,0.1539373138,0.0044878871,0.4963847033,0.8857419213,0.0002265261,-0.0027342310,-0.0006146901,0.0000027160,0.0000000000,0.0630753148,-0.5741885100,0.445,0,0.0035927778
1.083438,2.4510846368,2.4405634335,0.0093330027,0.0000000000,0.0105212033,0.0093330027,0.0041794226,0.0402269071,-0.0205645874,0.0055399078,0.4963895483,0.8857510412,0.0002188780,-0.0026980856,-0.0006363709,0.0000028118,0.0000000000,0.0630753148,-0.5665979739,0.437,0,0.0041780693
1.125113,2.4518923143,2.4405634335,0.0096462351,0.0000000000,0.0113288808,0.0096462351,0.0046514593,0.0431251155,0.0695570020,0.0064438317,0.4963942296,0.8857615926,0.0002532340,-0.0029119591,-0.0006577287,0.0000029062,0.0000000000,0.0630753148,-0.6115114167,0.482,0,0.0048465912
1.166822,2.4527285076,2.4405634335,0.0099546055,0.0000000000,0.0121650740,0.0099546055,0.0051583374,0.0461353745,0.0722462154,0.0074765262,0.4963996454,0.8857737601,0.0002920189,-0.0031390167,-0.0006787549,0.0000029991,0.0000000000,0.0630753148,-0.6591935065,0.530,0,0.0056061609
1.208598,2.4535937311,2.4405634335,0.0102581787,0.0000000000,0.0130302976,0.0102581787,0.0057012664,0.0492606784,0.0750072945,0.0086501236,0.4964058905,0.8857877505,0.0003357707,-0.0033805123,-0.0006994541,0.0000030905,0.0000000000,0.0630753148,-0.7099075828,0.580,0,0.0064652048
1.250213,2.4544828163,2.4420974143,0.0105551236,0.0000000000,0.0123854020,0.0105551236,0.0062173248,0.0487536937,-0.0121676344,0.0099578709,0.4964130708,0.8858015840,0.0003320033,-0.0033772977,-0.0007197013,0.0000031800,0.0000000000,0.0630753148,-0.7092325226,0.580,0,0.0072172337
1.291789,2.4553979060,2.4420974143,0.0108461925,0.0000000000,0.0133004917,0.0108461925,0.0067715120,0.0520008517,0.0779317929,0.0111186339,0.4964201702,0.8858174523,0.0003808399,-0.0036323769,-0.0007395478,0.0000032677,0.0000000000,0.0630753148,-0.7627991514,0.633,0,0.0080854340
1.333439,2.4563411740,2.4420974143,0.0111319905,0.0000000000,0.0142437597,0.0111319905,0.0073650020,0.0553651455,0.0807430505,0.0124588527,0.4964283135,0.8858356115,0.0004358205,-0.0039044049,-0.0007590350,0.0000033538,0.0000000000,0.0630753148,-0.8199250325,0.690,1,0.0090785506
1.375116,2.4573113618,2.4420974143,0.0114120167,0.0000000000,0.0152139474,0.0114120167,0.0079989165,0.0588446666,0.0835085080,0.0139920830,0.4964376317,0.8858563461,0.0004976308,-0.0041947784,-0.0007781285,0.0000034381,0.0000000000,0.0630753148,-0.8809034607,0.751,0,0.0102057516
1.416882,2.4583096432,2.4420974143,0.0116864836,0.0000000000,0.0162122289,0.0116864836,0.0086744260,0.0624440687,0.0863856499,0.0157325443,0.4964482708,0.8858799777,0.0005671572,-0.0045055418,-0.0007968431,0.0000035208,0.0000000000,0.0630753148,-0.9461637810,0.817,0,0.0114770658
1.458453,2.4593288289,2.4420974143,0.0119533955,0.0000000000,0.0172314146,0.0119533955,0.0093924016,0.0661455044,0.0888344554,0.0176957309,0.4964603952,0.8859068517,0.0006449770,-0.0048373257,-0.0008150425,0.0000036012,0.0000000000,0.0630753148,-1.0158383908,0.886,0,0.0129017532
1.500129,2.4603757782,2.4420974143,0.0122145213,0.0000000000,0.0182783639,0.0122145213,0.0101540001,0.0699686713,0.0917560058,0.0198960266,0.4964741819,0.8859373710,0.0007324620,-0.0051936247,-0.0008328473,0.0000036799,0.0000000000,0.0630753148,-1.0906611870,0.961,1,0.0144910691
1.541876,2.4614494844,2.4420974143,0.0124694587,0.0000000000,0.0193520701,0.0124694587,0.0109603364,0.0739123488,0.0946482597,0.0223508413,0.4964898368,0.8859719863,0.0008307679,-0.0055767428,-0.0008502302,0.0000037567,0.0000000000,0.0630753148,-1.1711159972,1.041,0,0.0162567292
1.583439,2.4625428963,2.4420974143,0.0127165138,0.0000000000,0.0204454820,0.0127165138,0.0118122314,0.0779592491,0.0971256073,0.0250782316,0.4965075907,0.8860111866,0.0009408081,-0.0059879964,-0.0008670757,0.0000038311,0.0000000000,0.0630753148,-1.2574792361,1.128,0,0.0182094828
1.625132,2.4636638232,2.4420974143,0.0129574043,0.0000000000,0.0215664089,0.0129574043,0.0127108318,0.0821312612,0.1001282922,0.0280948652,0.4965276933,0.8860555427,0.0010645466,-0.0064318535,-0.0008835008,0.0000039036,0.0000000000,0.0630753148,-1.3506892252,1.221,0,0.0203625456
1.666769,2.4648069486,2.4420974143,0.0131908848,0.0000000000,0.0227095343,0.0131908848,0.0136570624,0.0864158140,0.1028292662,0.0314210879,0.4965504361,0.8861056824,0.0012033515,-0.0069105559,-0.0008994207,0.0000039740,0.0000000000,0.0630753148,-1.4512167364,1.322,0,0.0227284800
1.708533,2.4659769795,2.4436313951,0.0134178140,0.0000000000,0.0223455844,0.0134178140,0.0145881284,0.0870919052,0.0162261884,0.0350084974,0.4965761398,0.8861577434,0.0012494650,-0.0071200929,-0.0009148939,0.0000040423,0.0000000000,0.0630753148,-1.4952195052,1.366,0,0.0249409828
1.750243,2.4671684603,2.4420974143,0.0136370307,0.0000000000,0.0250710460,0.0136370307,0.0156327553,0.0952603585,0.1960428791,0.0384956496,0.4966028231,0.8862213467,0.0015264782,-0.0079535919,-0.0009298412,0.0000041084,0.0000000000,0.0630753148,-1.6702542899,1.541,0,0.0277996736
1.791774,2.4683772128,2.4420974143,0.0138477921,0.0000000000,0.0262797985,0.0138477921,0.0167277469,0.0998880268,0.1110640395,0.0429119529,0.4966354150,0.8862931156,0.0017224548,-0.0085597529,-0.0009442119,0.0000041718,0.0000156893,0.0630753148,-1.7975481077,1.668,1,0.0309097129
1.833572,2.4696158887,2.4436313951,0.0140521948,0.0000000000,0.0259844936,0.0140521948,0.0178104342,0.1009186322,0.0247345296,0.0476251118,0.4966721817,0.8863683732,0.0018061829,-0.0088849160,-0.0009581491,0.0000042334,0.0000000000,0.0630753148,-1.8658323634,1.736,2,0.0338473041
1.875132,2.4708691137,2.4436313951,0.0142476170,0.0000000000,0.0272377186,0.0142476170,0.0189453391,0.1056929414,0.1145834209,0.0521555958,0.4967107245,0.8864530287,0.0020317309,-0.0095456421,-0.0009714740,0.0000042923,0.0017346058,0.0630753148,-2.0045848442,1.875,1,0.0370749555
1.916765,2.4721456408,2.4436313951,0.0144354171,0.0000000000,0.0285142457,0.0144354171,0.0201334327,0.1105900444,0.1175304716,0.0571328447,0.4967540671,0.8865482470,0.0022852388,-0.0102687544,-0.0009842792,0.0000043488,0.0082799951,0.0630753148,-2.1564384152,2.027,3,0.0406074306
1.958518,2.4734466441,2.4436313951,0.0146156174,0.0000000000,0.0298152490,0.0146156174,0.0213757347,0.1156141922,0.1205795469,0.0625794072,0.4968028007,0.8866553468,0.0025703961,-0.0110603805,-0.0009965661,0.0000044031,0.0196676032,0.0630753148,-2.3226799104,2.193,1,0.0444607163
2.000157,2.4747644011,2.4436313951,0.0147870712,0.0000000000,0.0311330060,0.0147870712,0.0226729433,0.1207468760,0.1231844117,0.0685194885,0.4968575940,0.8867757757,0.0028902925,-0.0119247476,-0.0010082567,0.0000044548,0.0357321018,0.0630753148,-2.5041969989,2.375,1,0.0486489594
2.041813,2.4761024728,2.4436313951,0.0149502053,0.0000000000,0.0324710777,0.0149502053,0.0240259049,0.1259981775,0.1260312351,0.0749745762,0.4969191794,0.8869111772,0.0032496357,-0.0128690681,-0.0010193800,0.0000045039,0.0563709172,0.0630753148,-2.7025042932,2.573,1,0.0531882988
2.083584,2.4774636431,2.4451653759,0.0151052325,0.0000000000,0.0322982672,0.0151052325,0.0253716660,0.1276416554,0.0394434710,0.0818151874,0.4969883872,0.8870547777,0.0034464129,-0.0134695529,-0.0010299505,0.0000045506,0.0534723044,0.0630753148,-2.8286061193,2.699,1,0.0575379639
2.125130,2.4788362877,2.4466993567,0.0152507961,0.0024328432,0.0321294534,0.0128179529,0.0267103932,0.1268423963,-0.0191822191,0.0882851869,0.4970617460,0.8872009228,0.0035074827,-0.0137846176,-0.0008739923,0.0000045944,0.0507061141,0.0630753148,-2.8947697055,2.765,4,0.0613626985
2.166776,2.4802305281,2.4497673183,0.0153879416,0.0070517189,0.0304415355,0.0083362227,0.0279787906,0.1201403541,-0.1608490128,0.0936893191,0.4971363628,0.8873352821,0.0032246229,-0.0133539423,-0.0005684055,0.0000046358,0.0267541154,0.0630753148,-2.8043278919,2.675,3,0.0638831418
2.208429,2.4816428709,2.4543692606,0.0155162085,0.0136348550,0.0272317018,0.0018813535,0.0291134448,0.1076606775,-0.2995122374,0.0968197490,0.4972049247,0.8874446896,0.0026257808,-0.0121220823,-0.0001282801,0.0000046744,0.0017150888,0.0630753148,-2.5456372729,2.416,2,0.0645541192
2.250169,2.4830755351,2.4605051838,0.0156356856,0.0244158216,0.0224953061,-0.0087801360,0.0300507492,0.0870690908,-0.4941980819,0.0968127188,0.4972607275,0.8875162459,0.0017173499,-0.0098032555,0.0005986737,0.0000047104,0.0000000000,0.0630753148,-2.0586836519,1.929,2,0.0629137272
2.291776,2.4845204675,2.4651071261,0.0157456414,0.0341030642,0.0193085212,-0.0183574228,0.0308552709,0.0710559034,-0.3843164965,0.0935646004,0.4972972116,0.8875632188,0.0011273504,-0.0078852164,0.0012517012,0.0000047435,0.0000000000,0.0630753148,-1.6558954474,1.526,2,0.0600174775
2.333439,2.4859836703,2.4666411069,0.0158464835,0.0379418542,0.0192259442,-0.0220953706,0.0316563519,0.0682521807,-0.0672893465,0.0890073976,0.4973211559,0.8876056734,0.0010189106,-0.0074195427,0.0015065732,0.0000047739,0.0000000000,0.0630753148,-1.5581039741,1.428,3,0.0571620658
2.375097,2.4874624908,2.4666411069,0.0159379313,0.0340926710,0.0207165956,-0.0181547397,0.0325195434,0.0769523596,0.2088042952,0.0848864567,0.4973427933,0.8876586246,0.0012708272,-0.0082085496,0.0012378812,0.0000048014,0.0000000000,0.0630753148,-1.7237954152,1.594,0,0.0552467977
2.416801,2.4889582074,2.4651071261,0.0160199695,0.0306339857,0.0237569238,-0.0146140162,0.0335094152,0.0891131145,0.2918581178,0.0823007302,0.4973697753,0.8877287782,0.0016836872,-0.0093923889,0.0009964569,0.0000048261,0.0000000000,0.0630753148,-1.9724016729,1.843,1,0.0546056986
2.458584,2.4904715523,2.4666411069,0.0160925118,0.0275261824,0.0237458401,-0.0114336705,0.0344988252,0.0936632919,0.1092042562,0.0812691885,0.4974055145,0.8878059018,0.0018509678,-0.0098248470,0.0007796050,0.0000048480,0.0000000000,0.0630753148,-2.0632178670,1.934,2,0.0544675188
2.500116,2.4919899517,2.4666411069,0.0161549391,0.0247336642,0.0252728227,-0.0085787251,0.0355518595,0.1016319895,0.1912487427,0.0811370304,0.4974447932,0.8878966499,0.0021779543,-0.0106552811,0.0005849405,0.0000048668,0.0000000000,0.0630753148,-2.2376090255,2.108,1,0.0551881670
2.541867,2.4935299975,2.4666411069,0.0162078643,0.0222244457,0.0268205809,-0.0060165814,0.0366693837,0.1094482463,0.1875901641,0.0822755996,0.4974909957,0.8880024615,0.0025394770,-0.0115379080,0.0004102407,0.0000048827,0.0006403915,0.0630753148,-2.4229606741,2.293,3,0.0567423623
2.583557,2.4950808487,2.4666411069,0.0162507749,0.0199697862,0.0283783621,-0.0037190113,0.0378518155,0.1171153337,0.1840100975,0.0846505734,0.4975448466,0.8881249742,0.0029403059,-0.0124846344,0.0002535808,0.0000048956,0.0073598811,0.0630753148,-2.6217732331,2.492,2,0.0591035039
2.625115,2.4966392598,2.4666411069,0.0162835710,0.0179438608,0.0299430000,-0.0016602898,0.0390994405,0.1246518576,0.1808765728,0.0882248989,0.4976071695,0.8882660761,0.0033864452,-0.0135113201,0.0001132069,0.0000049055,0.0210306446,0.0630753148,-2.8373772161,2.708,2,0.0622460412
2.666803,2.4982144729,2.4666411069,0.0163063649,0.0161234647,0.0315238084,0.0001829002,0.0404129325,0.1321042131,0.1788565313,0.0929625441,0.4976789118,0.8884279990,0.0038861481,-0.0146359684,-0.0000124711,0.0000049124,0.0413244644,0.0630753148,-3.0735533604,2.944,2,0.0661500531
2.708449,2.4997994686,2.4666411069,0.0163189387,0.0144877468,0.0331138317,0.0018311919,0.0417926755,0.1394770504,0.1769480955,0.0988348084,0.4977611914,0.8886132602,0.0044462688,-0.0158712414,-0.0001248598,0.0000049162,0.0677339520,0.0630753148,-3.3329606912,3.203,2,0.0707959217
2.750144,2.5013970674,2.4681750877,0.0163212282,0.0130179718,0.0331819672,0.0033032564,0.0431752575,0.1430619638,0.0860379215,0.1056144871,0.4978552660,0.8888139487,0.0048165246,-0.0167721155,-0.0002252326,0.0000049169,0.0689912343,0.0630753148,-3.5221442483,3.392,3,0.0755592713
2.791787,2.5030028652,2.4681750877,0.0163131434,0.0116973047,0.0347918244,0.0046158388,0.0446249168,0.1502448725,0.1723898092,0.1127548556,0.4979570972,0.8890420116,0.0054735095,-0.0181678982,-0.0003147310,0.0000049144,0.1014875716,0.0630753148,-3.8152586278,3.686,3,0.0810423425
2.833459,2.5046193976,2.4712430493,0.0162945942,0.0129434619,0.0333365649,0.0033511323,0.0460139403,0.1474828209,-0.0662892391,0.1204411187,0.4980727208,0.8892687323,0.0054412983,-0.0183876373,-0.0002284970,0.0000049088,0.0718807457,0.0630753148,-3.8614038271,3.732,2,0.0855410546
2.875134,2.5062450046,2.4727770301,0.0162655013,0.0164960403,0.0334172718,-0.0002305390,0.0474063267,0.1460577004,-0.0342028903,0.1267707492,0.4981875609,0.8894967189,0.0054716774,-0.0186572659,0.0000157193,0.0000049001,0.0734093422,0.0630753148,-3.9180258432,3.788,5,0.0893794663
2.916778,2.5078777988,2.4758449916,0.0162258218,0.0196882113,0.0319722929,-0.0034623895,0.0487385055,0.1412727155,-0.1148396375,0.1318486449,0.4983029385,0.8897142347,0.0052203801,-0.0183972749,0.0002360831,0.0000048881,0.0481895728,0.0630753148,-3.8634277221,3.734,2,0.0920849974
2.958486,2.5095209067,2.4789129532,0.0161753790,0.0225565380,0.0305386230,-0.0063811590,0.0500109482,0.1367433851,-0.1087039296,0.1352241373,0.4984129201,0.8899206565,0.0049541235,-0.0180401437,0.0004350994,0.0000048729,0.0279426167,0.0630753148,-3.7884301771,3.659,5,0.0938284383
3.000117,2.5111681390,2.4819809148,0.0161142790,0.0275667176,0.0291024943,-0.0114524386,0.0512235521,0.1299712640,-0.1625309072,0.1370820970,0.4985172046,0.8901084466,0.0045069609,-0.0172719840,0.0007808847,0.0000048545,0.0128579880,0.0630753148,-3.6271166321,3.497,4,0.0944065331
3.041767,2.5128226636,2.4835148956,0.0160423364,0.0296357736,0.0292166786,-0.0135934372,0.0524409137,0.1298193733,-0.0036453762,0.1375938713,0.4986120021,0.8902961573,0.0045050579,-0.0172854107,0.0009268687,0.0000048329,0.0138569882,0.0630753148,-3.6299362381,3.500,3,0.0948904236
3.083443,2.5144841097,2.4835148956,0.0159594601,0.0266292384,0.0308873657,-0.0106697783,0.0537278873,0.1385283113,0.2090145121,0.1384140952,0.4987066888,0.8905105538,0.0051455166,-0.0184956524,0.0007275190,0.0000048079,0.0324068732,0.0630753148,-3.8840870010,3.754,4,0.0965768891
3.125130,2.5161513483,2.4850488764,0.0158656007,0.0239277148,0.0310289270,-0.0080621141,0.0550207592,0.1432966789,0.1144408214,0.1407056906,0.4988147500,0.8907419248,0.0055529027,-0.0193059782,0.0005497154,0.0000047796,0.0343051167,0.0630753148,-4.0542554224,3.925,3,0.0988117131
3.166769,2.5178213663,2.4850488764,0.0157608488,0.0215002595,0.0327064061,-0.0057394107,0.0563835261,0.1515277505,0.1975457193,0.1440503765,0.4989312631,0.8910038392,0.0062859464,-0.0206691678,0.0003913418,0.0000047481,0.0604257227,0.0630753148,-4.3405252365,4.211,3,0.1021386749
3.208441,2.5194966957,2.4835148956,0.0156449580,0.0193190683,0.0359224205,-0.0036741103,0.0578802937,0.1633457624,0.2836322842,0.1492559805,0.4990630273,0.8913139888,0.0074435897,-0.0227054634,0.0002505193,0.0000047132,0.1273003746,0.0630753148,-4.7681473190,4.638,4,0.1071727632
3.250177,2.5211780362,2.4850488764,0.0155177479,0.0173591580,0.0360758042,-0.0018414101,0.0593834522,0.1676639907,0.1036374797,0.1563812036,0.4992188790,0.8916490992,0.0080426497,-0.0239258381,0.0001255566,0.0000046749,0.1309786826,0.0630753148,-5.0244260025,4.895,4,0.1124936389
3.291792,2.5228572788,2.4850488764,0.0153797583,0.0155980796,0.0377604596,-0.0002183214,0.0609568047,0.1755096561,0.1882959703,0.1641983564,0.4993870557,0.8920263389,0.0090537525,-0.0257539059,0.0000148862,0.0000046333,0.1739304402,0.0630753148,-5.4083202395,5.279,4,0.1187714120
3.333458,2.5245406723,2.4850488764,0.0152304068,0.0140156618,0.0394487170,0.0012147449,0.0626005012,0.1832731194,0.1863231196,0.1734033493,0.4995761039,0.8924505730,0.0101816183,-0.0277673556,-0.0000828274,0.0000045883,0.2211834890,0.0630753148,-5.8311446807,5.701,6,0.1259693097
3.375132,2.5262258838,2.4865828572,0.0150697792,0.0125937796,0.0396043180,0.0024759997,0.0642506811,0.1872326333,0.0950283331,0.1836043490,0.4997883591,0.8929082361,0.0109839139,-0.0293534163,-0.0001688261,0.0000045399,0.2257263634,0.0630753148,-6.1642174263,6.035,5,0.1332707351
3.416772,2.5279105329,2.4911847995,0.0148980141,0.0161818331,0.0366759964,-0.0012838189,0.0657788476,0.1786721123,-0.2054525049,0.1929646718,0.5000169312,0.8933374566,0.0103012936,-0.0288110973,0.0000875372,0.0000044882,0.1457564963,0.0630753148,-6.0503304231,5.921,4,0.1381492345
3.458444,2.5295966216,2.4988547035,0.0147148085,0.0267044099,0.0306598386,-0.0119896015,0.0670563409,0.1554758154,-0.5567111241,0.1975967384,0.5002309122,0.8936671290,0.0079121368,-0.0254281462,0.0008175112,0.0000044330,0.0294598338,0.0630753148,-5.3399106943,5.414,6,0.1383599677
3.500122,2.5312825086,2.5049906266,0.0145202236,0.0410251628,0.0261657858,-0.0265049391,0.0681465820,0.1318219492,-0.5676927895,0.1956237587,0.5003950111,0.8939026917,0.0056535056,-0.0214562853,0.0018072397,0.0000043744,0.0000000000,0.0630753148,-4.5058199043,4.907,5,0.1349170279
3.541763,2.5329657824,2.5126605306,0.0143144476,0.0563259253,0.0201321267,-0.0420114776,0.0689854206,0.1031643277,-0.6877829168,0.1880873439,0.5005121302,0.8940436244,0.0033823840,-0.0164056646,0.0028645533,0.0000043124,0.0000000000,0.0630753148,-3.4451895664,4.401,5,0.1282465148
3.583429,2.5346482084,2.5187964537,0.0140971661,0.0676415894,0.0156438494,-0.0535444233,0.0696372477,0.0818879255,-0.5106336530,0.1767984262,0.5005821464,0.8941292660,0.0020553993,-0.0125604406,0.0036509274,0.0000042470,0.0000000000,0.0630753148,-2.6376925171,3.894,3,0.1201404822
3.625105,2.5363286161,2.5218644153,0.0138684107,0.0705107551,0.0142474768,-0.0566423444,0.0702308925,0.0763101974,-0.1338654745,0.1648555425,0.5006246739,0.8942007404,0.0017153854,-0.0112494197,0.0038621592,0.0000041781,0.0000000000,0.0630753148,-2.3623781426,3.387,3,0.1123036328
3.666790,2.5380062346,2.5218644153,0.0136281713,0.0657903156,0.0159396042,-0.0521621443,0.0708950427,0.0857477434,0.2265011051,0.1543703887,0.5006601549,0.8942877748,0.0020888238,-0.0121920270,0.0035566767,0.0000041057,0.0000000000,0.0630753148,-2.5603256701,2.881,3,0.1059361395
