t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,u_aux,u_fric,tail_activation,max_control_eff,current_from_u_raw,goal_current_raw,present_current_raw,psi_hat_norm
189.375129,2.4746061679,2.5034566458,-0.0537780049,-0.0465626213,-0.0287073616,-0.0072153836,0.0495986431,-0.0054293319,-0.2986609980,0.0055983027,0.5489508447,1.0985684596,-0.0038017737,0.0003918833,0.0004919811,-0.0000161850,0.0096769640,0.0630753148,0.0822954854,-0.212,0,0.0036420931
189.416901,2.4723568883,2.5034566458,-0.0539137192,-0.0418388654,-0.0309711603,-0.0120748538,0.0483081781,-0.0174881233,-0.2894109939,0.0051083312,0.5489628263,1.0984117880,-0.0037601202,0.0013057715,0.0008233241,-0.0000162257,0.0335245488,0.0630753148,0.2742120083,-0.404,0,0.0034723511
189.458491,2.4701119958,2.5034566458,-0.0540396168,-0.0375943323,-0.0332290990,-0.0164452844,0.0469236323,-0.0291767110,-0.2805261035,0.0048608435,0.5489745889,1.0982583534,-0.0036824304,0.0022176964,0.0011213220,-0.0000162635,0.0698667567,0.0630753148,0.4657162353,-0.595,0,0.0035948911
189.500118,2.4678600020,2.5034566458,-0.0541563915,-0.0337804051,-0.0354928154,-0.0203759864,0.0454447650,-0.0405723946,-0.2734964063,0.0050236486,0.5489860240,1.0981095649,-0.0035709235,0.0031477915,0.0013893370,-0.0000162986,0.1172180613,0.0630753148,0.6610362158,-0.791,0,0.0041093010
189.541768,2.4656021079,2.5003886843,-0.0542639604,-0.0352190855,-0.0346783259,-0.0190448749,0.0439998347,-0.0393451705,0.0294533780,0.0057677855,0.5489970330,1.0979604463,-0.0035788471,0.0030388498,0.0012985751,-0.0000163309,0.0990274847,0.0630753148,0.6381584620,-0.768,0,0.0045313508
189.583496,2.4633356827,2.4957867419,-0.0543624143,-0.0389446556,-0.0323313577,-0.0154177587,0.0426526948,-0.0320430841,0.1752500747,0.0064059260,0.5490079876,1.0978085850,-0.0036446705,0.0024351443,0.0010512601,-0.0000163604,0.0540221242,0.0630753148,0.5113802994,-0.641,0,0.0046536012
189.625126,2.4610707085,2.4911847995,-0.0544513266,-0.0447251117,-0.0299766226,-0.0097262149,0.0414036689,-0.0225196679,0.2285619871,0.0066292482,0.5490190625,1.0976539572,-0.0037110664,0.0016835864,0.0006631821,-0.0000163871,0.0213964678,0.0630753148,0.3535531520,-0.483,0,0.0045000509
189.666769,2.4588015350,2.4881168380,-0.0545309483,-0.0499191432,-0.0291618700,-0.0046118051,0.0401885910,-0.0171841739,0.1280518562,0.0064440616,0.5490302552,1.0974983029,-0.0037357031,0.0012724511,0.0003144560,-0.0000164111,0.0133730391,0.0630753148,0.2672147325,-0.397,0,0.0042513967
189.708468,2.4565261077,2.4850488764,-0.0546013277,-0.0521533994,-0.0283624685,-0.0024479283,0.0390068214,-0.0147886823,0.0574917998,0.0061143983,0.5490414366,1.0973423915,-0.0037418734,0.0010876991,0.0001669120,-0.0000164322,0.0072556713,0.0630753148,0.2284168054,-0.358,0,0.0039856199
189.750176,2.4542475238,2.4804469340,-0.0546623469,-0.0541609915,-0.0260329394,-0.0005013554,0.0379221156,-0.0088382482,0.1428104163,0.0057688322,0.5490525503,1.0971858640,-0.0037566596,0.0006410307,0.0000341849,-0.0000164505,0.0000000000,0.0630753148,0.1346164436,-0.264,0,0.0036704077
189.791777,2.4519724196,2.4773789724,-0.0547138617,-0.0559649142,-0.0252345373,0.0012510525,0.0368706766,-0.0066726897,0.0519734059,0.0053347072,0.5490636213,1.0970293276,-0.0037568750,0.0004783378,-0.0000853030,-0.0000164660,0.0000000000,0.0630753148,0.1004509478,-0.230,0,0.0033658085
189.833463,2.4496906791,2.4743110109,-0.0547561083,-0.0575858299,-0.0244433342,0.0028297216,0.0358522043,-0.0046514535,0.0485096685,0.0049120263,0.5490746062,1.0968728434,-0.0037556202,0.0003273706,-0.0001929446,-0.0000164787,0.0000000000,0.0630753148,0.0687478338,-0.198,0,0.0030763998
189.875150,2.4474073204,2.4712430493,-0.0547889644,-0.0590423044,-0.0236542546,0.0042533399,0.0348666104,-0.0027439183,0.0457808433,0.0045077854,0.5490855006,1.0967164614,-0.0037531687,0.0001857451,-0.0002900141,-0.0000164885,0.0000000000,0.0630753148,0.0390064638,-0.169,0,0.0028053991
189.916779,2.4451260361,2.4681750877,-0.0548123968,-0.0603510202,-0.0228635549,0.0055386235,0.0339139623,-0.0009243786,0.0436689528,0.0041270659,0.5490963013,1.0965602233,-0.0037497141,0.0000514415,-0.0003776511,-0.0000164956,0.0000000000,0.0630753148,0.0108027215,-0.140,0,0.0025550729
189.958462,2.4428409214,2.4635731453,-0.0548264671,-0.0615269675,-0.0205431128,0.0067005004,0.0330579992,0.0045425514,0.1312063206,0.0037814973,0.5491070057,1.0964042763,-0.0037427268,-0.0003494986,-0.0004568737,-0.0000164998,0.0000000000,0.0630753148,-0.0733947088,-0.056,0,0.0023377618
190.000104,2.4405577485,2.4605051838,-0.0548311355,-0.0625836155,-0.0197550764,0.0077524800,0.0322348710,0.0063052261,0.0423041928,0.0034732616,0.5491176039,1.0962486160,-0.0037358475,-0.0004776573,-0.0005286030,-0.0000165012,0.0000000000,0.0630753148,-0.1003080433,-0.029,0,0.0021502401
190.041758,2.4382738435,2.4574372222,-0.0548264174,-0.0635330670,-0.0189681015,0.0087066497,0.0314445335,0.0080138402,0.0410067383,0.0032068827,0.5491280969,1.0960932712,-0.0037282751,-0.0006014607,-0.0005936631,-0.0000164998,0.0000000000,0.0630753148,-0.1263067562,-0.003,0,0.0019928191
190.083444,2.4359886386,2.4543692606,-0.0548122965,-0.0643861972,-0.0181827227,0.0095739007,0.0306869200,0.0096779209,0.0399379369,0.0029833652,0.5491384833,1.0959382687,-0.0037200606,-0.0007217496,-0.0006527966,-0.0000164955,0.0000000000,0.0630753148,-0.1515674196,0.022,0,0.0018656136
190.125196,2.4337005372,2.4513012990,-0.0547887298,-0.0651527776,-0.0174005063,0.0103640479,0.0299618989,0.0113033758,0.0390109169,0.0028034139,0.5491487617,1.0957836335,-0.0037112453,-0.0008390919,-0.0007066728,-0.0000164885,0.0000000000,0.0630753148,-0.1762092955,0.047,0,0.0017685879
190.166770,2.4314234524,2.4482333375,-0.0547558986,-0.0658415889,-0.0166075124,0.0110856903,0.0292699193,0.0129325560,0.0391003256,0.0026675151,0.5491589312,1.0956293946,-0.0037017331,-0.0009566979,-0.0007558780,-0.0000164786,0.0000000000,0.0630753148,-0.2009065642,0.071,0,0.0017021301
190.208507,2.4291389221,2.4451653759,-0.0547135419,-0.0640276773,-0.0158296564,0.0093141354,0.0286103502,0.0120783094,-0.0205019174,0.0025750659,0.5491689905,1.0954752161,-0.0037002838,-0.0008939829,-0.0006350845,-0.0000164659,0.0000000000,0.0630753148,-0.1877364009,0.058,0,0.0016301490
190.250103,2.4268640928,2.4451653759,-0.0546619699,-0.0599649430,-0.0181169730,0.0053029732,0.0278554764,0.0015677289,-0.2522539320,0.0024619244,0.5491789619,1.0953204257,-0.0037149693,-0.0001302542,-0.0003615833,-0.0000164504,0.0000000000,0.0630753148,-0.0273533760,-0.102,0,0.0014857736
190.291786,2.4245868970,2.4451653759,-0.0546009276,-0.0538815280,-0.0204128669,-0.0007193996,0.0270049402,-0.0111094298,-0.3042518099,0.0022386932,0.5491888884,1.0951664798,-0.0036947012,0.0007886705,0.0000490523,-0.0000164321,0.0000000000,0.0630753148,0.1656208150,-0.295,0,0.0014205131
190.333434,2.4223142969,2.4451653759,-0.0545305839,-0.0484152725,-0.0227022684,-0.0061153115,0.0260590124,-0.0232793108,-0.2920771427,0.0021357286,0.5491986770,1.0950150112,-0.0036352483,0.0016693591,0.0004169726,-0.0000164109,0.0000000000,0.0630753148,0.3505654038,-0.480,0,0.0015895343
190.375100,2.4200438226,2.4451653759,-0.0544508679,-0.0435035660,-0.0249878394,-0.0109473019,0.0250178524,-0.0350105529,-0.2815498115,0.0023851365,0.5492082264,1.0948674877,-0.0035405639,0.0025237400,0.0007464420,-0.0000163870,0.0000000000,0.0630753148,0.5299853959,-0.660,0,0.0021156504
190.416765,2.4177769428,2.4451653759,-0.0543618254,-0.0390901499,-0.0272682844,-0.0152716755,0.0238816739,-0.0463560812,-0.2722926784,0.0031689218,0.5492174493,1.0947252867,-0.0034128227,0.0033688434,0.0010412994,-0.0000163603,0.0018354296,0.0630753148,0.7074571209,-0.837,-1,0.0030958941
190.458479,2.4155113503,2.4451653759,-0.0542633496,-0.0351244727,-0.0295460660,-0.0191388769,0.0226505878,-0.0573720342,-0.2643828719,0.0046294765,0.5492262668,1.0945897779,-0.0032522116,0.0042391508,0.0013049846,-0.0000163307,0.0169362261,0.0630753148,0.8902216689,-1.020,-1,0.0046073155
190.500167,2.4132514309,2.4451653759,-0.0541556235,-0.0315611116,-0.0318169378,-0.0225945120,0.0213248821,-0.0680935233,-0.2573157378,0.0068787920,0.5492346031,1.0944623909,-0.0030572881,0.0051628956,0.0015406072,-0.0000162984,0.0457581301,0.0630753148,1.0842080783,-1.214,-1,0.0067104280
190.541811,2.4109985938,2.4451653759,-0.0540387381,-0.0283592517,-0.0340796163,-0.0256794863,0.0199048981,-0.0785579226,-0.2511455853,0.0100039247,0.5492423807,1.0943446896,-0.0028248307,0.0061638463,0.0017509562,-0.0000162633,0.0864655673,0.0630753148,1.2944077160,-1.424,0,0.0094529338
190.583557,2.4087452569,2.4451653759,-0.0539122798,-0.0254822191,-0.0363417961,-0.0284300607,0.0183906566,-0.0888197448,-0.2462837315,0.0140727062,0.5492495161,1.0942384618,-0.0025494679,0.0072650366,0.0019385042,-0.0000162253,0.1374531977,0.0630753148,1.5256576847,-1.655,0,0.0128745157
190.625136,2.4065064563,2.4436313951,-0.0537771149,-0.0228970600,-0.0370545617,-0.0308800549,0.0168467165,-0.0951417945,-0.1517291937,0.0191831781,0.5492559141,1.0941412526,-0.0023330198,0.0080922396,0.0021055570,-0.0000161847,0.1553823935,0.0630753148,1.6993703058,-1.829,-1,0.0166234690
190.666774,2.4042702465,2.4436313951,-0.0536325596,-0.0205741641,-0.0392979113,-0.0330583955,0.0152093035,-0.1049604543,-0.2356478342,0.0247381011,0.5492617341,1.0940588958,-0.0019765630,0.0093771877,0.0022540872,-0.0000161413,0.2168091413,0.0630753148,1.9692094071,-2.099,-2,0.0210933321
190.708458,2.4020378195,2.4451653759,-0.0534786546,-0.0184869249,-0.0430707344,-0.0349917296,0.0134146896,-0.1183896604,-0.3223009470,0.0312831534,0.5492666388,1.0939997604,-0.0014192518,0.0112493281,0.0023859117,-0.0000160951,0.3335402694,0.0630753148,2.3623589100,-2.492,-1,0.0267594362
190.750093,2.3998145652,2.4436313951,-0.0533157723,-0.0166114352,-0.0437657725,-0.0367043372,0.0115911157,-0.1243267998,-0.1424913461,0.0397305215,0.5492701459,1.0939558011,-0.0010550222,0.0124474610,0.0025026858,-0.0000160461,0.3563796541,0.0630753148,2.6139668026,-2.744,-2,0.0327046520
190.791759,2.3975966941,2.4420974143,-0.0531436416,-0.0149262129,-0.0444548426,-0.0382174287,0.0097388306,-0.1300907590,-0.1383350206,0.0486141277,0.5492727449,1.0939285109,-0.0006549655,0.0137153586,0.0026058560,-0.0000159944,0.3793145053,0.0630753148,2.8802252978,-3.010,-3,0.0389199982
190.833471,2.3953836975,2.4344275104,-0.0529621961,-0.0207104854,-0.0389801565,-0.0322517107,0.0081146574,-0.1134101587,0.4003344079,0.0585699068,0.5492743550,1.0938764066,-0.0012505031,0.0121699724,0.0021990834,-0.0000159400,0.2076863237,0.0630753148,2.5556942109,-2.685,-1,0.0424723413
190.875117,2.3931819558,2.4206216833,-0.0527719658,-0.0405050055,-0.0273152301,-0.0122669603,0.0069765228,-0.0673178919,1.1062144026,0.0655088863,0.5492774218,1.0937603193,-0.0027860935,0.0072046053,0.0008364229,-0.0000158828,0.0019957299,0.0630753148,1.5129671139,-2.179,-2,0.0412148334
190.916800,2.3909863912,2.4006799330,-0.0525725222,-0.0753212835,-0.0094620321,0.0227487614,0.0065822715,0.0095571489,1.8450009805,0.0658418028,0.5492842203,1.0936082477,-0.0036497193,-0.0010424420,-0.0015511247,-0.0000158229,0.0000000000,0.0630753148,-0.2189128143,-1.672,-2,0.0375835271
190.958433,2.3888019695,2.3807381828,-0.0523643212,-0.1139039963,0.0084138854,0.0615396751,0.0069328501,0.0913123944,1.9621258909,0.0620349437,0.5492930544,1.0935222266,-0.0020645077,-0.0096336595,-0.0041960838,-0.0000157604,0.0000000000,0.0630753148,-2.0230684900,-1.165,-2,0.0392249344
191.000121,2.3866234685,2.3653983749,-0.0521468631,-0.1461396679,0.0216742729,0.0939928048,0.0078359448,0.1565439335,1.5655569378,0.0662986068,0.5492980155,1.0935698379,0.0011426731,-0.0168711851,-0.0064089009,-0.0000156951,0.0000000000,0.0630753148,-3.5429488678,-0.659,-1,0.0507806823
191.041766,2.3844564820,2.3546605094,-0.0519207017,-0.1653736730,0.0303042701,0.1134529713,0.0090986227,0.1982890332,1.0018823935,0.0872340862,0.5492952728,1.0937726726,0.0048680326,-0.0238403709,-0.0077357927,-0.0000156271,0.0251145947,0.0630753148,-5.0064778945,-0.152,-1,0.0708004987
191.083461,2.3822965380,2.3515925478,-0.0516853682,-0.1656264948,0.0312130648,0.1139411266,0.0103991671,0.2027715124,0.1075795007,0.1221333757,0.5492834991,1.0940513121,0.0066873466,-0.0283530085,-0.0077690776,-0.0000155564,0.0368477200,0.0630753148,-5.9541317846,0.355,0,0.0902461871
191.125140,2.3801474170,2.3515925478,-0.0514412625,-0.1512566086,0.0290197761,0.0998153461,0.0116083244,0.1851411654,-0.4231283281,0.1552516757,0.5492670892,1.0943051606,0.0060923650,-0.0290775357,-0.0068059110,-0.0000154831,0.0121565001,0.0630753148,-6.1062824963,0.861,0,0.1036020996
191.166769,2.3780111917,2.3546605094,-0.0511886435,-0.1359116973,0.0237684246,0.0847230538,0.0125986754,0.1589701976,-0.6281032262,0.1769729731,0.5492519015,1.0944746546,0.0040678561,-0.0267941997,-0.0057768428,-0.0000154072,0.0000000000,0.0630753148,-5.6267819330,1.368,0,0.1100233240
191.208465,2.3758822510,2.3577284710,-0.0509268416,-0.1148249903,0.0185067096,0.0638981487,0.0133697883,0.1267326269,-0.7737016977,0.1863145368,0.5492416344,1.0945325056,0.0013884233,-0.0220134866,-0.0043568963,-0.0000153286,0.0000000000,0.0630753148,-4.6228321860,1.875,0,0.1100685933
191.250112,2.3737668796,2.3669323557,-0.0506566228,-0.0910118333,0.0071142607,0.0403552105,0.0136662158,0.0765417854,-1.2045801961,0.1831818456,0.5492381069,1.0944551770,-0.0018558854,-0.0131695327,-0.0027516207,-0.0000152474,0.0000000000,0.0630753148,-2.7656018713,2.381,1,0.1037713564
191.291774,2.3716622078,2.3868741060,-0.0503776330,-0.0525846072,-0.0150502725,0.0022069742,0.0130391212,-0.0151498752,-2.2005998531,0.1664788132,0.5492428194,1.0943043882,-0.0036189311,0.0024494942,-0.0001504826,-0.0000151636,0.0000000000,0.0630753148,0.5143937851,1.875,3,0.0946286953
191.333473,2.3695674859,2.4144857601,-0.0500897540,0.0062726273,-0.0449375540,-0.0563623813,0.0111667231,-0.1473676278,-3.1732260632,0.1431255172,0.5492519481,1.0943978351,0.0022427247,0.0235896096,0.0038430699,-0.0000150771,0.3955284662,0.0630753148,4.9538180178,1.368,2,0.0981096792
191.375127,2.3674872067,2.4466993567,-0.0497936064,0.0761887258,-0.0794463260,-0.1259823322,0.0078564595,-0.3036447019,-3.7506497787,0.1372915996,0.5492463003,1.0952700505,0.0209331708,0.0531061593,0.0085901074,-0.0000149881,1.0000000000,0.0630753148,11.1522934631,0.861,1,0.1363774351
191.416898,2.3654136022,2.4773789724,-0.0494880571,0.1438775557,-0.1124075966,-0.1933656129,0.0031728096,-0.4559465467,-3.6552442741,0.1765070780,0.5491921007,1.0952700505,0.0000000000,0.0630753148,0.0131846375,-0.0000148963,1.0000000000,0.0630753148,13.2458161080,0.355,1,0.1363774351
191.458534,2.3633596342,2.4911847995,-0.0491750231,0.1876694833,-0.1284019920,-0.2368445064,-0.0021772734,-0.5449744893,-2.1366706246,0.1680171890,0.5491921007,1.0952700505,0.0000000000,0.0630753148,0.0161492466,-0.0000148023,1.0000000000,0.0630753148,13.2458161080,-0.152,0,0.1363774351
191.500126,2.3613209700,2.4911847995,-0.0488539112,0.1856604057,-0.1304344810,-0.2345143169,-0.0076120434,-0.5551421369,-0.2440235405,0.1678951679,0.5491921007,1.0952700505,0.0000000000,0.0630753148,0.0159903625,-0.0000147058,1.0000000000,0.0630753148,13.2458161080,-0.659,0,0.1363774351
191.541771,2.3592932969,2.4881168380,-0.0485240387,0.1668252455,-0.1293363002,-0.2153492842,-0.0130010559,-0.5409725231,0.3400707303,0.1702546761,0.5491921007,1.0952700505,0.0000000000,0.0630753148,0.0146835945,-0.0000146067,1.0000000000,0.0630753148,13.2458161080,-1.165,0,0.1363774351
191.583438,2.3572784591,2.4819809148,-0.0481856771,0.1426023737,-0.1251407627,-0.1907880507,-0.0182152544,-0.5138013230,0.6521088019,0.1740838233,0.5491921007,1.0952700505,0.0000000000,0.0630753148,0.0130088864,-0.0000145050,1.0000000000,0.0630753148,13.2458161080,-1.672,0,0.1363774351
191.625220,2.3552724030,2.4743110109,-0.0478380930,0.1159712143,-0.1193950605,-0.1638093073,-0.0231900485,-0.4801919044,0.8066260462,0.1786209227,0.5491921007,1.0952700505,0.0000000000,0.0630753148,0.0111693403,-0.0000144006,1.0000000000,0.0630753148,13.2458161080,-2.179,-1,0.1363774351
191.666912,2.3532853401,2.4559032414,-0.0474830465,0.0750118708,-0.1028484601,-0.1224949173,-0.0274754010,-0.4056131750,1.7898895059,0.1878767912,0.5491921007,1.0952700505,0.0000000000,0.0630753148,0.0083523179,-0.0000142939,1.0000000000,0.0630753148,13.2458161080,-2.685,-1,0.1363774351
191.708444,2.3513207366,2.4313595488,-0.0471212540,0.0187450875,-0.0800964277,-0.0658663415,-0.0308127522,-0.2996396544,2.5433644941,0.2002213177,0.5491921007,1.0963497935,0.0259138322,0.0587719531,0.0044910976,-0.0000141851,1.0000000000,0.0630753148,12.3421101500,-3.192,-2,0.1721172352
191.750224,2.3493597631,2.4037478946,-0.0467492131,-0.0439776734,-0.0542529605,-0.0027715397,-0.0330732922,-0.1783357763,2.9112930741,0.2696727366,0.5491212863,1.0967232317,0.0089625169,0.0392316584,0.0001889775,-0.0000140733,0.7091834617,0.0630753148,8.2386482614,-3.699,-3,0.1748336499
191.791791,2.3474243460,2.3715342981,-0.0463710701,-0.1100686129,-0.0237716418,0.0636975428,-0.0340637773,-0.0408468197,3.2997349582,0.2916340502,0.5490958355,1.0965962733,-0.0030470034,0.0094365120,-0.0043432180,-0.0000139597,0.0000000000,0.0630753148,1.9816675211,-3.192,-5,0.1602158104
191.833491,2.3454987616,2.3408546823,-0.0459837849,-0.1743203443,0.0051798756,0.1283365594,-0.0338479491,0.0928798055,3.2094390055,0.2811605153,0.5491045434,1.0965878583,-0.0002019595,-0.0209690424,-0.0087506304,-0.0000138433,0.0000000000,0.0630753148,-4.4034988969,-2.685,-4,0.1513939749
191.875112,2.3435930365,2.3147770089,-0.0455893526,-0.2247552383,0.0295068421,0.1791658857,-0.0326184974,0.2032400586,2.6486460744,0.2753273612,0.5491051186,1.0971288934,0.0129848436,-0.0454192983,-0.0122164289,-0.0000137247,0.0165542780,0.0630753148,-9.5380526441,-2.179,-1,0.1651819134
191.916773,2.3417020688,2.2948352587,-0.0451867324,-0.2579093201,0.0476595280,0.2127225876,-0.0306326837,0.2827261323,1.9076657688,0.3079785007,0.5490676293,1.0971288934,0.0000000000,-0.0630753148,-0.0145044931,-0.0000136037,0.4884148080,0.0630753148,-13.2458161080,-1.672,-2,0.1651819134
191.958439,2.3398278549,2.2840973932,-0.0447763313,-0.2706700333,0.0565624013,0.2258937021,-0.0282759170,0.3203743565,0.9035573814,0.3111231969,0.5490676293,1.0971288934,0.0000000000,-0.0630753148,-0.0154025658,-0.0000134803,0.7793403877,0.0630753148,-13.2458161080,-1.165,-1,0.1651819134
192.000178,2.3379676748,2.2825634124,-0.0443575220,-0.2602405893,0.0562041458,0.2158830673,-0.0259340776,0.3128171661,-0.1813725709,0.3110661293,0.5490676293,1.0971288934,0.0000000000,-0.0630753148,-0.0147199905,-0.0000133544,0.7688447680,0.0630753148,-13.2458161080,-0.659,0,0.1651819134
192.041813,2.3361296678,2.2825634124,-0.0439321496,-0.2338393048,0.0542849910,0.1899071552,-0.0236722030,0.2854734726,-0.6562486437,0.3101715068,0.5490676293,1.0971288934,0.0000000000,-0.0630753148,-0.0129488225,-0.0000132265,0.7101935700,0.0630753148,-13.2458161080,-0.152,0,0.1651819134
192.083629,2.3343016612,2.2840973932,-0.0434973643,-0.2101164181,0.0508500882,0.1666190537,-0.0215534493,0.2570145148,-0.6830149853,0.3087586847,0.5490676293,1.0971288934,0.0000000000,-0.0630753148,-0.0113609229,-0.0000130958,0.5975378594,0.0630753148,-13.2458161080,0.355,0,0.1651819134
192.125131,2.3325054935,2.2840973932,-0.0430584167,-0.1888002070,0.0489884024,0.1457417902,-0.0195122659,0.2345945858,-0.5380782961,0.3077839273,0.5490676293,1.0979754165,0.0203165543,-0.0616743947,-0.0099374064,-0.0000129639,0.5340737283,0.0630753148,-12.9516228904,0.861,0,0.1877024923
192.166870,2.3307176487,2.2871653547,-0.0426095933,-0.1672136722,0.0440662469,0.1246040789,-0.0176761722,0.2043537377,-0.7257803561,0.3479155228,0.5490068914,1.0986488088,0.0161614154,-0.0567120558,-0.0084961312,-0.0000128289,0.3663476785,0.0630753148,-11.9095317104,1.368,0,0.1990509828
192.208460,2.3289549337,2.2933012779,-0.0421550753,-0.1429513947,0.0360930355,0.1007963194,-0.0161722958,0.1637253443,-0.9750814405,0.3650469374,0.5489567600,1.0990429390,0.0094591237,-0.0453844616,-0.0068727987,-0.0000126922,0.1313944489,0.0630753148,-9.5307369386,1.875,0,0.1991175035
192.250126,2.3272081158,2.3040391434,-0.0416925138,-0.1138519840,0.0235189113,0.0721594702,-0.0151923411,0.1065976967,-1.3710635437,0.3586444436,0.5489266712,1.0991152207,0.0017347614,-0.0285888609,-0.0049201947,-0.0000125532,0.0000000000,0.0630753148,-6.0036607994,2.381,2,0.1887530458
192.291771,2.3254815758,2.3270488552,-0.0412230446,-0.0658091058,-0.0013650065,0.0245860612,-0.0152492164,-0.0001752131,-2.5625498335,0.3268087287,0.5489210932,1.0989561977,-0.0038165535,0.0000314961,-0.0016764010,-0.0000124120,0.0000000000,0.0630753148,0.0066141786,1.875,1,0.1718798757
192.333461,2.3237729240,2.3623304133,-0.0407460072,0.0065539640,-0.0385776338,-0.0472999712,-0.0168566178,-0.1627392694,-3.9015373516,0.2774172217,0.5489333406,1.0992466354,0.0069705053,0.0369916764,0.0032251493,-0.0000122685,0.1963191981,0.0630753148,7.7682520542,1.368,1,0.1720484301
192.375120,2.3220855358,2.3960779907,-0.0402623378,0.0861728939,-0.0742573185,-0.1264352318,-0.0199506727,-0.3310084154,-4.0384595051,0.2557429905,0.5489109041,1.0992466354,0.0000000000,0.0630753148,0.0086209884,-0.0000121231,1.0000000000,0.0630753148,13.2458161080,0.861,1,0.1720484301
192.416881,2.3204143819,2.4313595488,-0.0397705621,0.1625802076,-0.1114448784,-0.2023507697,-0.0245942093,-0.5018267364,-4.0996397041,0.2319248687,0.5489109041,1.0992466354,0.0000000000,0.0630753148,0.0137972905,-0.0000119752,1.0000000000,0.0630753148,13.2458161080,0.355,1,0.1720484301
192.458522,2.3187686036,2.4513012990,-0.0392733781,0.2190718194,-0.1332060412,-0.2583451974,-0.0301444611,-0.6173533667,-2.7726391258,0.2163231289,0.5489109041,1.0992466354,0.0000000000,0.0630753148,0.0176152715,-0.0000118257,1.0000000000,0.0630753148,13.2458161080,-0.152,0,0.1720484301
192.500105,2.3171459413,2.4513012990,-0.0387701868,0.2236083626,-0.1348426472,-0.2623785494,-0.0357629047,-0.6332031993,-0.3803959840,0.2153937247,0.5489109041,1.0992466354,0.0000000000,0.0630753148,0.0178902857,-0.0000116743,1.0000000000,0.0630753148,13.2458161080,-0.659,0,0.1720484301
192.541770,2.3155411882,2.4482333375,-0.0382593624,0.2009234001,-0.1333097135,-0.2391827625,-0.0413174761,-0.6142035663,0.4559911921,0.2191270029,0.5489109041,1.0992466354,0.0000000000,0.0630753148,0.0163086806,-0.0000115207,1.0000000000,0.0630753148,13.2458161080,-1.165,0,0.1720484301
192.583462,2.3139568478,2.4451653759,-0.0377416491,0.1756741299,-0.1317484854,-0.2134157790,-0.0468069963,-0.5924737208,0.5215162940,0.2231681310,0.5489109041,1.0992466354,0.0000000000,0.0630753148,0.0145517584,-0.0000113649,1.0000000000,0.0630753148,13.2458161080,-1.672,0,0.1720484301
192.625134,2.3123949825,2.4374954720,-0.0372177179,0.1456878565,-0.1255482800,-0.1829055744,-0.0520381746,-0.5546148175,0.9086136791,0.2297699946,0.5489109041,1.0992466354,0.0000000000,0.0630753148,0.0124714196,-0.0000112073,1.0000000000,0.0630753148,13.2458161080,-2.179,-1,0.1720484301
192.666794,2.3108555279,2.4206216833,-0.0366875631,0.1065794602,-0.1100937412,-0.1432670233,-0.0566254139,-0.4847324430,1.6771769861,0.2414737009,0.5489109041,1.0992466354,0.0000000000,0.0630753148,0.0097686643,-0.0000110479,1.0000000000,0.0630753148,13.2458161080,-2.685,-1,0.1720484301
192.708429,2.3093391917,2.4006799330,-0.0361514471,0.0544086896,-0.0915079736,-0.0905601367,-0.0604382461,-0.3932497837,2.1955838231,0.2559180538,0.5489109041,1.0992466354,0.0000000000,0.0630753148,0.0061748444,-0.0000108866,1.0000000000,0.0630753148,13.2458161080,-3.192,-1,0.1720484301
192.750115,2.3078434525,2.3761362404,-0.0356084645,-0.0022007540,-0.0682860236,-0.0334077105,-0.0632834971,-0.2849415757,2.5993969932,0.2724919487,0.5489109041,1.0992466354,0.0000000000,0.0630753148,0.0022779053,-0.0000107232,0.9964108273,0.0630753148,13.2458161080,-3.699,-1,0.1720484301
192.791795,2.3063707300,2.3485245863,-0.0350594707,-0.0652314124,-0.0419533590,0.0301719418,-0.0650315537,-0.1612674419,2.9681792116,0.2902519971,0.5489109041,1.0995425547,0.0071020647,0.0365537975,-0.0020572743,-0.0000105580,0.2975637078,0.0630753148,7.6762974760,-4.205,-5,0.1726100997
192.833435,2.3049223670,2.3193789513,-0.0345049905,-0.1243004837,-0.0140745305,0.0897954932,-0.0656179925,-0.0362368629,3.0007338954,0.3080868526,0.5488877355,1.0994069894,-0.0032535684,0.0086975721,-0.0061227072,-0.0000103912,0.0000000000,0.0630753148,1.8264901409,-3.699,-2,0.1580314102
192.875136,2.3034951630,2.2948352587,-0.0339437873,-0.1773770256,0.0092050957,0.1434332383,-0.0652344468,0.0732498720,2.6276816380,0.2940216837,0.5488983881,1.0993423610,-0.0015510811,-0.0170474892,-0.0097799977,-0.0000102224,0.0000000000,0.0630753148,-3.5799727420,-3.192,-2,0.1475310997
192.916780,2.3020933580,2.2733595276,-0.0333775261,-0.2153376046,0.0293956985,0.1819600785,-0.0640096261,0.1614739264,2.1173773049,0.2828659264,0.5489034435,1.0996313113,0.0069348056,-0.0367712557,-0.0124069509,-0.0000100520,0.0154943508,0.0630753148,-7.7219636974,-2.685,-4,0.1525078732
