t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,u_aux,u_robust,u_fric,tail_activation,max_control_eff,current_from_u_raw,goal_current_raw,slew_boost,max_current_slew_eff_raw_s,present_current_raw,psi_hat_norm
2.541780,2.4981286889,2.4620391646,0.0162077634,0.0023767313,0.0360790313,0.0138310321,0.0318043034,0.1378804572,0.1402099502,0.0830806838,0.4970115799,0.8871140358,0.0037792139,-0.0135703504,-0.0006442817,-0.0000000000,0.0001368519,0.1310565095,0.0644638019,-2.8497735875,2.720,1.000000,10.2827248300,1,0.0604521356
2.583448,2.4996787447,2.4635731453,0.0162506764,0.0021041748,0.0360963096,0.0141465015,0.0333083163,0.1402008697,0.0556899002,0.0912968786,0.4970920063,0.8872835769,0.0040689861,-0.0143762991,-0.0006589770,-0.0000000000,0.0001372142,0.1314735057,0.0644638019,-3.0190228187,2.889,1.000000,10.2827248300,2,0.0658324365
2.625101,2.5012407002,2.4651071261,0.0162835621,0.0046129237,0.0361132085,0.0116706384,0.0348130333,0.1397300026,-0.0113008115,0.0991714812,0.4971785444,0.8874583872,0.0041954479,-0.0148621853,-0.0005436455,-0.0000000000,0.0001374918,0.1318818432,0.0644638019,-3.1210589097,2.991,1.000000,10.2827248300,3,0.0706323951
2.666786,2.5028157986,2.4697090685,0.0163063580,0.0123340754,0.0330522765,0.0039722826,0.0361902115,0.1268331164,-0.3095252691,0.1055820468,0.4972677122,0.8876067141,0.0035598455,-0.0138315333,-0.0001850382,-0.0000000000,0.0001376843,0.0666066748,0.0644638019,-2.9046220001,2.775,1.000000,10.2827248300,2,0.0730539940
2.708441,2.5044010913,2.4727770301,0.0163189372,0.0191697885,0.0315394286,-0.0028508513,0.0375043543,0.1182684697,-0.2055515194,0.1085904460,0.4973433237,0.8877374386,0.0031373871,-0.0130500512,0.0001327993,0.0000000000,0.0001377905,0.0415556001,0.0644638019,-2.7405107495,2.611,1.000000,10.2827248300,1,0.0740766427
2.750141,2.5059988952,2.4773789724,0.0163212284,0.0252216023,0.0285085720,-0.0089003740,0.0386922115,0.1068417741,-0.2742406945,0.1092976482,0.4974099258,0.8878444594,0.0025684994,-0.0118166162,0.0004146002,0.0000000000,0.0001378098,0.0082405348,0.0644638019,-2.4814894092,2.352,1.000000,10.2827248300,2,0.0735733588
2.791899,2.5076091547,2.4789129532,0.0163131075,0.0305794123,0.0285611966,-0.0142663047,0.0398822614,0.1031513129,-0.0885710685,0.1081999712,0.4974644260,0.8879437279,0.0023824455,-0.0113462778,0.0006645577,0.0000000000,0.0001377413,0.0086100135,0.0644638019,-2.3827183456,2.253,1.000000,10.2827248300,1,0.0726810196
2.833433,2.5092203076,2.4804469340,0.0162946094,0.0298227058,0.0286417095,-0.0135280965,0.0410756659,0.1056331358,0.0595637487,0.1067161093,0.4975149580,0.8880471409,0.0024819105,-0.0115460200,0.0006301703,0.0000000000,0.0001375851,0.0091903366,0.0644638019,-2.4246642047,2.295,1.000000,10.2827248300,3,0.0721357108
2.875142,2.5108472548,2.4804469340,0.0162654948,0.0264027269,0.0302837555,-0.0101372321,0.0423374891,0.1144271642,0.2110566819,0.1060304900,0.4975675787,0.8881681149,0.0029033760,-0.0124757649,0.0004722159,0.0000000000,0.0001373393,0.0248736917,0.0644638019,-2.6199106334,2.490,1.000000,10.2827248300,1,0.0726789712
2.916798,2.5124805215,2.4804469340,0.0162258003,0.0233749410,0.0319303896,-0.0071491406,0.0436679220,0.1229185685,0.2037937039,0.1069282741,0.4976291083,0.8883082747,0.0033638361,-0.0134654745,0.0003330236,0.0000000000,0.0001370042,0.0475282242,0.0644638019,-2.8277496409,2.698,1.000000,10.2827248300,1,0.0742573439
